""	"baseMean"	"baseMean_LFe"	"baseMean_HFe"	"baseMean_MFe"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_0876"	652.656932586576	714.666547283208	546.227745258316	750.291098882334	-0.386303533576492	0.282530919739811	-1.36729648539794	0.171532392892036	0.532977445149699	469	898	504	529	768	1187	407	"   128.62"	"   138.14"	"    92.35"	"   174.29"	"   139.49"	"   212.64"	"   114.73"	" 7.0071"	" 7.1101"	" 6.5292"	" 7.4454"	" 7.1241"	" 7.7323"	" 6.8422"	"Tery_0876"	"gene882"	"CDS"	1388873	1389853	"+"	"CP000393.1"	"chlorophyll synthase"	"TIGRFAM: bacteriochlorophyll/chlorophyll synthetase chlorophyll synthase%2C ChlG~PFAM: UbiA prenyltransferase~KEGG: ana:all4480 chlorophyll synthase 33 kD subunit"	"InterPro:IPR000537,InterPro:IPR006372,InterPro:IPR011799,NCBI_GP:ABG50279.1"
"Tery_1750"	1328.15431902918	1457.14107654579	1220.06754702109	1361.29771952472	-0.256296815155493	0.187633145328372	-1.3659463774748	0.171955794626889	0.532977445149699	1025	1675	1438	993	1721	1794	966	"   281.11"	"   257.66"	"   263.49"	"   327.16"	"   312.58"	"   321.38"	"   272.30"	" 8.1350"	" 8.0094"	" 8.0416"	" 8.3539"	" 8.2881"	" 8.3282"	" 8.0891"	"Tery_1750"	"gene1760"	"CDS"	2666047	2668119	"+"	"CP000393.1"	"chaperone protein DnaK"	"TIGRFAM: chaperone protein DnaK~PFAM: Heat shock protein 70~KEGG: ava:Ava_0378 molecular chaperone DnaK"	"InterPro:IPR001023,InterPro:IPR012725,InterPro:IPR013126,NCBI_GP:ABG51010.1"
"Tery_4170"	166.38905631795	192.266262946461	152.067130924217	161.994737780039	-0.339011511902609	0.248212694421843	-1.36581053073156	0.171998440223963	0.532977445149699	115	202	204	125	238	166	145	"    31.54"	"    31.07"	"    37.38"	"    41.18"	"    43.23"	"    29.74"	"    40.87"	" 4.9795"	" 4.9581"	" 5.2246"	" 5.3643"	" 5.4342"	" 4.8947"	" 5.3534"	"Tery_4170"	"gene4212"	"CDS"	6433229	6433684	"-"	"CP000393.1"	"NUDIX hydrolase"	"PFAM: NUDIX hydrolase~KEGG: ava:Ava_2701 NUDIX hydrolase"	"InterPro:IPR000086,NCBI_GP:ABG53176.1"
"Tery_0345"	50.3823873939006	61.3810954007147	42.0995365998337	51.8079555781871	-0.50548184945745	0.370833051453678	-1.36309815825732	0.172851577156427	0.534718611051726	35	58	50	57	45	60	42	"     9.60"	"     8.92"	"     9.16"	"    18.78"	"     8.17"	"    10.75"	"    11.84"	" 3.2643"	" 3.1590"	" 3.1972"	" 4.2319"	" 3.0327"	" 3.4274"	" 3.5667"	"Tery_0345"	"gene348"	"CDS"	534200	535810	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_3131 hypothetical protein"	"NCBI_GP:ABG49816.1"
"Tery_3319"	617.202595369187	670.901652105918	557.736593010558	652.702542170401	-0.269160544761285	0.197816254682217	-1.36065939168487	0.173621353221286	0.536196475213257	466	779	650	421	858	734	543	"   127.80"	"   119.83"	"   119.10"	"   138.71"	"   155.84"	"   131.49"	"   153.06"	" 6.9979"	" 6.9050"	" 6.8962"	" 7.1160"	" 7.2840"	" 7.0389"	" 7.2581"	"Tery_3319"	"gene3347"	"CDS"	5093799	5094323	"+"	"CP000393.1"	"3-hydroxyacyl-[acyl-carrier-protein] dehydratase"	"TIGRFAM: beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ~PFAM: Beta-hydroxyacyl-(acyl-carrier-protein) dehydratase%2C FabA/FabZ~KEGG: syf:Synpcc7942_0930 beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ"	"InterPro:IPR010084,InterPro:IPR013114,NCBI_GP:ABG52422.1"
"Tery_2491"	36.1922655444901	43.2747677344499	29.9547447239382	38.466044585358	-0.506570878813968	0.375199761064884	-1.35013646430965	0.176972213706701	0.542439039007518	19	56	32	29	52	48	29	"     5.21"	"     8.61"	"     5.86"	"     9.55"	"     9.44"	"     8.60"	"     8.17"	" 2.3843"	" 3.1084"	" 2.5542"	" 3.2577"	" 3.2410"	" 3.1058"	" 3.0329"	"Tery_2491"	"gene2513"	"CDS"	3837039	3837518	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: tel:tlr1091 unknown protein"	"NCBI_GP:ABG51698.1"
"Tery_4515"	568.475096340362	662.000867569127	509.500778981072	563.410801150534	-0.375164327097549	0.277765656203313	-1.35065051679011	0.176807410392276	0.542439039007518	507	662	514	573	561	709	421	"   139.04"	"   101.83"	"    94.18"	"   188.78"	"   101.89"	"   127.01"	"   118.67"	" 7.1195"	" 6.6702"	" 6.5575"	" 7.5607"	" 6.6711"	" 6.9889"	" 6.8910"	"Tery_4515"	"gene4559"	"CDS"	6965887	6967656	"-"	"CP000393.1"	"Carbohydrate-selective porin OprB"	"PFAM: S-layer-like region Carbohydrate-selective porin OprB~KEGG: ava:Ava_4059 S-layer region-like"	"InterPro:IPR001119,InterPro:IPR007049,NCBI_GP:ABG53500.1"
"Tery_2164"	220.814995697323	254.268299037707	201.15206002932	216.856095858941	-0.338335658826338	0.251920580068392	-1.34302508645576	0.179263850879524	0.54672496713423	166	259	256	174	299	205	205	"    45.53"	"    39.84"	"    46.91"	"    57.33"	"    54.31"	"    36.72"	"    57.79"	" 5.5089"	" 5.3166"	" 5.5521"	" 5.8414"	" 5.7633"	" 5.1990"	" 5.8529"	"Tery_2164"	"gene2183"	"CDS"	3377752	3378537	"+"	"CP000393.1"	"ABC transporter related"	"PFAM: ABC transporter related~SMART: ATPase~KEGG: ava:Ava_2673 ABC transporter-like"	"InterPro:IPR001687,InterPro:IPR003439,InterPro:IPR003593,NCBI_GP:ABG51397.1"
"Tery_0651"	386.970195239399	470.305885498659	380.188548470236	313.806975133883	-0.307112858298583	0.229452603569192	-1.33845880814323	0.18074691953216	0.548394345544473	313	518	461	318	560	304	292	"    85.84"	"    79.68"	"    84.47"	"   104.77"	"   101.71"	"    54.46"	"    82.31"	" 6.4238"	" 6.3164"	" 6.4005"	" 6.7112"	" 6.6685"	" 5.7674"	" 6.3632"	"Tery_0651"	"gene656"	"CDS"	1063223	1063879	"-"	"CP000393.1"	"translation factor SUA5"	"TIGRFAM: Sua5/YciO/YrdC/YwlC family protein~PFAM: SUA5/yciO/yrdC-like~KEGG: ava:Ava_2693 SUA5/YciO/YrdC/YwlC"	"InterPro:IPR004388,InterPro:IPR006070,NCBI_GP:ABG50090.1"
"Tery_0162"	3766.73647854682	3613.47837877289	2796.8004171791	5374.89867037233	-0.369148803178387	0.276242191567838	-1.33632303263759	0.181443711330131	0.549267360267304	2040	4276	3392	2629	3966	8860	2690	"   559.47"	"   657.77"	"   621.52"	"   866.17"	"   720.34"	"  1587.19"	"   758.27"	" 9.1279"	" 9.3615"	" 9.2797"	" 9.7585"	" 9.4925"	"10.6323"	" 9.5666"	"Tery_0162"	"gene161"	"CDS"	244314	244883	"-"	"CP000393.1"	"Redoxin"	"PFAM: alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen  Redoxin~KEGG: syn:sll1621 membrane protein"	"InterPro:IPR000866,InterPro:IPR013740,NCBI_GP:ABG49656.1"
"Tery_2477"	296.365914350461	292.782612140824	217.664095669735	418.001944581187	-0.419740151380394	0.314208900215556	-1.33586334152992	0.181593944854232	0.549269329081336	192	307	236	259	238	653	232	"    52.66"	"    47.23"	"    43.24"	"    85.33"	"    43.23"	"   116.98"	"    65.40"	" 5.7188"	" 5.5618"	" 5.4347"	" 6.4152"	" 5.4342"	" 6.8702"	" 6.0314"	"Tery_2477"	"gene2499"	"CDS"	3810957	3812372	"-"	"CP000393.1"	"UDP-glucose 6-dehydrogenase"	"PFAM: UDP-glucose/GDP-mannose dehydrogenase~KEGG: ava:Ava_4589 UDP-glucose/GDP-mannose dehydrogenase"	"InterPro:IPR001732,NCBI_GP:ABG51686.1"
"Tery_2150"	60.1363144430163	71.8312397934333	51.0769139815773	62.0304897847576	-0.471879853405756	0.353897910931109	-1.33337846545699	0.182407635651221	0.550823057657306	46	72	54	61	63	96	35	"    12.62"	"    11.08"	"     9.89"	"    20.10"	"    11.44"	"    17.20"	"     9.87"	" 3.6583"	" 3.4706"	" 3.3081"	" 4.3297"	" 3.5176"	" 4.1050"	" 3.3039"	"Tery_2150"	"gene2169"	"CDS"	3357736	3358503	"+"	"CP000393.1"	"Methyltransferase type 11"	"PFAM: Methyltransferase type 11 Methyltransferase type 12~KEGG: ava:Ava_2226 hypothetical protein"	"InterPro:IPR000051,InterPro:IPR001601,InterPro:IPR013216,InterPro:IPR013217,NCBI_GP:ABG51384.1"
"Tery_0392"	117.005542827397	136.963217226932	103.581500741807	117.183931556246	-0.396240346069974	0.298467625494512	-1.32758233129462	0.184316124693807	0.555435707195647	98	162	89	107	137	161	79	"    26.88"	"    24.92"	"    16.31"	"    35.25"	"    24.88"	"    28.84"	"    22.27"	" 4.7488"	" 4.6398"	" 4.0284"	" 5.1401"	" 4.6377"	" 4.8506"	" 4.4776"	"Tery_0392"	"gene396"	"CDS"	606874	607626	"+"	"CP000393.1"	"Carboxymethylenebutenolidase"	"PFAM: dienelactone hydrolase~KEGG: ava:Ava_0533 dienelactone hydrolase"	"InterPro:IPR002925,NCBI_GP:ABG49860.1"
"Tery_2747"	2488.43493802148	2828.56117318257	2396.61350731175	2286.04084892496	-0.238953206284801	0.180131740936973	-1.32654692083618	0.184658604133487	0.555435707195647	1883	3556	2796	1880	3427	2610	1877	"   516.41"	"   547.02"	"   512.32"	"   619.40"	"   622.44"	"   467.56"	"   529.10"	" 9.0124"	" 9.0955"	" 9.0009"	" 9.2747"	" 9.2818"	" 8.8690"	" 9.0474"	"Tery_2747"	"gene2770"	"CDS"	4252779	4253852	"-"	"CP000393.1"	"DRTGG"	"PFAM: DRTGG~KEGG: ana:all4665 hypothetical protein"	"InterPro:IPR010766,NCBI_GP:ABG51930.1"
"Tery_4125"	818.775265335366	922.375718036234	756.113615628563	809.167287194701	-0.286561798606227	0.216037012983337	-1.32644769823924	0.184691448389402	0.555435707195647	642	1164	775	631	1085	1122	539	"   176.07"	"   179.06"	"   142.00"	"   207.89"	"   197.07"	"   201.00"	"   151.94"	" 7.4601"	" 7.4844"	" 7.1499"	" 7.6998"	" 7.6226"	" 7.6511"	" 7.2474"	"Tery_4125"	"gene4165"	"CDS"	6363768	6364736	"-"	"CP000393.1"	"glycosyl transferase%2C family 2"	"PFAM: glycosyl transferase%2C family 2~KEGG: ana:all1768 probable glycosyl transferase"	"InterPro:IPR001173,NCBI_GP:ABG53133.1"
"Tery_4958"	73.2312671817548	85.8251953260194	65.8502329490616	71.7088903865298	-0.380360550658166	0.28667506730588	-1.32680024891151	0.184574768122706	0.555435707195647	58	84	79	62	95	88	55	"    15.91"	"    12.92"	"    14.48"	"    20.43"	"    17.25"	"    15.76"	"    15.50"	" 3.9925"	" 3.6928"	" 3.8565"	" 4.3531"	" 4.1098"	" 3.9795"	" 3.9555"	"Tery_4958"	"gene5002"	"CDS"	7553468	7558333	"-"	"CP000393.1"	"TPR repeat"	"PFAM: TPR repeat~SMART: Sel1-like Tetratricopeptide region~KEGG: ana:alr0963 unknown protein"	"InterPro:IPR001440,InterPro:IPR006597,InterPro:IPR013026,NCBI_GP:ABG53872.1"
"Tery_0884"	81.4423228546358	98.7585585044268	74.9420872413585	73.876440624761	-0.405791887729139	0.306183758440356	-1.32532140109641	0.185064573743877	0.555802184945362	66	86	98	66	119	68	71	"    18.10"	"    13.23"	"    17.96"	"    21.74"	"    21.61"	"    12.18"	"    20.01"	" 4.1788"	" 3.7268"	" 4.1673"	" 4.4433"	" 4.4345"	" 3.6078"	" 4.3236"	"Tery_0884"	"gene890"	"CDS"	1404361	1404582	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG50286.1"
"Tery_2859"	357.82522252923	409.751985716737	335.139221326849	339.927461145295	-0.290504405026965	0.219354156780976	-1.32436243420284	0.185382704402759	0.556148113208278	309	447	365	293	459	442	245	"    84.74"	"    68.76"	"    66.88"	"    96.53"	"    83.37"	"    79.18"	"    69.06"	" 6.4052"	" 6.1037"	" 6.0637"	" 6.5931"	" 6.3816"	" 6.3073"	" 6.1100"	"Tery_2859"	"gene2881"	"CDS"	4455685	4458183	"-"	"CP000393.1"	"sulfotransferase"	"PFAM: sulfotransferase  TPR repeat Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: mba:Mbar_A2604 TPR repeat"	"InterPro:IPR000863,InterPro:IPR001440,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG52033.1"
"Tery_0625"	46.90581925425	61.2519140823328	42.7043753392797	38.8618902986226	-0.516198400818863	0.390058435386504	-1.32338735427518	0.185706594986448	0.556210943548318	43	63	36	48	61	30	41	"    11.79"	"     9.69"	"     6.60"	"    15.81"	"    11.08"	"     5.37"	"    11.56"	" 3.5611"	" 3.2782"	" 2.7239"	" 3.9841"	" 3.4711"	" 2.4287"	" 3.5320"	"Tery_0625"	"gene630"	"CDS"	1018348	1020558	"+"	"CP000393.1"	"bacteriocin-processing peptidase. Cysteine peptidase. MEROPS family C39"	"PFAM: ABC transporter%2C transmembrane region ABC transporter related peptidase C39%2C bacteriocin processing~SMART: ATPase~KEGG: ana:alr5147 putative multidrug resistance protein"	"InterPro:IPR001140,InterPro:IPR001687,InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR005074,InterPro:IPR011527,NCBI_GP:ABG50067.1"
"Tery_0082"	367.104268253004	406.621500398048	318.473987556143	400.532457153252	-0.345097125308097	0.261505508734796	-1.31965527983609	0.186950137302867	0.559023537602709	241	467	390	328	388	593	243	"    66.09"	"    71.84"	"    71.46"	"   108.07"	"    70.47"	"   106.23"	"    68.50"	" 6.0467"	" 6.1669"	" 6.1593"	" 6.7559"	" 6.1392"	" 6.7312"	" 6.0982"	"Tery_0082"	"gene81"	"CDS"	113289	115082	"-"	"CP000393.1"	"metallophosphoesterase"	"PFAM: metallophosphoesterase~KEGG: syn:sll1064 hypothetical protein"	"InterPro:IPR004843,NCBI_GP:ABG49590.1"
"Tery_4301"	133.442195834166	151.397096411384	121.610205774223	133.235280346864	-0.320270234987084	0.243203490491113	-1.31688173693703	0.187878269114043	0.561038355145404	98	170	147	97	190	148	112	"    26.88"	"    26.15"	"    26.94"	"    31.96"	"    34.51"	"    26.51"	"    31.57"	" 4.7488"	" 4.7093"	" 4.7520"	" 4.9986"	" 5.1093"	" 4.7292"	" 4.9810"	"Tery_4301"	"gene4343"	"CDS"	6624979	6625515	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_0555 hypothetical protein"	"NCBI_GP:ABG53296.1"
"Tery_0510"	659.481243318621	793.277658893293	608.117782242931	602.730019357484	-0.383049384058398	0.291325385291303	-1.31485069066459	0.188560087394349	0.561551209174412	315	1053	826	428	1141	620	538	"    86.39"	"   161.98"	"   151.35"	"   141.01"	"   207.24"	"   111.07"	"   151.65"	" 6.4329"	" 7.3398"	" 7.2418"	" 7.1398"	" 7.6952"	" 6.7954"	" 7.2447"	"Tery_0510"	"gene514"	"CDS"	812932	814077	"-"	"CP000393.1"	"beta-ketoacyl synthase"	"PFAM: beta-ketoacyl synthase~KEGG: ava:Ava_1238 3-oxoacyl-(acyl carrier protein) synthase"	"InterPro:IPR000794,NCBI_GP:ABG49965.1"
"Tery_2796"	4079.67063246843	4790.52680307151	3547.7228051315	4166.73620287076	-0.43351480198992	0.330144692990798	-1.31310546918894	0.189147411196042	0.562388092236329	2199	3975	6104	2469	7100	3471	4235	"   603.08"	"   611.47"	"  1118.45"	"   813.46"	"  1289.56"	"   621.80"	"  1193.79"	" 9.2362"	" 9.2562"	"10.1273"	" 9.6679"	"10.3327"	" 9.2803"	"10.2213"	"Tery_2796"	"gene2819"	"CDS"	4335620	4335760	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: syf:Synpcc7942_0491 hypothetical protein"	"NCBI_GP:ABG51972.1"
"Tery_2524"	727.662785621122	816.994426805316	660.043454137253	739.760141662731	-0.306729644307295	0.233825139954728	-1.31179070123376	0.189590763259612	0.562794893039042	598	912	708	613	863	1057	473	"   164.00"	"   140.29"	"   129.73"	"   201.96"	"   156.74"	"   189.35"	"   133.33"	" 7.3577"	" 7.1324"	" 7.0195"	" 7.6580"	" 7.2924"	" 7.5650"	" 7.0590"	"Tery_2524"	"gene2546"	"CDS"	3891979	3893157	"+"	"CP000393.1"	"glycosyl transferase%2C group 1"	"PFAM: glycosyl transferase%2C group 1~KEGG: hal:VNG1017H hypothetical protein"	"InterPro:IPR001296,NCBI_GP:ABG51729.1"
"Tery_2618"	1514.79247060032	1704.60453786547	1338.88946515304	1588.83491150608	-0.348172910363155	0.26600020290327	-1.30891971721453	0.190561546898296	0.564103152665653	1234	1769	1473	1276	1806	1366	1588	"   338.42"	"   272.12"	"   269.90"	"   420.40"	"   328.02"	"   244.71"	"   447.63"	" 8.4027"	" 8.0882"	" 8.0763"	" 8.7157"	" 8.3577"	" 7.9350"	" 8.8062"	"Tery_2618"	"gene2639"	"CDS"	4043562	4045433	"+"	"CP000393.1"	"GUN4-like"	"PFAM: GUN4-like~KEGG: ana:alr4949 serine/threonine kinase"	"InterPro:IPR008256,InterPro:IPR008629,NCBI_GP:ABG51813.1"
"Tery_3831"	63.2663315296997	75.5045042399009	57.7832163052428	59.252831656184	-0.401913123598084	0.307221977090563	-1.30821735933171	0.190799595754559	0.564103152665653	57	68	65	51	90	75	44	"    15.63"	"    10.46"	"    11.91"	"    16.80"	"    16.35"	"    13.44"	"    12.40"	" 3.9674"	" 3.3882"	" 3.5753"	" 4.0715"	" 4.0318"	" 3.7491"	" 3.6338"	"Tery_3831"	"gene3868"	"CDS"	5917266	5918024	"-"	"CP000393.1"	"biotin/lipoate A/B protein ligase"	"PFAM: biotin/lipoate A/B protein ligase~KEGG: ava:Ava_4350 biotin/lipoate A/B protein ligase"	"InterPro:IPR004143,NCBI_GP:ABG52874.1"
"Tery_2368"	178.208080783077	194.542410839234	150.294057025267	203.744786363635	-0.37583663560774	0.287683726016886	-1.30642299726638	0.191408749420304	0.564884561141247	142	213	148	133	229	320	112	"    38.94"	"    32.77"	"    27.12"	"    43.82"	"    41.59"	"    57.33"	"    31.57"	" 5.2837"	" 5.0345"	" 4.7617"	" 5.4538"	" 5.3786"	" 5.8413"	" 4.9810"	"Tery_2368"	"gene2388"	"CDS"	3657638	3658300	"-"	"CP000393.1"	"von Willebrand factor%2C type A"	"PFAM: von Willebrand factor%2C type A~KEGG: ava:Ava_1103 von Willebrand factor%2C type A"	"InterPro:IPR002035,NCBI_GP:ABG51588.1"
"Tery_4325"	123.038380193013	145.732644539595	110.932179245881	118.503417267128	-0.40667055720633	0.311367299242833	-1.30607985551228	0.191525402674524	0.564884561141247	87	163	131	74	218	101	119	"    23.86"	"    25.07"	"    24.00"	"    24.38"	"    39.59"	"    18.09"	"    33.54"	" 4.5771"	" 4.6487"	" 4.5858"	" 4.6083"	" 5.3076"	" 4.1782"	" 5.0684"	"Tery_4325"	"gene4367"	"CDS"	6668444	6668674	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53318.1"
"Tery_4393"	305.623083442163	342.344132378685	284.914135507851	299.965456407111	-0.267976200379532	0.205587139712619	-1.30346772056912	0.1924151296797	0.567053255364253	239	388	339	223	423	354	239	"    65.55"	"    59.69"	"    62.12"	"    73.47"	"    76.83"	"    63.42"	"    67.37"	" 6.0347"	" 5.8996"	" 5.9571"	" 6.1993"	" 6.2638"	" 5.9870"	" 6.0743"	"Tery_4393"	"gene4436"	"CDS"	6767366	6769438	"+"	"CP000393.1"	"peptidase S8 and S53%2C subtilisin%2C kexin%2C sedolisin"	"PFAM: peptidase S8 and S53%2C subtilisin%2C kexin%2C sedolisin~KEGG: rru:Rru_A1967 peptidase S8 and S53%2C subtilisin%2C kexin%2C sedolisin"	"InterPro:IPR000209,NCBI_GP:ABG53381.1"
"Tery_0784"	413.917308821696	498.524473417034	377.447540790373	384.014796273344	-0.398141081907011	0.306173001936808	-1.30037945667458	0.193470947334322	0.568487004348419	386	499	358	445	398	529	258	"   105.86"	"    76.76"	"    65.60"	"   146.61"	"    72.29"	"    94.77"	"    72.73"	" 6.7262"	" 6.2625"	" 6.0358"	" 7.1960"	" 6.1759"	" 6.5664"	" 6.1846"	"Tery_0784"	"gene790"	"CDS"	1251949	1252959	"+"	"CP000393.1"	"RNA polymerase%2C sigma 28 subunit"	"PFAM: sigma-70 region 3 sigma-70 region 2 sigma-70 region 4 sigma-70 region 1.2 sigma-70%2C region 4 type 2~KEGG: ava:Ava_1905 RNA polymerase sigma factor"	"InterPro:IPR000943,InterPro:IPR005479,InterPro:IPR007624,InterPro:IPR007627,InterPro:IPR007630,InterPro:IPR009042,InterPro:IPR013249,NCBI_GP:ABG50204.1"
"Tery_4472"	162.362876932134	184.195665898864	147.567801598226	162.722700966265	-0.320357184022858	0.246384321416205	-1.30023364385145	0.193520902896384	0.568487004348419	137	196	160	133	204	182	136	"    37.57"	"    30.15"	"    29.32"	"    43.82"	"    37.05"	"    32.60"	"    38.34"	" 5.2320"	" 4.9146"	" 4.8742"	" 5.4538"	" 5.2119"	" 5.0274"	" 5.2610"	"Tery_4472"	"gene4515"	"CDS"	6902230	6903477	"-"	"CP000393.1"	"restriction modification system DNA specificity domain"	"PFAM: restriction modification system DNA specificity domain~KEGG: rfr:Rfer_1366 putative type I site-specific restriction-modification system%2C S subunit"	"InterPro:IPR000055,NCBI_GP:ABG53459.1"
"Tery_1604"	554.970770246425	653.700409632981	537.802805775285	481.993077566581	-0.281918933445588	0.217733442659032	-1.2947893075253	0.195392921543152	0.5707898233146	411	895	563	408	840	542	401	"   112.72"	"   137.68"	"   103.16"	"   134.42"	"   152.57"	"    97.09"	"   113.04"	" 6.8167"	" 7.1052"	" 6.6889"	" 7.0707"	" 7.2534"	" 6.6015"	" 6.8208"	"Tery_1604"	"gene1613"	"CDS"	2451467	2452744	"-"	"CP000393.1"	"extracellular solute-binding protein%2C family 1"	"PFAM: extracellular solute-binding protein%2C family 1~KEGG: ana:all1027 putative multiple sugar transport system substrate-binding protein"	"InterPro:IPR006059,NCBI_GP:ABG50883.1"
"Tery_3302"	994.997377339424	1093.04367789685	928.329257485962	996.953256562194	-0.235724350888301	0.181972296039897	-1.29538592422123	0.195187131272235	0.5707898233146	741	1320	1114	725	1327	1166	801	"   203.22"	"   203.05"	"   204.12"	"   238.86"	"   241.02"	"   208.88"	"   225.79"	" 7.6670"	" 7.6658"	" 7.6733"	" 7.9001"	" 7.9131"	" 7.7066"	" 7.8189"	"Tery_3302"	"gene3330"	"CDS"	5064988	5066241	"-"	"CP000393.1"	"cell cycle protein"	"PFAM: cell cycle protein~KEGG: ana:alr0653 similar to rod shape-determining protein"	"InterPro:IPR001182,NCBI_GP:ABG52408.1"
"Tery_4286"	222.685572486417	231.893820088695	187.275183689114	266.592908080092	-0.305981355157642	0.235917595786648	-1.29698403435052	0.194636680234716	0.5707898233146	135	262	250	153	283	369	178	"    37.02"	"    40.30"	"    45.81"	"    50.41"	"    51.40"	"    66.10"	"    50.18"	" 5.2108"	" 5.3332"	" 5.5178"	" 5.6559"	" 5.6840"	" 6.0469"	" 5.6492"	"Tery_4286"	"gene4328"	"CDS"	6610445	6611059	"-"	"CP000393.1"	"pentapeptide repeat"	"PFAM: pentapeptide repeat~KEGG: ana:all4303 hypothetical protein"	"InterPro:IPR001646,NCBI_GP:ABG53282.1"
"Tery_4992"	55.7414898916759	65.4163939245133	47.8585030511102	57.891066119687	-0.439946155864035	0.339526745309157	-1.29576288743745	0.195057187771812	0.5707898233146	47	66	46	53	62	78	40	"    12.89"	"    10.15"	"     8.43"	"    17.46"	"    11.26"	"    13.97"	"    11.28"	" 3.6893"	" 3.3452"	" 3.0770"	" 4.1270"	" 3.4945"	" 3.8056"	" 3.4964"	"Tery_4992"	"gene5037"	"CDS"	7633432	7634532	"+"	"CP000393.1"	"Rieske (2Fe-2S) region"	"PFAM: Rieske [2Fe-2S] region~KEGG: bur:Bcep18194_C6662 dioxygenase%2C iron-sulfur subunit"	"InterPro:IPR005806,NCBI_GP:ABG53906.1"
"Tery_0116"	1211.39004530955	1371.34139109759	1152.86382761302	1139.22802606632	-0.248953337520594	0.192553072361515	-1.29290763563195	0.196043006318952	0.571779125657817	850	1698	1439	952	1588	1502	808	"   233.11"	"   261.20"	"   263.67"	"   313.65"	"   288.43"	"   269.07"	"   227.76"	" 7.8649"	" 8.0291"	" 8.0426"	" 8.2931"	" 8.1721"	" 8.0719"	" 7.8315"	"Tery_0116"	"gene115"	"CDS"	158094	158963	"-"	"CP000393.1"	"TPR repeat"	"PFAM: TPR repeat Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: pmn:PMN2A_1093 TPR repeat"	"InterPro:IPR001440,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG49613.1"
"Tery_2221"	609.626771142041	707.321650319582	597.566756782994	530.021913503069	-0.245310996320538	0.189719057928526	-1.29302242483702	0.196003303316633	0.571779125657817	499	838	694	453	888	656	403	"   136.85"	"   128.91"	"   127.16"	"   149.25"	"   161.29"	"   117.52"	"   113.60"	" 7.0966"	" 7.0103"	" 6.9906"	" 7.2217"	" 7.3336"	" 6.8768"	" 6.8279"	"Tery_2221"	"gene2240"	"CDS"	3462429	3463268	"-"	"CP000393.1"	"thiazole biosynthesis"	"PFAM: thiazole biosynthesis~KEGG: ana:all3519 thiamin biosynthesis protein"	"InterPro:IPR003009,InterPro:IPR008867,NCBI_GP:ABG51450.1"
"Tery_0229"	109.503741202333	123.176332587262	95.6219135961661	116.653891226652	-0.35252985417042	0.273593545002447	-1.28851670885461	0.197566156293778	0.573942188220534	83	125	114	98	120	136	94	"    22.76"	"    19.23"	"    20.89"	"    32.29"	"    21.80"	"    24.36"	"    26.50"	" 4.5092"	" 4.2659"	" 4.3853"	" 5.0134"	" 4.4466"	" 4.6072"	" 4.7283"	"Tery_0229"	"gene230"	"CDS"	356894	357769	"+"	"CP000393.1"	"protein of unknown function DUF928"	"PFAM: protein of unknown function DUF928~KEGG: ava:Ava_3877 protein of unknown function DUF928"	"InterPro:IPR010328,NCBI_GP:ABG49717.1"
