""	"baseMean"	"baseMean_LFe"	"baseMean_HFe"	"baseMean_MFe"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_2329"	4016.33807290248	2909.52197044847	4366.62334274859	4597.72627058732	0.586235199818792	0.21595713211543	2.71459059525502	0.00663577476709596	0.0706277244776126	2952	5737	6435	2026	3358	5360	3705	"   809.59"	"   882.52"	"  1179.10"	"   667.50"	"   609.91"	"   960.20"	"  1044.39"	" 9.66"	" 9.79"	"10.20"	" 9.38"	" 9.25"	" 9.91"	"10.03"	"Tery_2329"	"gene2349"	"CDS"	3604202	3605137	"+"	"CP000393.1"	"gas vesicle protein GvpN"	"KEGG: ana:all2251 gas vesicle protein~TIGRFAM: gas vesicle protein GvpN~PFAM: ATPase associated with various cellular activities%2C AAA_5~SMART: ATPase"	"InterPro:IPR003593,InterPro:IPR011704,InterPro:IPR013462,NCBI_GP:ABG51551.1"
"Tery_3003"	1665.03046815502	1047.33779908521	1665.84831070767	2281.49637339586	0.669236406965227	0.246395292378332	2.71610873935707	0.00660542189231902	0.0706277244776126	1276	2394	2058	674	1309	3563	1267	"   349.94"	"   368.27"	"   377.09"	"   222.06"	"   237.75"	"   638.28"	"   357.15"	" 8.46"	" 8.53"	" 8.56"	" 7.80"	" 7.90"	" 9.32"	" 8.48"	"Tery_3003"	"gene3029"	"CDS"	4653504	4653755	"-"	"CP000393.1"	"SSU ribosomal protein S17P"	"PFAM: ribosomal protein S17~KEGG: ava:Ava_0700 30S ribosomal protein S17"	"InterPro:IPR000266,NCBI_GP:ABG52158.1"
"Tery_3121"	953.804434974195	693.507623872788	1042.52298046503	1081.02342783935	0.59072472332849	0.217599312141644	2.71473617041567	0.0066328587970751	0.0706277244776126	885	1442	1206	519	735	1507	715	"   242.71"	"   221.82"	"   220.98"	"   170.99"	"   133.50"	"   269.97"	"   201.55"	" 7.93"	" 7.80"	" 7.79"	" 7.43"	" 7.07"	" 8.08"	" 7.66"	"Tery_3121"	"gene3147"	"CDS"	4777278	4778384	"-"	"CP000393.1"	"O-methyltransferase%2C family 2"	"PFAM: O-methyltransferase%2C family 2 Methyltransferase type 12~KEGG: dre:568256 similar to Hydroxyindole O-methyltransferase (HIOMT) (Acetylserotonin O-methyltransferase) (ASMT)"	"InterPro:IPR000051,InterPro:IPR001077,InterPro:IPR001601,InterPro:IPR013217,NCBI_GP:ABG52253.1"
"Tery_3098"	3375.93814791065	2591.60349981095	3937.77016498686	3317.52477039603	0.602377055019351	0.222399317103137	2.70853824042995	0.00675803236167057	0.0717210833296368	2851	5812	4983	1371	3777	4219	2451	"   781.89"	"   894.05"	"   913.05"	"   451.70"	"   686.01"	"   755.80"	"   690.90"	" 9.61"	" 9.81"	" 9.84"	" 8.82"	" 9.42"	" 9.56"	" 9.43"	"Tery_3098"	"gene3124"	"CDS"	4749656	4750912	"+"	"CP000393.1"	"Capsular polysaccharide biosynthesis protein-like"	"KEGG: cyb:CYB_0430 tetratricopeptide repeat protein"	"NCBI_GP:ABG52233.1"
"Tery_0725"	143.798030293408	102.48338668296	162.875949813504	156.495794623712	0.664800444250854	0.245691326116935	2.70583603726591	0.00681326765806918	0.0720989015574353	131	247	181	66	128	200	115	"    35.93"	"    38.00"	"    33.17"	"    21.74"	"    23.25"	"    35.83"	"    32.42"	" 5.21"	" 5.29"	" 5.09"	" 4.51"	" 4.60"	" 5.20"	" 5.06"	"Tery_0725"	"gene730"	"CDS"	1173852	1174931	"+"	"CP000393.1"	"tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase"	"PFAM: ExsB  tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase~KEGG: ava:Ava_4065 tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase"	"InterPro:IPR004479,InterPro:IPR004506,NCBI_GP:ABG50157.1"
"Tery_2538"	665.383847604356	500.259746099556	807.232226501047	617.735380764121	0.689401015699757	0.254890947694946	2.70469007210423	0.00683681439831523	0.0721401795132572	581	1020	1171	316	636	576	589	"   159.34"	"   156.91"	"   214.56"	"   104.11"	"   115.52"	"   103.19"	"   166.03"	" 7.32"	" 7.30"	" 7.75"	" 6.72"	" 6.86"	" 6.70"	" 7.38"	"Tery_2538"	"gene2559"	"CDS"	3915682	3916635	"+"	"CP000393.1"	"PhoH-like protein"	"PFAM: PhoH-like protein~KEGG: ava:Ava_4354 PhoH-like protein"	"InterPro:IPR003714,NCBI_GP:ABG51740.1"
"Tery_4659"	1647.55797275146	1130.3413475085	1683.81242868769	2110.39291409006	0.578025353061285	0.214958035335287	2.68901486822623	0.00716632272288177	0.0749707607932247	1149	2499	2224	863	1167	2564	1635	"   315.11"	"   384.42"	"   407.51"	"   284.33"	"   211.96"	"   459.32"	"   460.88"	" 8.30"	" 8.59"	" 8.67"	" 8.16"	" 7.73"	" 8.85"	" 8.85"	"Tery_4659"	"gene4703"	"CDS"	7163889	7166000	"+"	"CP000393.1"	"conserved hypothetical protein"	"TIGRFAM: conserved hypothetical protein~PFAM: amidinotransferase  LOR/SDH bifunctional enzyme conserved region~KEGG: ava:Ava_2273 hypothetical protein"	"InterPro:IPR003198,InterPro:IPR005239,InterPro:IPR007545,NCBI_GP:ABG53628.1"
"Tery_3732"	6865.01313907498	5487.33287386718	7566.38926103946	7190.62922133607	0.463579513032774	0.172539130232528	2.68680798615373	0.00721384088326319	0.0752534764867683	6119	10799	8927	3724	6509	9071	5359	"  1678.14"	"  1661.20"	"  1635.71"	"  1226.94"	"  1182.22"	"  1624.99"	"  1510.63"	"10.71"	"10.70"	"10.68"	"10.26"	"10.21"	"10.67"	"10.56"	"Tery_3732"	"gene3766"	"CDS"	5726339	5727826	"-"	"CP000393.1"	"DEAD/DEAH box helicase-like"	"PFAM: helicase-like DEAD/DEAH box helicase-like~KEGG: ava:Ava_0642 DEAD/DEAH box helicase-like"	"InterPro:IPR000629,InterPro:IPR001410,InterPro:IPR001650,InterPro:IPR011545,NCBI_GP:ABG52788.1"
"Tery_1610"	1267.89094220855	908.667266947536	1317.51960464625	1552.671623813	0.535877842984871	0.201476827684735	2.65974925822932	0.00781988436689655	0.0795418709009532	897	1983	1720	573	1157	1940	1169	"   246.00"	"   305.04"	"   315.16"	"   188.78"	"   210.14"	"   347.53"	"   329.52"	" 7.95"	" 8.26"	" 8.30"	" 7.57"	" 7.72"	" 8.45"	" 8.37"	"Tery_1610"	"gene1619"	"CDS"	2465013	2465300	"+"	"CP000393.1"	"bacterial nucleoid protein Hbs"	"PFAM: histone-like DNA-binding protein~KEGG: ava:Ava_1767 histone-like DNA-binding protein"	"InterPro:IPR000119,NCBI_GP:ABG50889.1"
"Tery_2537"	1873.54452891081	1204.06554305105	2302.77559468499	1899.1769161093	0.934742441786088	0.351910436651596	2.65619414610177	0.00790281022551817	0.0800402637682035	1252	3002	3869	649	1733	1366	2067	"   343.36"	"   461.79"	"   708.92"	"   213.82"	"   314.76"	"   244.71"	"   582.66"	" 8.43"	" 8.85"	" 9.47"	" 7.75"	" 8.30"	" 7.94"	" 9.19"	"Tery_2537"	"gene2558"	"CDS"	3914905	3915333	"+"	"CP000393.1"	"RNA-binding protein (contains KH domain)-like"	"KEGG: ana:alr1954 hypothetical protein"	"NCBI_GP:ABG51739.1"
"Tery_1850"	287.976337725781	206.932450913426	316.310103506591	326.519575866922	0.619646809359832	0.23445991411729	2.64286887459086	0.00822068648885792	0.082476395593132	208	495	408	144	239	433	230	"    57.04"	"    76.15"	"    74.76"	"    47.44"	"    43.41"	"    77.57"	"    64.83"	" 5.86"	" 6.27"	" 6.24"	" 5.60"	" 5.47"	" 6.30"	" 6.04"	"Tery_1850"	"gene1861"	"CDS"	2834594	2835112	"+"	"CP000393.1"	"acetolactate synthase%2C small subunit"	"TIGRFAM: acetolactate synthase%2C small subunit~PFAM: amino acid-binding ACT~KEGG: tel:tll0880 acetolactate synthase small subunit"	"InterPro:IPR002912,InterPro:IPR004789,NCBI_GP:ABG51106.1"
"Tery_3012"	2689.45668963504	1832.57227472625	2944.01506100579	3164.50354748771	0.683299508258354	0.258864469430322	2.63960330192118	0.00830031225125118	0.0828226809418325	1698	4371	4352	1019	2581	4244	2199	"   465.68"	"   672.39"	"   797.43"	"   335.73"	"   468.78"	"   760.27"	"   619.87"	" 8.87"	" 9.40"	" 9.64"	" 8.40"	" 8.88"	" 9.57"	" 9.28"	"Tery_3012"	"gene3038"	"CDS"	4658353	4659036	"-"	"CP000393.1"	"LSU ribosomal protein L3P"	"PFAM: ribosomal protein L3~KEGG: tel:tlr0081 50S ribosomal protein L3"	"InterPro:IPR000597,NCBI_GP:ABG52167.1"
"Tery_4206"	364.946905339857	284.273451382452	410.303494882248	377.585474983678	0.532637609183022	0.201748217800751	2.64011060414453	0.00828789740204985	0.0828226809418325	327	580	496	198	328	458	293	"    89.68"	"    89.22"	"    90.88"	"    65.23"	"    59.57"	"    82.05"	"    82.59"	" 6.50"	" 6.50"	" 6.52"	" 6.05"	" 5.92"	" 6.38"	" 6.39"	"Tery_4206"	"gene4248"	"CDS"	6486600	6487574	"-"	"CP000393.1"	"glutathione synthase"	"KEGG: ana:all3859 glutathione synthetase~TIGRFAM: glutathione synthetase~PFAM: glutathione synthetase-like glutathione synthetase%2C ATP-binding  RimK-like ATP-grasp"	"InterPro:IPR004215,InterPro:IPR004218,InterPro:IPR006284,InterPro:IPR011761,InterPro:IPR013651,NCBI_GP:ABG53208.1"
"Tery_2987"	2218.8234575169	1545.1145983873	2311.85156171723	2752.99016034601	0.581483925763169	0.220553915363798	2.63647065527731	0.00837734456810362	0.083139484470477	1437	3502	3204	974	1968	3512	2027	"   394.10"	"   538.71"	"   587.08"	"   320.90"	"   357.44"	"   629.14"	"   571.38"	" 8.63"	" 9.08"	" 9.20"	" 8.33"	" 8.49"	" 9.30"	" 9.16"	"Tery_2987"	"gene3013"	"CDS"	4643190	4643540	"-"	"CP000393.1"	"LSU ribosomal protein L17P"	"PFAM: ribosomal protein L17~KEGG: syn:sll1819 50S ribosomal protein L17"	"InterPro:IPR000456,NCBI_GP:ABG52142.1"
"Tery_0660"	1379.56106338771	1061.1249557131	1558.10888294201	1430.17544173086	0.554065923864499	0.210727528035925	2.62930016324228	0.00855608025802886	0.0846844385646414	1058	2368	2019	667	1355	1559	1221	"   290.16"	"   364.27"	"   369.95"	"   219.75"	"   246.11"	"   279.28"	"   344.18"	" 8.19"	" 8.51"	" 8.54"	" 7.79"	" 7.95"	" 8.13"	" 8.43"	"Tery_0660"	"gene665"	"CDS"	1076583	1078646	"-"	"CP000393.1"	"proton-translocating NADH-quinone oxidoreductase%2C chain L"	"KEGG: syn:slr0844 NADH dehydrogenase I subunit 5%2C involved in photosystem-1 cyclic electron flow~TIGRFAM: proton-translocating NADH-quinone oxidoreductase%2C chain L~PFAM: NADH-Ubiquinone oxidoreductase (complex I)%2C chain 5/L-like NADH/Ubiquinone/plastoquinone (complex I)"	"InterPro:IPR001516,InterPro:IPR001750,InterPro:IPR003916,InterPro:IPR003945,NCBI_GP:ABG50099.1"
"Tery_0473"	1397.88240239134	995.320745845221	1547.78782345519	1575.58592734168	0.636924850404564	0.242773982060278	2.62353010400605	0.00870237541849116	0.0859008670341385	883	2478	2151	603	1312	1939	1205	"   242.16"	"   381.19"	"   394.13"	"   198.67"	"   238.30"	"   347.35"	"   339.67"	" 7.93"	" 8.58"	" 8.63"	" 7.64"	" 7.90"	" 8.44"	" 8.41"	"Tery_0473"	"gene477"	"CDS"	751967	752341	"+"	"CP000393.1"	"SSU ribosomal protein S12P"	"TIGRFAM: ribosomal protein S12~PFAM: ribosomal protein S12/S23~KEGG: syf:Synpcc7942_0887 ribosomal protein S12"	"InterPro:IPR005679,InterPro:IPR006032,NCBI_GP:ABG49929.1"
"Tery_2341"	2708.42250678309	2123.49124883082	2997.36629565716	2859.93808142424	0.497190351531451	0.189992374832979	2.61689634633247	0.00887332820577343	0.0871199496566846	2136	4620	3679	1350	2684	3343	2299	"   585.80"	"   710.69"	"   674.11"	"   444.78"	"   487.49"	"   598.87"	"   648.06"	" 9.20"	" 9.48"	" 9.40"	" 8.80"	" 8.93"	" 9.23"	" 9.34"	"Tery_2341"	"gene2361"	"CDS"	3616506	3617300	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: ddi:DDB0217562 hypothetical protein"	"NCBI_GP:ABG51561.1"
"Tery_3198"	95.6379834315284	61.484766841282	102.244435363332	119.88152212407	0.754065646962665	0.288847787855531	2.61059865668701	0.00903838975100075	0.0885039124417994	73	152	130	45	67	166	80	"    20.02"	"    23.38"	"    23.82"	"    14.83"	"    12.17"	"    29.74"	"    22.55"	" 4.39"	" 4.61"	" 4.63"	" 3.98"	" 3.72"	" 4.94"	" 4.56"	"Tery_3198"	"gene3226"	"CDS"	4890616	4891140	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_4549 hypothetical protein"	"NCBI_GP:ABG52321.1"
"Tery_4135"	4088.59678089491	3071.57981799233	5006.68052691272	3728.48812477078	0.704343491843764	0.270939464745412	2.59963417476151	0.00933231876086902	0.0908972798140876	4894	5361	6146	1911	3958	3336	3644	"  1342.18"	"   824.68"	"  1126.14"	"   629.61"	"   718.88"	"   597.61"	"  1027.19"	"10.39"	" 9.69"	"10.14"	" 9.30"	" 9.49"	" 9.23"	"10.01"	"Tery_4135"	"gene4175"	"CDS"	6379583	6380458	"+"	"CP000393.1"	"Fe-S cluster assembly protein NifU"	"TIGRFAM: Fe-S cluster assembly protein NifU~PFAM: nitrogen-fixing NifU-like nitrogen-fixing NifU-like-like BFD-like [2Fe-2S]-binding region~KEGG: ana:all1456 nitrogen fixation protein"	"InterPro:IPR001075,InterPro:IPR002871,InterPro:IPR007419,InterPro:IPR010238,NCBI_GP:ABG53143.1"
"Tery_3011"	1443.20683702787	990.897903366277	1550.40396656525	1734.7200763834	0.645021931906796	0.248342382552227	2.59730910720061	0.0093957329021109	0.0910320084869426	940	2148	2353	580	1343	2294	1226	"   257.80"	"   330.42"	"   431.15"	"   191.09"	"   243.93"	"   410.95"	"   345.59"	" 8.02"	" 8.37"	" 8.76"	" 7.59"	" 7.94"	" 8.69"	" 8.44"	"Tery_3011"	"gene3037"	"CDS"	4657692	4658330	"-"	"CP000393.1"	"LSU ribosomal protein L4P"	"PFAM: ribosomal protein L4/L1e~KEGG: syn:sll1800 50S ribosomal protein L4"	"InterPro:IPR002136,NCBI_GP:ABG52166.1"
"Tery_4410"	31447.6942653631	21419.4850906217	33559.311193468	38308.478047947	0.647849664480992	0.249359539966469	2.59805445810538	0.00937536238574899	0.0910320084869426	18235	53547	48152	14284	25865	50402	27237	"  5000.95"	"  8237.08"	"  8822.99"	"  4706.11"	"  4697.81"	"  9029.06"	"  7677.72"	"12.29"	"13.01"	"13.11"	"12.20"	"12.20"	"13.14"	"12.91"	"Tery_4410"	"gene4453"	"CDS"	6791736	6793166	"-"	"CP000393.1"	"ribulose-1%2C5-bisphosphate carboxylase/oxygenase large subunit"	"PFAM: ribulose bisphosphate carboxylase%2C large chain~KEGG: cyb:CYB_2579 ribulose bisphosphate carboxylase%2C large subunit"	"InterPro:IPR000685,NCBI_GP:ABG53398.1"
"Tery_2624"	566.813301180716	449.561103874073	637.403332195352	578.180451965404	0.503640672722306	0.1946172943589	2.58785158010431	0.00965765831320465	0.0930785336642716	480	968	756	292	557	715	440	"   131.64"	"   148.91"	"   138.52"	"    96.20"	"   101.17"	"   128.09"	"   124.03"	" 7.05"	" 7.23"	" 7.12"	" 6.60"	" 6.67"	" 7.01"	" 6.97"	"Tery_2624"	"gene2645"	"CDS"	4059509	4061926	"-"	"CP000393.1"	"peptidase C14%2C caspase catalytic subunit p20"	"PFAM: peptidase C14%2C caspase catalytic subunit p20~KEGG: ava:Ava_2381 peptidase C14%2C caspase catalytic subunit P20"	"InterPro:IPR011600,NCBI_GP:ABG51819.1"
"Tery_4656"	959.706616186604	676.437738623979	1102.29594813054	1029.09149583332	0.703725603917601	0.272186806654585	2.58545082536147	0.00972517442311756	0.0934838756065122	613	1908	1435	387	933	1050	924	"   168.12"	"   293.51"	"   262.94"	"   127.50"	"   169.46"	"   188.10"	"   260.46"	" 7.40"	" 8.20"	" 8.04"	" 7.01"	" 7.41"	" 7.56"	" 8.03"	"Tery_4656"	"gene4700"	"CDS"	7160786	7161196	"+"	"CP000393.1"	"SH3%2C type 3"	"PFAM: SH3%2C type 3"	"InterPro:IPR013247,NCBI_GP:ABG53625.1"
"Tery_3167"	1752.34467628951	1390.32756606759	1980.23494855492	1772.52637811331	0.511216035696699	0.197852023452587	2.58383021197256	0.00977098825058381	0.0936790309559889	1483	3132	2256	958	1623	2372	1235	"   406.71"	"   481.79"	"   413.37"	"   315.63"	"   294.78"	"   424.92"	"   348.13"	" 8.67"	" 8.92"	" 8.69"	" 8.31"	" 8.21"	" 8.73"	" 8.45"	"Tery_3167"	"gene3194"	"CDS"	4835143	4836300	"-"	"CP000393.1"	"Serine--glyoxylate transaminase"	"PFAM: aminotransferase%2C class V~KEGG: tel:tll1465 small subunit of soluble hydrogenase"	"InterPro:IPR000192,NCBI_GP:ABG52295.1"
"Tery_4745"	99.3945593798258	77.8843235732404	126.506061781672	80.2375415836424	0.686084077625488	0.266080580629464	2.57848233795351	0.00992353726010691	0.0946473475821106	103	182	147	47	103	93	65	"    28.25"	"    28.00"	"    26.94"	"    15.48"	"    18.71"	"    16.66"	"    18.32"	" 4.87"	" 4.86"	" 4.80"	" 4.04"	" 4.30"	" 4.14"	" 4.27"	"Tery_4745"	"gene4789"	"CDS"	7277652	7278023	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: lpp:lpp2528 hypothetical protein"	"NCBI_GP:ABG53701.1"
"Tery_0724"	55.8261539437251	36.6270691065807	67.6368832778015	57.3091447797547	0.868237141172641	0.337486722648053	2.57265570141578	0.010092154942605	0.0953623307620204	65	78	80	24	45	75	41	"    17.83"	"    12.00"	"    14.66"	"     7.91"	"     8.17"	"    13.44"	"    11.56"	" 4.23"	" 3.70"	" 3.97"	" 3.15"	" 3.20"	" 3.85"	" 3.65"	"Tery_0724"	"gene729"	"CDS"	1172915	1173760	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: ava:Ava_4064 hypothetical protein"	"NCBI_GP:ABG50156.1"
"Tery_2675"	123.680363368192	82.6179083856686	133.409717641979	150.148786940036	0.686261316946755	0.266674561781285	2.5734037486095	0.0100703653192259	0.0953623307620204	91	209	167	50	109	194	109	"    24.96"	"    32.15"	"    30.60"	"    16.47"	"    19.80"	"    34.75"	"    30.73"	" 4.70"	" 5.05"	" 4.98"	" 4.13"	" 4.38"	" 5.16"	" 4.99"	"Tery_2675"	"gene2696"	"CDS"	4143820	4144854	"-"	"CP000393.1"	"sulfotransferase"	"PFAM: sulfotransferase~KEGG: fra:Francci3_1774 sulfotransferase domain protein"	"InterPro:IPR000863,InterPro:IPR001680,NCBI_GP:ABG51866.1"
"Tery_4425"	326.746843900999	259.70098610342	406.372936826315	274.353562310604	0.637242067024821	0.247560130154301	2.57409004684088	0.0100504112222623	0.0953623307620204	278	598	540	136	381	350	202	"    76.24"	"    91.99"	"    98.95"	"    44.81"	"    69.20"	"    62.70"	"    56.94"	" 6.27"	" 6.54"	" 6.64"	" 5.52"	" 6.13"	" 5.99"	" 5.86"	"Tery_4425"	"gene4468"	"CDS"	6820627	6821148	"-"	"CP000393.1"	"GCN5-related N-acetyltransferase"	"PFAM: GCN5-related N-acetyltransferase~KEGG: ana:alr4250 probable N-acetyltransferase"	"InterPro:IPR000182,InterPro:IPR000886,NCBI_GP:ABG53413.1"
"Tery_3159"	128.453110168191	86.1098838052524	141.044905032251	151.908644235038	0.701533257021929	0.273538587611785	2.56465920639163	0.0103277186995903	0.0967433241451416	115	193	172	53	112	222	94	"    31.54"	"    29.69"	"    31.52"	"    17.46"	"    20.34"	"    39.77"	"    26.50"	" 5.02"	" 4.94"	" 5.02"	" 4.21"	" 4.42"	" 5.35"	" 4.78"	"Tery_3159"	"gene3186"	"CDS"	4824904	4825479	"-"	"CP000393.1"	"hypothetical protein"	NA	"InterPro:IPR002453,NCBI_GP:ABG52287.1"
"Tery_4955"	692.102395393235	525.686004828068	747.52804750635	775.380307788731	0.510171926185307	0.199082373639466	2.56261725665988	0.0103886501522614	0.0970664716516639	586	1095	886	367	605	1038	540	"   160.71"	"   168.44"	"   162.34"	"   120.91"	"   109.88"	"   185.95"	"   152.22"	" 7.34"	" 7.40"	" 7.35"	" 6.93"	" 6.79"	" 7.55"	" 7.26"	"Tery_4955"	"gene4999"	"CDS"	7548844	7549995	"+"	"CP000393.1"	"DegT/DnrJ/EryC1/StrS aminotransferase"	"PFAM: DegT/DnrJ/EryC1/StrS aminotransferase~KEGG: syn:slr1140 3-amino-5-hydroxybenzoic acid synthase"	"InterPro:IPR000653,NCBI_GP:ABG53869.1"
"Tery_2901"	209.953244575511	160.838212181989	248.02760087605	201.956742518223	0.624221563922914	0.244354800800548	2.55457049289745	0.0106318899005804	0.099087055114039	237	296	287	114	182	254	151	"    65.00"	"    45.53"	"    52.59"	"    37.56"	"    33.06"	"    45.50"	"    42.56"	" 6.04"	" 5.54"	" 5.74"	" 5.27"	" 5.09"	" 5.54"	" 5.45"	"Tery_2901"	"gene2923"	"CDS"	4510029	4510775	"-"	"CP000393.1"	"Creatininase"	"PFAM: Creatininase~KEGG: ava:Ava_1235 creatininase"	"InterPro:IPR003785,NCBI_GP:ABG52069.1"
"Tery_1092"	300.279806933153	230.574593109534	352.285522954791	291.976446724316	0.609632190505805	0.239216475767993	2.54845402495213	0.0108201547808294	0.100332344331327	301	431	452	154	278	295	264	"    82.55"	"    66.30"	"    82.82"	"    50.74"	"    50.49"	"    52.85"	"    74.42"	" 6.38"	" 6.07"	" 6.39"	" 5.69"	" 5.69"	" 5.75"	" 6.24"	"Tery_1092"	"gene1098"	"CDS"	1712154	1715477	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: sma:SAV926 putative transcriptional activator SRCAP homolog"	"NCBI_GP:ABG50458.1"
"Tery_3849"	7118.23571360346	5276.08288384468	7576.16785718765	8273.49032798593	0.522160682584789	0.205062296485255	2.54635148213282	0.0108855521493925	0.100684502500175	4919	11625	10061	3449	6497	10573	6080	"  1349.04"	"  1788.26"	"  1843.50"	"  1136.33"	"  1180.04"	"  1894.06"	"  1713.86"	"10.40"	"10.81"	"10.85"	"10.15"	"10.21"	"10.89"	"10.74"	"Tery_3849"	"gene3886"	"CDS"	5946968	5948986	"-"	"CP000393.1"	"Carbonate dehydratase"	"PFAM: ribulose bisphosphate carboxylase%2C small chain  transferase hexapeptide repeat~KEGG: gvi:gll2093 carbon dioxide concentrating mechanism protein"	"InterPro:IPR000894,InterPro:IPR001451,NCBI_GP:ABG52891.1"
"Tery_0283"	1961.50220134942	1434.79047554529	2190.04366057299	2145.40173831819	0.611040475732602	0.240674450407845	2.538867232052	0.0111212018381675	0.101838037779928	1953	2521	2821	1089	1493	3054	1379	"   535.61"	"   387.80"	"   516.90"	"   358.79"	"   271.17"	"   547.10"	"   388.72"	" 9.07"	" 8.60"	" 9.02"	" 8.49"	" 8.09"	" 9.10"	" 8.61"	"Tery_0283"	"gene286"	"CDS"	436168	437337	"+"	"CP000393.1"	"transaldolase"	"KEGG: gvi:gll1597 transaldolase~TIGRFAM: transaldolase~PFAM: Transaldolase  Calcium-binding EF-hand"	"InterPro:IPR001585,InterPro:IPR002048,InterPro:IPR004730,NCBI_GP:ABG49764.1"
"Tery_0948"	7876.22818350592	4933.10965112892	7662.29629854355	11140.2445433265	0.635760028495658	0.250227334501687	2.54072973187257	0.0110621393429315	0.101838037779928	5254	12053	9509	3714	5188	16945	6473	"  1440.91"	"  1854.10"	"  1742.35"	"  1223.64"	"   942.29"	"  3035.54"	"  1824.65"	"10.49"	"10.86"	"10.77"	"10.26"	" 9.88"	"11.57"	"10.83"	"Tery_0948"	"gene954"	"CDS"	1494752	1495789	"+"	"CP000393.1"	"D-fructose 1%2C6-bisphosphatase / sedoheptulose 1%2C7-bisphosphatase"	"TIGRFAM: fructose-1%2C6-bisphosphatase%2C class II~PFAM: GlpX~KEGG: syn:slr2094 fructose-1%2C6-/sedoheptulose-1%2C7-bisphosphatase%2C GlpX protein"	"InterPro:IPR004464,NCBI_GP:ABG50339.1"
"Tery_2056"	167.125212747354	122.038394634985	183.473936332144	187.688945482536	0.596116851892426	0.23472692228306	2.53961857504169	0.0110973420682875	0.101838037779928	144	269	217	86	139	235	141	"    39.49"	"    41.38"	"    39.76"	"    28.33"	"    25.25"	"    42.10"	"    39.75"	" 5.34"	" 5.41"	" 5.35"	" 4.87"	" 4.71"	" 5.43"	" 5.35"	"Tery_2056"	"gene2072"	"CDS"	3207590	3209005	"+"	"CP000393.1"	"protein of unknown function DUF224%2C cysteine-rich region"	"PFAM: 4Fe-4S ferredoxin%2C iron-sulfur binding protein of unknown function DUF224%2C cysteine-rich region~KEGG: ava:Ava_4555 hypothetical protein"	"InterPro:IPR001450,InterPro:IPR004017,NCBI_GP:ABG51297.1"
"Tery_2938"	1068.83060216881	750.907160387516	1109.97229480008	1325.04150500321	0.562395763343706	0.221505215414749	2.53897300923894	0.0111178400069452	0.101838037779928	813	1405	1587	462	977	1783	917	"   222.97"	"   216.13"	"   290.79"	"   152.21"	"   177.45"	"   319.41"	"   258.49"	" 7.81"	" 7.76"	" 8.19"	" 7.26"	" 7.48"	" 8.32"	" 8.02"	"Tery_2938"	"gene2960"	"CDS"	4564109	4566127	"-"	"CP000393.1"	"DNA-directed RNA polymerase%2C gamma subunit"	"KEGG: ana:alr1595 RNA polymerase gamma subunit~TIGRFAM: DNA-directed RNA polymerase%2C gamma subunit~PFAM: RNA polymerase%2C alpha subunit  RNA polymerase Rpb1%2C domain 1~SMART: RNA polymerase I subunit A-like"	"InterPro:IPR000722,InterPro:IPR006592,InterPro:IPR007080,InterPro:IPR012755,NCBI_GP:ABG52102.1"
"Tery_0402"	297.612682697875	194.412957532634	303.28246335416	392.30773687869	0.64909584713697	0.255884770220087	2.53667245056703	0.0111911608569633	0.101970081058981	213	446	395	140	216	584	236	"    58.42"	"    68.61"	"    72.38"	"    46.13"	"    39.23"	"   104.62"	"    66.53"	" 5.89"	" 6.12"	" 6.20"	" 5.56"	" 5.33"	" 6.72"	" 6.08"	"Tery_0402"	"gene406"	"CDS"	628071	628838	"+"	"CP000393.1"	"methionine aminopeptidase%2C type I"	"TIGRFAM: methionine aminopeptidase%2C type I~PFAM: peptidase M24~KEGG: ava:Ava_0754 methionine aminopeptidase"	"InterPro:IPR000994,InterPro:IPR001714,InterPro:IPR002467,NCBI_GP:ABG49868.1"
