""	"baseMean"	"baseMean_LFe"	"baseMean_HFe"	"baseMean_MFe"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_4275"	138.728044291376	155.431850958746	115.561679346651	156.773785041094	-0.419099534951484	0.271737403228431	-1.54229609163953	0.123001658277183	0.445729512274908	106	149	131	125	149	207	111	"    29.07"	"    22.92"	"    24.00"	"    41.18"	"    27.06"	"    37.08"	"    31.29"	" 4.8620"	" 4.5192"	" 4.5858"	" 5.3643"	" 4.7588"	" 5.2130"	" 4.9681"	"Tery_4275"	"gene4317"	"CDS"	6591534	6594539	"-"	"CP000393.1"	"protein of unknown function DUF1156"	"PFAM: protein of unknown function DUF1156~KEGG: ttj:TTHA1016 hypothetical protein"	"InterPro:IPR009537,NCBI_GP:ABG53272.1"
"Tery_0661"	131.322424006954	159.337968164163	116.642785090239	125.326338224818	-0.450910431320208	0.292824088399143	-1.53986795890091	0.123592542384013	0.446245639758206	103	153	136	112	182	105	127	"    28.25"	"    23.54"	"    24.92"	"    36.90"	"    33.06"	"    18.81"	"    35.80"	" 4.8206"	" 4.5574"	" 4.6398"	" 5.2060"	" 5.0473"	" 4.2342"	" 5.1623"	"Tery_0661"	"gene666"	"CDS"	1079303	1082704	"+"	"CP000393.1"	"adenylate/guanylate cyclase"	"PFAM: adenylyl cyclase class-3/4/guanylyl cyclase response regulator receiveR ATP-binding region%2C ATPase-like histidine kinase%2C HAMP region histidine kinase A-like~KEGG: ava:Ava_2148 multi-sensor hybrid histidine kinase"	"InterPro:IPR001054,InterPro:IPR001789,InterPro:IPR003594,InterPro:IPR003660,InterPro:IPR003661,InterPro:IPR004358,InterPro:IPR005467,NCBI_GP:ABG50100.1"
"Tery_1501"	270.027723708076	229.307473838875	303.442768233438	260.625406789234	0.402268502463666	0.261181547007244	1.54018730294338	0.123514703965085	0.446245639758206	184	497	396	133	313	277	227	"    50.46"	"    76.45"	"    72.56"	"    43.82"	"    56.85"	"    49.62"	"    63.99"	" 5.6574"	" 6.2567"	" 6.1813"	" 5.4538"	" 5.8293"	" 5.6332"	" 6.0000"	"Tery_1501"	"gene1509"	"CDS"	2284654	2284980	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG50787.1"
"Tery_0621"	1076.11080691694	1297.41638039114	1035.15892016622	916.233063568816	-0.32677639099808	0.212448624396131	-1.53814312484685	0.124013623677972	0.446887169917087	823	1434	1279	806	1674	928	827	"   225.71"	"   220.59"	"   234.35"	"   265.55"	"   304.05"	"   166.24"	"   233.12"	" 7.8184"	" 7.7853"	" 7.8726"	" 8.0529"	" 8.2482"	" 7.3772"	" 7.8650"	"Tery_0621"	"gene626"	"CDS"	1009357	1010580	"+"	"CP000393.1"	"serine/threonine protein kinase with FHA domain"	"PFAM: Forkhead-associated protein kinase~SMART: Tyrosine protein kinase Serine/threonine protein kinase~KEGG: ava:Ava_0353 serine/threonine protein kinase with FHA domain modulation"	"InterPro:IPR000253,InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR002290,InterPro:IPR008271,NCBI_GP:ABG50063.1"
"Tery_1150"	564.084748048023	654.39869592161	532.120531052476	521.717125667758	-0.30173698953922	0.19611714839597	-1.53855484850309	0.123913008588453	0.446887169917087	459	700	635	415	829	631	406	"   125.88"	"   107.68"	"   116.35"	"   136.73"	"   150.57"	"   113.04"	"   114.45"	" 6.9760"	" 6.7507"	" 6.8625"	" 7.0953"	" 7.2344"	" 6.8208"	" 6.8386"	"Tery_1150"	"gene1156"	"CDS"	1808387	1809424	"+"	"CP000393.1"	"rod shape-determining protein MreB"	"TIGRFAM: cell shape determining protein%2C MreB/Mrl family~PFAM: cell shape determining protein MreB/Mrl~KEGG: ana:all0087 rod shape-determining protein"	"InterPro:IPR001023,InterPro:IPR004753,InterPro:IPR013126,NCBI_GP:ABG50512.1"
"Tery_2196"	650.66967625048	523.642709694245	662.404298175309	760.094709919473	0.341896051322819	0.222408371792982	1.53724452261652	0.124233441258755	0.447240388531518	433	993	895	356	620	1026	524	"   118.75"	"   152.75"	"   163.99"	"   117.29"	"   112.61"	"   183.80"	"   147.71"	" 6.8919"	" 7.2551"	" 7.3576"	" 6.8741"	" 6.8153"	" 7.5221"	" 7.2067"	"Tery_2196"	"gene2215"	"CDS"	3422919	3424724	"-"	"CP000393.1"	"peptidase S8 and S53%2C subtilisin%2C kexin%2C sedolisin"	"PFAM: peptidase S8 and S53%2C subtilisin%2C kexin%2C sedolisin~KEGG: ana:alr3543 protease"	"InterPro:IPR000209,InterPro:IPR000864,NCBI_GP:ABG51425.1"
"Tery_0206"	533.153933188611	578.997591134058	466.303880523868	587.585354240276	-0.314462493452152	0.204815014226817	-1.5353488348462	0.124698164523867	0.448402587295914	385	660	543	368	732	798	402	"   105.59"	"   101.53"	"    99.50"	"   121.24"	"   132.95"	"   142.95"	"   113.32"	" 6.7224"	" 6.6659"	" 6.6367"	" 6.9219"	" 7.0549"	" 7.1595"	" 6.8244"	"Tery_0206"	"gene207"	"CDS"	311780	312592	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_2889 hypothetical protein"	"NCBI_GP:ABG49695.1"
"Tery_R0034"	217.088527031849	284.118488198037	209.184457462764	161.91467021929	-0.449135971159925	0.292609663169658	-1.53493212184011	0.124800502237588	0.448402587295914	207	205	269	184	353	150	155	"    56.77"	"    31.53"	"    49.29"	"    60.62"	"    64.11"	"    26.87"	"    43.69"	" 5.8273"	" 4.9793"	" 5.6235"	" 5.9220"	" 6.0028"	" 4.7485"	" 5.4496"	"Tery_R0034"	"gene3551"	"transcript"	5424986	5425170	"-"	"CP000393.1"	NA	"ydaO/yuaA element as predicted by Rfam (RF00379)%2C score 60.10"	NA
"Tery_1208"	42.1030232550531	54.8370682134128	37.2021550758082	36.7202805655609	-0.532270993600342	0.347908694430852	-1.52991575698069	0.12603758257397	0.451851930998421	25	62	44	40	60	39	32	"     6.86"	"     9.54"	"     8.06"	"    13.18"	"    10.90"	"     6.99"	"     9.02"	" 2.7795"	" 3.2551"	" 3.0130"	" 3.7212"	" 3.4473"	" 2.8066"	" 3.1748"	"Tery_1208"	"gene1214"	"CDS"	1881938	1882150	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: syn:sll0810 hypothetical protein"	"NCBI_GP:ABG50564.1"
"Tery_1968"	87.5074571602721	114.821591036869	84.4763876276915	64.7399275825466	-0.430989416466278	0.281867962571283	-1.52904719122622	0.126252745426029	0.451851930998421	60	110	121	83	127	71	55	"    16.46"	"    16.92"	"    22.17"	"    27.35"	"    23.07"	"    12.72"	"    15.50"	" 4.0413"	" 4.0816"	" 4.4713"	" 4.7738"	" 4.5284"	" 3.6700"	" 3.9555"	"Tery_1968"	"gene1980"	"CDS"	3052338	3052799	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_3385 hypothetical protein"	"NCBI_GP:ABG51220.1"
"Tery_2469"	274.875024017379	315.416541679473	247.111211594718	275.979224989277	-0.349717478223729	0.228645203793725	-1.5295202891692	0.126135513210549	0.451851930998421	224	352	256	234	338	335	214	"    61.43"	"    54.15"	"    46.91"	"    77.10"	"    61.39"	"    60.01"	"    60.32"	" 5.9412"	" 5.7591"	" 5.5521"	" 6.2688"	" 5.9402"	" 5.9074"	" 5.9149"	"Tery_2469"	"gene2491"	"CDS"	3797171	3798571	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: ava:Ava_3505 hypothetical protein"	"NCBI_GP:ABG51679.1"
"Tery_3228"	40.8661618954074	49.7153954694026	32.7673430139768	44.1651566435579	-0.56247150525504	0.367580706266674	-1.5301986629488	0.125967562239436	0.451851930998421	26	52	35	42	44	54	34	"     7.13"	"     8.00"	"     6.41"	"    13.84"	"     7.99"	"     9.67"	"     9.58"	" 2.8360"	" 3.0016"	" 2.6833"	" 3.7916"	" 3.0003"	" 3.2755"	" 3.2621"	"Tery_3228"	"gene3256"	"CDS"	4941201	4942649	"+"	"CP000393.1"	"putative lipid-A-disaccharide synthase"	"KEGG: ana:alr4005 putative lipid-A-disaccharide synthase"	"InterPro:IPR001547,NCBI_GP:ABG52345.1"
"Tery_4197"	434.66776071165	498.500595468529	404.206089452798	416.52743284305	-0.305395569234495	0.199874961969081	-1.52793309490029	0.12652915024956	0.452400233414201	351	528	482	328	610	504	324	"    96.26"	"    81.22"	"    88.32"	"   108.07"	"   110.79"	"    90.29"	"    91.33"	" 6.5890"	" 6.3440"	" 6.4648"	" 6.7559"	" 6.7919"	" 6.4966"	" 6.5132"	"Tery_4197"	"gene4239"	"CDS"	6477506	6478018	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_1013 hypothetical protein"	"InterPro:IPR000719,NCBI_GP:ABG53201.1"
"Tery_4246"	185.353834477566	231.997219541044	182.974215021382	142.279878598364	-0.342580711639052	0.224300493321256	-1.52732928299176	0.126679151387842	0.452495957097428	151	258	214	157	276	159	119	"    41.41"	"    39.69"	"    39.21"	"    51.73"	"    50.13"	"    28.48"	"    33.54"	" 5.3723"	" 5.3110"	" 5.2936"	" 5.6931"	" 5.6479"	" 4.8326"	" 5.0684"	"Tery_4246"	"gene4288"	"CDS"	6553976	6555010	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53246.1"
"Tery_4909"	137.157910978279	119.632793435613	156.45424781989	125.738523258528	0.38795984522888	0.254151490954578	1.52649053433338	0.126887746026467	0.452800586403485	140	187	195	85	135	155	96	"    38.40"	"    28.77"	"    35.73"	"    28.00"	"    24.52"	"    27.77"	"    27.06"	" 5.2632"	" 4.8468"	" 5.1595"	" 4.8081"	" 4.6165"	" 4.7958"	" 4.7587"	"Tery_4909"	"gene4953"	"CDS"	7494227	7495207	"+"	"CP000393.1"	"methyltransferase%2C putative"	"PFAM: methyltransferase%2C putative Methyltransferase type 11~KEGG: dps:DP3091 hypothetical protein"	"InterPro:IPR001601,InterPro:IPR010017,InterPro:IPR013216,NCBI_GP:ABG53832.1"
"Tery_0770"	407.537112564917	337.118516205889	425.787214889923	450.580555436437	0.343452188611251	0.225100640875997	1.52577170493465	0.127066729707206	0.452999059694039	333	614	514	253	356	625	300	"    91.33"	"    94.45"	"    94.18"	"    83.36"	"    64.66"	"   111.96"	"    84.57"	" 6.5131"	" 6.5616"	" 6.5575"	" 6.3814"	" 6.0150"	" 6.8070"	" 6.4022"	"Tery_0770"	"gene776"	"CDS"	1232220	1233944	"+"	"CP000393.1"	"flavin reductase-like%2C FMN-binding"	"PFAM: beta-lactamase-like flavin reductase-like%2C FMN-binding  flavodoxin/nitric oxide synthase~KEGG: ana:all3891 probable flavoprotein"	"InterPro:IPR001226,InterPro:IPR001279,InterPro:IPR002563,InterPro:IPR008254,NCBI_GP:ABG50196.1"
"Tery_1547"	420.047987227507	503.570160504038	374.219932905851	405.26789543346	-0.42662243233031	0.2797769261467	-1.52486639340162	0.127292425650918	0.453112450325573	299	654	346	348	586	633	225	"    82.00"	"   100.60"	"    63.40"	"   114.65"	"   106.43"	"   113.40"	"    63.42"	" 6.3577"	" 6.6527"	" 5.9866"	" 6.8413"	" 6.7340"	" 6.8254"	" 5.9872"	"Tery_1547"	"gene1555"	"CDS"	2359259	2359612	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG50827.1"
"Tery_3031"	870.89307091905	1048.7853914181	826.849785292585	759.065678859698	-0.343994688534018	0.22562142336424	-1.52465436750072	0.127345329176468	0.453112450325573	785	1106	864	730	1211	788	673	"   215.29"	"   170.13"	"   158.31"	"   240.51"	"   219.95"	"   141.16"	"   189.71"	" 7.7502"	" 7.4106"	" 7.3067"	" 7.9100"	" 7.7811"	" 7.1413"	" 7.5677"	"Tery_3031"	"gene3057"	"CDS"	4679856	4681199	"+"	"CP000393.1"	"TRAP dicarboxylate transporter%2C DctM subunit"	"TIGRFAM: TRAP dicarboxylate transporter%2C DctM subunit~PFAM: TRAP C4-dicarboxylate transport system permease DctM subunit~KEGG: ava:Ava_0884 TRAP dicarboxylate transporter%2C DctM subunit"	"InterPro:IPR004681,InterPro:IPR010656,NCBI_GP:ABG52182.1"
"Tery_4127"	1253.36677081295	1026.25567729645	1294.46826798455	1418.82561857203	0.335893545447477	0.220530241349254	1.52311784267049	0.127729225639414	0.45403844777147	964	1717	1761	711	1191	2026	908	"   264.38"	"   264.12"	"   322.67"	"   234.25"	"   216.32"	"   362.94"	"   255.95"	" 8.0465"	" 8.0451"	" 8.3340"	" 7.8720"	" 7.7571"	" 8.5036"	" 7.9998"	"Tery_4127"	"gene4167"	"CDS"	6366665	6368674	"-"	"CP000393.1"	"ATP-binding region%2C ATPase-like"	"PFAM: heat shock protein Hsp90 ATP-binding region%2C ATPase-like~KEGG: ava:Ava_0141 heat shock protein 90"	"InterPro:IPR001404,InterPro:IPR003594,NCBI_GP:ABG53135.1"
"Tery_0017"	1070.60565270939	1384.32767794915	1091.46209122465	725.598969696725	-0.344786007502138	0.226532511177033	-1.52201556284648	0.128005181220088	0.454140121198227	1017	1250	1346	886	1739	768	634	"   278.91"	"   192.29"	"   246.63"	"   291.91"	"   315.85"	"   137.58"	"   178.72"	" 8.1237"	" 7.5872"	" 7.9463"	" 8.1894"	" 8.3031"	" 7.1042"	" 7.4816"	"Tery_0017"	"gene16"	"CDS"	24984	25247	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG49541.1"
"Tery_4017"	499.015223047592	396.767058806264	516.566904744353	574.935864743779	0.382806468010401	0.25145324004613	1.52237635888157	0.127914804999901	0.454140121198227	403	745	625	279	453	892	323	"   110.52"	"   114.60"	"   114.52"	"    91.92"	"    82.28"	"   159.79"	"    91.05"	" 6.7883"	" 6.8406"	" 6.8396"	" 6.5225"	" 6.3626"	" 7.3202"	" 6.5087"	"Tery_4017"	"gene4056"	"CDS"	6211260	6211958	"-"	"CP000393.1"	"glutathione S-transferase-like"	"PFAM: glutathione S-transferase-like~KEGG: rpc:RPC_4134 glutathione S-transferase-like"	"InterPro:IPR004045,InterPro:IPR004046,NCBI_GP:ABG53035.1"
"Tery_1311"	402.768785656225	478.609607293423	382.432434826827	357.432490263123	-0.326495769594869	0.214602286334295	-1.52139930646532	0.128159662819247	0.45424930682652	309	600	406	291	629	412	291	"    84.74"	"    92.30"	"    74.39"	"    95.88"	"   114.24"	"    73.81"	"    82.03"	" 6.4052"	" 6.5284"	" 6.2173"	" 6.5832"	" 6.8361"	" 6.2059"	" 6.3582"	"Tery_1311"	"gene1318"	"CDS"	2001473	2001790	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG50636.1"
"Tery_4105"	10380.4378227531	8398.44304147209	10625.4895374267	11994.8550320236	0.339286781265609	0.223203304555691	1.52007956128156	0.128490980767838	0.454984456489393	7023	15148	14898	5143	10971	16580	8023	"  1926.06"	"  2330.20"	"  2729.79"	"  1694.45"	"  1992.64"	"  2970.16"	"  2261.57"	"10.9114"	"11.1862"	"11.4146"	"10.7266"	"10.9605"	"11.5363"	"11.1431"	"Tery_4105"	"gene4145"	"CDS"	6332733	6333494	"+"	"CP000393.1"	"Phycobilisome linker polypeptide"	"PFAM: Phycobilisome linker polypeptide CpcD phycobilisome linker-like~KEGG: gvi:glr1265 phycoerythrin-associated linker protein"	"InterPro:IPR001297,InterPro:IPR008213,NCBI_GP:ABG53113.1"
"Tery_2853"	167.302884623616	211.613928017352	153.314937704988	143.973761607822	-0.468016239797651	0.308017359666107	-1.51944760615111	0.128649866676563	0.455108198878939	171	153	166	169	205	190	102	"    46.90"	"    23.54"	"    30.42"	"    55.68"	"    37.23"	"    34.04"	"    28.75"	" 5.5517"	" 4.5574"	" 4.9273"	" 5.7993"	" 5.2189"	" 5.0894"	" 4.8461"	"Tery_2853"	"gene2875"	"CDS"	4435624	4445142	"-"	"CP000393.1"	"TPR repeat"	"PFAM: TPR repeat Sel1-like repeat Tetratricopeptide TPR_3  Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: mba:Mbar_A2604 TPR repeat"	"InterPro:IPR001440,InterPro:IPR006597,InterPro:IPR011716,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG52027.1"
"Tery_1475"	134.659022912725	117.744733474423	153.45129955099	123.384897393629	0.3781934604212	0.249212701721443	1.51755290885584	0.129127145899554	0.456356958366856	109	234	191	72	154	154	93	"    29.89"	"    36.00"	"    35.00"	"    23.72"	"    27.97"	"    27.59"	"    26.22"	" 4.9022"	" 5.1702"	" 5.1296"	" 4.5687"	" 4.8064"	" 4.7865"	" 4.7129"	"Tery_1475"	"gene1483"	"CDS"	2238830	2239441	"+"	"CP000393.1"	"cupin region"	"KEGG: ava:Ava_0450 cupin region"	"NCBI_GP:ABG50764.1"
"Tery_2742"	480.534383071514	556.855420967559	453.777175186226	444.349157003403	-0.293791371502783	0.193717025825897	-1.51660067178002	0.12936753569071	0.456766914477198	352	683	528	376	664	545	341	"    96.54"	"   105.07"	"    96.75"	"   123.88"	"   120.60"	"    97.63"	"    96.12"	" 6.5931"	" 6.7153"	" 6.5963"	" 6.9529"	" 6.9142"	" 6.6094"	" 6.5870"	"Tery_2742"	"gene2765"	"CDS"	4248054	4249226	"+"	"CP000393.1"	"Tetratricopeptide TPR_2"	"PFAM: TPR repeat Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: syn:sll1628 hypothetical protein"	"InterPro:IPR001440,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG51926.1"
"Tery_2093"	183.312901433772	225.712098966942	170.405427857232	160.274914265412	-0.4136261759856	0.272989734414445	-1.51517117254543	0.129729061404427	0.457603375098035	135	234	213	126	317	146	155	"    37.02"	"    36.00"	"    39.03"	"    41.51"	"    57.58"	"    26.15"	"    43.69"	" 5.2108"	" 5.1702"	" 5.2868"	" 5.3758"	" 5.8476"	" 4.7095"	" 5.4496"	"Tery_2093"	"gene2109"	"CDS"	3267818	3268873	"+"	"CP000393.1"	"pentapeptide repeat"	"PFAM: pentapeptide repeat~KEGG: tel:tll0709 hypothetical protein"	"InterPro:IPR001646,NCBI_GP:ABG51332.1"
"Tery_1888"	219.659847443179	198.758726401698	279.92823434978	150.15838812476	0.489060570145968	0.322989115944432	1.51417043486415	0.12998261813009	0.458006071275962	299	316	292	132	241	115	159	"    82.00"	"    48.61"	"    53.50"	"    43.49"	"    43.77"	"    20.60"	"    44.82"	" 6.3577"	" 5.6035"	" 5.7418"	" 5.4429"	" 5.4523"	" 4.3654"	" 5.4864"	"Tery_1888"	"gene1899"	"CDS"	2886804	2887118	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG51144.1"
"Tery_R0013"	238.516405033202	279.590614337434	135.468381071643	352.014231671307	-1.04473343906811	0.690168624230997	-1.51373650205003	0.130092683099354	0.458006071275962	133	142	168	253	217	187	425	"    36.48"	"    21.84"	"    30.78"	"    83.36"	"    39.41"	"    33.50"	"   119.80"	" 5.1892"	" 4.4498"	" 4.9445"	" 6.3814"	" 5.3010"	" 5.0665"	" 6.9046"	"Tery_R0013"	"gene1919"	"tRNA"	2955814	2955895	"+"	"CP000393.1"	"tRNA-Leu"	NA	NA
"Tery_2111"	121.189222335224	92.0848060223066	121.15384156954	150.346709796668	0.420522806112807	0.277986101053488	1.51274759608177	0.130343784589318	0.4580118440306	83	165	172	72	92	185	115	"    22.76"	"    25.38"	"    31.52"	"    23.72"	"    16.71"	"    33.14"	"    32.42"	" 4.5092"	" 4.6663"	" 4.9785"	" 4.5687"	" 4.0635"	" 5.0510"	" 5.0191"	"Tery_2111"	"gene2129"	"CDS"	3296981	3298258	"-"	"CP000393.1"	"glycosyltransferase%2C MGT family"	"TIGRFAM: glycosyltransferase%2C MGT family~PFAM: UDP-glucuronosyl/UDP-glucosyltransferase glycosyltransferase 28-like~KEGG: syn:slr1125 zeaxanthin glucosyl transferase%2C hypothetical protein"	"InterPro:IPR002213,InterPro:IPR006326,InterPro:IPR007235,NCBI_GP:ABG51347.1"
"Tery_3878"	851.928969933505	965.648581853157	745.356758881549	898.067674591785	-0.372065507073633	0.245943822860235	-1.51280687901265	0.130328720969044	0.4580118440306	687	961	840	772	934	1263	587	"   188.41"	"   147.83"	"   153.91"	"   254.35"	"   169.64"	"   226.25"	"   165.47"	" 7.5578"	" 7.2079"	" 7.2661"	" 7.9907"	" 7.4064"	" 7.8219"	" 7.3705"	"Tery_3878"	"gene3916"	"CDS"	5999123	6001252	"-"	"CP000393.1"	"lipase"	"PFAM: lipase  Hemolysin-type calcium-binding region~KEGG: ana:alr0791 outer membrane secretion protein"	"InterPro:IPR000379,InterPro:IPR000734,InterPro:IPR001343,InterPro:IPR008262,NCBI_GP:ABG52916.1"
"Tery_2999"	635.076777453005	485.930354320326	635.741896729813	783.225521670474	0.384570338480395	0.254319062285611	1.51215695364788	0.130493938905483	0.458101093366095	423	960	842	266	692	1133	492	"   116.01"	"   147.68"	"   154.28"	"    87.64"	"   125.69"	"   202.97"	"   138.69"	" 6.8582"	" 7.2064"	" 7.2695"	" 6.4537"	" 6.9738"	" 7.6652"	" 7.1158"	"Tery_2999"	"gene3025"	"CDS"	4651572	4651973	"-"	"CP000393.1"	"SSU ribosomal protein S8P"	"PFAM: ribosomal protein S8~KEGG: ana:all4202 30S ribosomal protein S8"	"InterPro:IPR000630,NCBI_GP:ABG52154.1"
"Tery_4302"	3827.44333227026	4538.06377863253	3228.31560553968	4015.51447600385	-0.491492353877218	0.325200543917331	-1.51135157388347	0.130698900399677	0.458382389940415	2398	4136	4524	2613	6229	2658	4516	"   657.65"	"   636.24"	"   828.94"	"   860.90"	"  1131.36"	"   476.16"	"  1273.00"	" 9.3612"	" 9.3134"	" 9.6951"	" 9.7497"	"10.1439"	" 8.8953"	"10.3140"	"Tery_4302"	"gene4344"	"CDS"	6625846	6625968	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: syn:sml0013 hypothetical protein"	"NCBI_GP:ABG53297.1"
"Tery_0497"	67.7329989399118	88.0239976206934	63.9491057097686	53.117840104345	-0.467682792015936	0.310323926284431	-1.50707938513022	0.131790310163364	0.461769102022778	54	102	63	55	113	79	32	"    14.81"	"    15.69"	"    11.54"	"    18.12"	"    20.52"	"    14.15"	"     9.02"	" 3.8894"	" 3.9727"	" 3.5303"	" 4.1804"	" 4.3599"	" 3.8240"	" 3.1748"	"Tery_0497"	"gene501"	"CDS"	797861	798013	"+"	"CP000393.1"	"SSU ribosomal protein S21P"	"PFAM: ribosomal protein S21~KEGG: ava:Ava_4447 ribosomal protein S21"	"InterPro:IPR001911,NCBI_GP:ABG49953.1"
"Tery_2706"	93.5682106714034	106.208214861493	80.6294154932011	100.336399248617	-0.412637484780529	0.27398611153984	-1.50605256033398	0.132053681453402	0.462250827737741	71	99	100	66	137	112	84	"    19.47"	"    15.23"	"    18.32"	"    21.74"	"    24.88"	"    20.06"	"    23.68"	" 4.2841"	" 3.9297"	" 4.1964"	" 4.4433"	" 4.6377"	" 4.3272"	" 4.5661"	"Tery_2706"	"gene2727"	"CDS"	4186226	4186903	"+"	"CP000393.1"	"pentapeptide repeat"	"PFAM: pentapeptide repeat~KEGG: mac:MA2354 hypothetical protein"	"InterPro:IPR001646,NCBI_GP:ABG51895.1"
"Tery_1421"	335.762846324412	411.924462168942	313.447456565242	293.074315118636	-0.394658065029363	0.262487445435286	-1.50353120460637	0.132702116409997	0.463636699769275	306	342	380	313	428	304	260	"    83.92"	"    52.61"	"    69.63"	"   103.12"	"    77.74"	"    54.46"	"    73.29"	" 6.3911"	" 5.7175"	" 6.1218"	" 6.6884"	" 6.2807"	" 5.7674"	" 6.1957"	"Tery_1421"	"gene1428"	"CDS"	2151480	2154209	"-"	"CP000393.1"	"Polynucleotide adenylyltransferase region"	"PFAM: CBS domain containing protein phosphoesterase%2C RecJ-like Polynucleotide adenylyltransferase region~KEGG: ana:all3989 polyA polymerase"	"InterPro:IPR000644,InterPro:IPR001667,InterPro:IPR002646,NCBI_GP:ABG50717.1"
"Tery_3161"	564.502348315803	510.373366292758	638.802608942094	507.180939399414	0.323565119052739	0.215141887994513	1.5039615114886	0.132591277184082	0.463636699769275	490	860	837	335	626	526	450	"   134.38"	"   132.29"	"   153.37"	"   110.37"	"   113.70"	"    94.23"	"   126.85"	" 7.0703"	" 7.0477"	" 7.2609"	" 6.7864"	" 6.8292"	" 6.5582"	" 6.9871"	"Tery_3161"	"gene3188"	"CDS"	4827852	4828892	"-"	"CP000393.1"	"4-hydroxythreonine-4-phosphate dehydrogenase"	"KEGG: ava:Ava_1918 4-hydroxythreonine-4-phosphate dehydrogenase~TIGRFAM: 4-hydroxythreonine-4-phosphate dehydrogenase~PFAM: Pyridoxal phosphate biosynthetic protein PdxA"	"InterPro:IPR005255,NCBI_GP:ABG52289.1"
"Tery_0203"	932.76083046208	843.276654889055	1044.01022878255	855.370908554404	0.305831791356723	0.203682303213104	1.50151381112744	0.133222717203875	0.465013134574744	878	1342	1306	525	1086	936	728	"   240.79"	"   206.44"	"   239.30"	"   172.97"	"   197.25"	"   167.68"	"   205.21"	" 7.9117"	" 7.6896"	" 7.9027"	" 7.4345"	" 7.6239"	" 7.3896"	" 7.6810"	"Tery_0203"	"gene204"	"CDS"	307162	308481	"+"	"CP000393.1"	"PAS/PAC sensor signal transduction histidine kinase"	"PFAM: ATP-binding region%2C ATPase-like histidine kinase A-like~SMART: PAS~KEGG: ana:all0707 two-component sensor histidine kinase"	"InterPro:IPR000014,InterPro:IPR003594,InterPro:IPR003661,InterPro:IPR004358,InterPro:IPR005467,NCBI_GP:ABG49692.1"
"Tery_0066"	34.6839669064945	47.0772134992994	32.5217320616218	25.5340725809985	-0.554517170873859	0.369854871199806	-1.49928313523359	0.133800195597206	0.465826515660271	29	48	33	28	63	37	16	"     7.95"	"     7.38"	"     6.05"	"     9.23"	"    11.44"	"     6.63"	"     4.51"	" 2.9934"	" 2.8863"	" 2.5985"	" 3.2071"	" 3.5176"	" 2.7308"	" 2.1764"	"Tery_0066"	"gene65"	"CDS"	92879	93088	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG49576.1"
