""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_2215"	399.251551654314	-0.459986313287012	0.230024917745057	-1.99972384642618	0.0455300917289967	0.239689140367295	317	484	450	348	548	462	253	"    86.94"	"    74.45"	"    82.45"	"   114.65"	"    99.53"	"    82.76"	"    71.32"	" 6.4421"	" 6.2185"	" 6.3657"	" 6.8413"	" 6.6372"	" 6.3711"	" 6.1564"	"Tery_2215"	"gene2234"	"CDS"	3451853	3452887	"+"	"CP000393.1"	"oxidoreductase-like"	"PFAM: Semialdehyde dehydrogenase%2C NAD - binding oxidoreductase-like~KEGG: ana:all4106 probable oxidoreductase"	"InterPro:IPR000534,InterPro:IPR000683,NCBI_GP:ABG51444.1"
"Tery_0178"	357.111389465909	-0.448400937699785	0.224529712759877	-1.99706725754968	0.0458178772080305	0.239905531285248	262	404	357	317	534	395	269	"    71.85"	"    62.15"	"    65.41"	"   104.44"	"    96.99"	"    70.76"	"    75.83"	" 6.1672"	" 5.9578"	" 6.0317"	" 6.7067"	" 6.5999"	" 6.1451"	" 6.2448"	"Tery_0178"	"gene177"	"CDS"	264281	265960	"+"	"CP000393.1"	"GUN4-like"	"PFAM: peptidase S1 and S6%2C chymotrypsin/Hap GUN4-like~KEGG: ana:alr4949 serine/threonine kinase"	"InterPro:IPR001254,InterPro:IPR008256,InterPro:IPR008629,NCBI_GP:ABG49670.1"
"Tery_1832"	183.255871474081	-0.538114341079219	0.269457542344003	-1.99702831250585	0.0458221074544196	0.239905531285248	162	240	175	144	287	208	109	"    44.43"	"    36.92"	"    32.07"	"    47.44"	"    52.13"	"    37.26"	"    30.73"	" 5.4737"	" 5.2067"	" 5.0034"	" 5.5684"	" 5.7042"	" 5.2200"	" 4.9418"	"Tery_1832"	"gene1843"	"CDS"	2798463	2799458	"+"	"CP000393.1"	"Alcohol dehydrogenase%2C zinc-binding"	"PFAM: Alcohol dehydrogenase%2C zinc-binding Alcohol dehydrogenase GroES-like~KEGG: cyb:CYB_2656 oxidoreductase%2C zinc-binding dehydrogenase family"	"InterPro:IPR013149,InterPro:IPR013154,NCBI_GP:ABG51088.1"
"Tery_2221"	609.626771142041	-0.417152913367944	0.208875522422069	-1.99713642139941	0.0458103653781691	0.239905531285248	499	838	694	453	888	656	403	"   136.85"	"   128.91"	"   127.16"	"   149.25"	"   161.29"	"   117.52"	"   113.60"	" 7.0966"	" 7.0103"	" 6.9906"	" 7.2217"	" 7.3336"	" 6.8768"	" 6.8279"	"Tery_2221"	"gene2240"	"CDS"	3462429	3463268	"-"	"CP000393.1"	"thiazole biosynthesis"	"PFAM: thiazole biosynthesis~KEGG: ana:all3519 thiamin biosynthesis protein"	"InterPro:IPR003009,InterPro:IPR008867,NCBI_GP:ABG51450.1"
"Tery_0420"	583.756266065586	0.503756722858037	0.252426198059164	1.99565943127649	0.0459710057536399	0.240134690216151	445	652	744	319	644	743	640	"   122.04"	"   100.30"	"   136.32"	"   105.10"	"   116.97"	"   133.10"	"   180.41"	" 6.9313"	" 6.6483"	" 7.0910"	" 6.7158"	" 6.8701"	" 7.0565"	" 7.4952"	"Tery_0420"	"gene424"	"CDS"	663633	663986	"+"	"CP000393.1"	"Glyoxalase/bleomycin resistance protein/dioxygenase"	"PFAM: Glyoxalase/bleomycin resistance protein/dioxygenase~KEGG: gvi:glr3633 hypothetical protein"	"InterPro:IPR004360,InterPro:IPR004361,NCBI_GP:ABG49882.1"
"Tery_2261"	195.834430706308	0.487261500464513	0.244297109032527	1.99454468533902	0.0460925616840315	0.240134690216151	155	292	248	105	194	268	175	"    42.51"	"    44.92"	"    45.44"	"    34.59"	"    35.24"	"    48.01"	"    49.33"	" 5.4100"	" 5.4895"	" 5.5063"	" 5.1129"	" 5.1394"	" 5.5856"	" 5.6247"	"Tery_2261"	"gene2281"	"CDS"	3518190	3519542	"+"	"CP000393.1"	"DegT/DnrJ/EryC1/StrS aminotransferase"	"PFAM: DegT/DnrJ/EryC1/StrS aminotransferase~KEGG: yps:YPTB1001 putative CDP-4-keto-6-deoxy-D-glucose-3-dehydratase"	"InterPro:IPR000653,NCBI_GP:ABG51489.1"
"Tery_4486"	187.783412112023	-0.500297906087511	0.25077182954148	-1.99503232481205	0.0460393544462863	0.240134690216151	151	244	198	158	273	214	116	"    41.41"	"    37.53"	"    36.28"	"    52.06"	"    49.58"	"    38.34"	"    32.70"	" 5.3723"	" 5.2305"	" 5.1815"	" 5.7023"	" 5.6321"	" 5.2610"	" 5.0316"	"Tery_4486"	"gene4529"	"CDS"	6926028	6926552	"-"	"CP000393.1"	"transferase hexapeptide repeat"	"KEGG: ava:Ava_3681 transferase hexapeptide repeat"	"InterPro:IPR001451,NCBI_GP:ABG53472.1"
"Tery_1078"	590.515140453161	0.526323456143377	0.264673640867551	1.98857526732994	0.0467481035681574	0.242982856501003	350	813	770	334	624	1047	467	"    95.99"	"   125.06"	"   141.09"	"   110.04"	"   113.34"	"   187.56"	"   131.64"	" 6.5849"	" 6.9666"	" 7.1406"	" 6.7820"	" 6.8246"	" 7.5513"	" 7.0406"	"Tery_1078"	"gene1084"	"CDS"	1695936	1696739	"-"	"CP000393.1"	"Aspartyl/Asparaginyl beta-hydroxylase"	"PFAM: Aspartyl/Asparaginyl beta-hydroxylase~KEGG: gvi:glr1100 hypothetical protein"	"InterPro:IPR007803,NCBI_GP:ABG50447.1"
"Tery_3955"	519.693406087345	-0.471415150823218	0.237109300323555	-1.988176550561	0.0467921674570842	0.242982856501003	401	650	433	450	812	626	353	"   109.97"	"    99.99"	"    79.34"	"   148.26"	"   147.48"	"   112.14"	"    99.51"	" 6.7812"	" 6.6438"	" 6.3101"	" 7.2121"	" 7.2045"	" 6.8093"	" 6.6369"	"Tery_3955"	"gene3993"	"CDS"	6117291	6117749	"+"	"CP000393.1"	"cyclase/dehydrase"	"PFAM: cyclase/dehydrase~KEGG: syn:slr0941 hypothetical protein"	"InterPro:IPR005031,NCBI_GP:ABG52982.1"
"Tery_0217"	761.473116919937	-0.444370416205224	0.223767464537268	-1.98585802955825	0.047049090145091	0.243918447766883	594	857	801	645	1139	771	597	"   162.90"	"   131.83"	"   146.77"	"   212.51"	"   206.87"	"   138.12"	"   168.29"	" 7.3480"	" 7.0427"	" 7.1975"	" 7.7314"	" 7.6927"	" 7.1099"	" 7.3949"	"Tery_0217"	"gene218"	"CDS"	330834	331637	"+"	"CP000393.1"	"Creatininase"	"PFAM: Creatininase~KEGG: cyb:CYB_1420 creatininase"	"InterPro:IPR003785,NCBI_GP:ABG49706.1"
"Tery_4703"	1953.38382446336	0.451857830589665	0.227828737401193	1.98332236637018	0.0473314326250862	0.244982561697922	1627	2575	2593	1128	1865	2307	1957	"   446.20"	"   396.11"	"   475.12"	"   371.64"	"   338.74"	"   413.28"	"   551.65"	" 8.8016"	" 8.6298"	" 8.8922"	" 8.5378"	" 8.4041"	" 8.6910"	" 9.1076"	"Tery_4703"	"gene4747"	"CDS"	7226398	7227804	"-"	"CP000393.1"	"NAD(P) transhydrogenase%2C beta subunit"	"PFAM: NAD(P) transhydrogenase%2C beta subunit~KEGG: ana:all3408 nicotinamide nucleotide transhydrogenase%2C subunit beta"	"InterPro:IPR004003,NCBI_GP:ABG53666.1"
"Tery_0103"	532.800755555669	0.615691310358193	0.310577551399451	1.98240763887767	0.0474336353294376	0.24511234646659	429	635	516	380	420	1081	395	"   117.65"	"    97.68"	"    94.55"	"   125.20"	"    76.28"	"   193.65"	"   111.34"	" 6.8785"	" 6.6102"	" 6.5631"	" 6.9682"	" 6.2535"	" 7.5974"	" 6.7990"	"Tery_0103"	"gene102"	"CDS"	140161	140898	"-"	"CP000393.1"	"Pirin-like"	"PFAM: Pirin-like~KEGG: gvi:glr1823 hypothetical protein"	"InterPro:IPR003829,InterPro:IPR007113,NCBI_GP:ABG49604.1"
"Tery_1001"	291.060540795773	0.518805753016109	0.261920520736203	1.98077550990605	0.047616454394362	0.245657616989095	280	558	431	110	262	289	244	"    76.79"	"    85.84"	"    78.97"	"    36.24"	"    47.59"	"    51.77"	"    68.78"	" 6.2630"	" 6.4237"	" 6.3035"	" 5.1800"	" 5.5728"	" 5.6944"	" 6.1041"	"Tery_1001"	"gene1007"	"CDS"	1565800	1566267	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:alr2749 hypothetical protein"	"NCBI_GP:ABG50379.1"
"Tery_0912"	331.051308357894	-0.517706198931181	0.261500672795612	-1.97975092529042	0.047731523184661	0.245852156695061	265	404	420	243	518	279	254	"    72.68"	"    62.15"	"    76.96"	"    80.06"	"    94.08"	"    49.98"	"    71.60"	" 6.1836"	" 5.9578"	" 6.2662"	" 6.3232"	" 6.5560"	" 5.6436"	" 6.1621"	"Tery_0912"	"gene918"	"CDS"	1443313	1444083	"+"	"CP000393.1"	"protein of unknown function DUF1350"	"PFAM: protein of unknown function DUF1350~KEGG: ava:Ava_3724 protein of unknown function DUF1350"	"InterPro:IPR010765,NCBI_GP:ABG50311.1"
"Tery_0190"	533.67503349681	-0.580618446413089	0.293557367582841	-1.97787046257403	0.047943321895619	0.246543490265821	365	531	457	617	713	756	300	"   100.10"	"    81.68"	"    83.74"	"   203.28"	"   129.50"	"   135.43"	"    84.57"	" 6.6455"	" 6.3521"	" 6.3880"	" 7.6674"	" 7.0169"	" 7.0815"	" 6.4022"	"Tery_0190"	"gene191"	"CDS"	285862	287871	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:all0405 hypothetical protein"	"NCBI_GP:ABG49681.1"
"Tery_2683"	193.025947156033	-0.548079105426176	0.277317687223203	-1.97635827312034	0.0481142139611861	0.247022571839498	174	243	227	146	288	156	145	"    47.72"	"    37.38"	"    41.59"	"    48.10"	"    52.31"	"    27.95"	"    40.87"	" 5.5768"	" 5.2246"	" 5.3786"	" 5.5883"	" 5.7093"	" 4.8051"	" 5.3534"	"Tery_2683"	"gene2704"	"CDS"	4151936	4152757	"+"	"CP000393.1"	"type 4 prepilin peptidase 1. Aspartic peptidase. MEROPS family A24A"	"PFAM: peptidase A24A%2C prepilin type IV peptidase A24A-like~KEGG: ana:alr1315 leader peptidase (prepilin peptidase) / N-methyltransferase"	"InterPro:IPR000045,InterPro:IPR010627,NCBI_GP:ABG51872.1"
"Tery_1037"	1173.69328460935	-0.468246372138753	0.237268882688205	-1.9734841199302	0.048440432051596	0.248296279128987	1048	1531	1527	782	1773	1020	831	"   287.41"	"   235.51"	"   279.80"	"   257.64"	"   322.03"	"   182.72"	"   234.25"	" 8.1670"	" 7.8797"	" 8.1283"	" 8.0093"	" 8.3311"	" 7.5136"	" 7.8719"	"Tery_1037"	"gene1043"	"CDS"	1624555	1625238	"+"	"CP000393.1"	"cyclic nucleotide-binding protein"	"PFAM: cyclic nucleotide-binding~KEGG: ava:Ava_0144 cyclic nucleotide-binding domain (cNMP-BD) protein"	"InterPro:IPR000595,NCBI_GP:ABG50409.1"
"Tery_3654"	7474.93669089741	0.549868055067564	0.278875279150302	1.97173466483994	0.0486399042260191	0.248917255443299	4063	11197	8979	4603	7286	13987	5762	"  1114.28"	"  1722.42"	"  1645.24"	"  1516.54"	"  1323.34"	"  2505.64"	"  1624.22"	"10.1219"	"10.7502"	"10.6841"	"10.5666"	"10.3700"	"11.2910"	"10.6655"	"Tery_3654"	"gene3686"	"CDS"	5611983	5612993	"-"	"CP000393.1"	"phosphoribulokinase"	"PFAM: phosphoribulokinase/uridine kinase~KEGG: syf:Synpcc7942_0977 phosphoribulokinase"	"InterPro:IPR000764,InterPro:IPR001687,InterPro:IPR006082,InterPro:IPR006083,NCBI_GP:ABG52717.1"
"Tery_4017"	499.015223047592	0.541445230419858	0.275096531714737	1.96820086042129	0.0490449313193424	0.250029991362115	403	745	625	279	453	892	323	"   110.52"	"   114.60"	"   114.52"	"    91.92"	"    82.28"	"   159.79"	"    91.05"	" 6.7883"	" 6.8406"	" 6.8396"	" 6.5225"	" 6.3626"	" 7.3202"	" 6.5087"	"Tery_4017"	"gene4056"	"CDS"	6211260	6211958	"-"	"CP000393.1"	"glutathione S-transferase-like"	"PFAM: glutathione S-transferase-like~KEGG: rpc:RPC_4134 glutathione S-transferase-like"	"InterPro:IPR004045,InterPro:IPR004046,NCBI_GP:ABG53035.1"
"Tery_4500"	562.062726219883	-0.495203829859058	0.251656104453275	-1.96777992306165	0.0490933652013719	0.250029991362115	433	958	566	411	841	507	400	"   118.75"	"   147.37"	"   103.71"	"   135.41"	"   152.75"	"    90.82"	"   112.75"	" 6.8919"	" 7.2034"	" 6.6965"	" 7.0813"	" 7.2551"	" 6.5052"	" 6.8172"	"Tery_4500"	"gene4544"	"CDS"	6946280	6947062	"+"	"CP000393.1"	"protein of unknown function DUF820"	"PFAM: protein of unknown function DUF820~KEGG: gvi:gll1414 hypothetical protein"	"InterPro:IPR008538,NCBI_GP:ABG53486.1"
"Tery_4593"	4920.40258684719	0.491478675337651	0.249686455371181	1.96838340552764	0.0490239397900027	0.250029991362115	3047	7667	6170	2968	4710	8194	3873	"   835.64"	"  1179.41"	"  1130.54"	"   977.86"	"   855.47"	"  1467.88"	"  1091.74"	" 9.7068"	"10.2039"	"10.1428"	" 9.9335"	" 9.7406"	"10.5195"	"10.0924"	"Tery_4593"	"gene4637"	"CDS"	7064571	7065665	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_2365 hypothetical protein"	"NCBI_GP:ABG53569.1"
"Tery_3401"	818.729917953618	0.431944910945749	0.219842247013385	1.96479483272135	0.0494379885148185	0.251382284000149	577	1228	1108	451	839	1156	696	"   158.24"	"   188.90"	"   203.02"	"   148.59"	"   152.39"	"   207.09"	"   196.19"	" 7.3061"	" 7.5616"	" 7.6656"	" 7.2153"	" 7.2517"	" 7.6942"	" 7.6162"	"Tery_3401"	"gene3430"	"CDS"	5209139	5209786	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: tel:tll0916 hypothetical protein"	"NCBI_GP:ABG52502.1"
"Tery_1551"	848.745655717951	-0.475340817824654	0.242334827437578	-1.96150434855302	0.0498202182289742	0.252921171775846	700	1029	925	626	1371	769	668	"   191.98"	"   158.29"	"   169.49"	"   206.25"	"   249.01"	"   137.76"	"   188.30"	" 7.5848"	" 7.3065"	" 7.4051"	" 7.6883"	" 7.9601"	" 7.1061"	" 7.5570"	"Tery_1551"	"gene1559"	"CDS"	2364599	2368258	"-"	"CP000393.1"	"condensin subunit Smc"	"TIGRFAM: chromosome segregation protein SMC~PFAM: SMC protein-like SMCs flexible hinge~KEGG: ava:Ava_4689 chromosome segregation protein SMC"	"InterPro:IPR001687,InterPro:IPR003395,InterPro:IPR003439,InterPro:IPR010935,InterPro:IPR011891,NCBI_GP:ABG50831.1"
"Tery_4636"	390.357839335677	-0.467085159101967	0.238225876519915	-1.96068187858224	0.0499161442806707	0.253003997645888	266	486	432	312	622	372	316	"    72.95"	"    74.76"	"    79.16"	"   102.79"	"   112.97"	"    66.64"	"    89.08"	" 6.1890"	" 6.2244"	" 6.3068"	" 6.6838"	" 6.8200"	" 6.0585"	" 6.4771"	"Tery_4636"	"gene4680"	"CDS"	7129472	7130017	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: ana:alr4850 hypothetical protein"	"NCBI_GP:ABG53608.1"
"Tery_1043"	272.8162051124	-0.503439175839027	0.257804781791974	-1.95279223426219	0.0508442191086639	0.257297656572188	257	345	285	228	373	303	161	"    70.48"	"    53.07"	"    52.22"	"    75.12"	"    67.75"	"    54.28"	"    45.38"	" 6.1394"	" 5.7301"	" 5.7068"	" 6.2313"	" 6.0823"	" 5.7626"	" 5.5044"	"Tery_1043"	"gene1049"	"CDS"	1633212	1634891	"+"	"CP000393.1"	"ABC-1"	"PFAM: ABC-1~KEGG: syn:sll0095 ABC1-like protein"	"InterPro:IPR000719,InterPro:IPR004147,InterPro:IPR006061,NCBI_GP:ABG50415.1"
"Tery_0554"	76.285499464796	-0.633216331517353	0.325000656835639	-1.94835400544309	0.0513726192618747	0.258735632352199	64	85	77	71	115	90	42	"    17.55"	"    13.08"	"    14.11"	"    23.39"	"    20.89"	"    16.12"	"    11.84"	" 4.1344"	" 3.7099"	" 3.8196"	" 4.5486"	" 4.3852"	" 4.0119"	" 3.5667"	"Tery_0554"	"gene559"	"CDS"	870049	871497	"+"	"CP000393.1"	"membrane bound O-acyl transferase%2C MBOAT"	"PFAM: membrane bound O-acyl transferase%2C MBOAT~KEGG: ana:alr4864 alginate o-acetyltransferase"	"InterPro:IPR004299,NCBI_GP:ABG50002.1"
"Tery_1206"	693.833618670644	0.420441249045732	0.215737765101758	1.94885327029981	0.0513129499805339	0.258735632352199	669	1187	879	358	619	909	507	"   183.47"	"   182.60"	"   161.06"	"   117.95"	"   112.43"	"   162.84"	"   142.92"	" 7.5195"	" 7.5126"	" 7.3316"	" 6.8821"	" 6.8130"	" 7.3474"	" 7.1591"	"Tery_1206"	"gene1212"	"CDS"	1880411	1881139	"+"	"CP000393.1"	"2-phosphosulfolactate phosphatase"	"PFAM: 2-phosphosulfolactate phosphatase~KEGG: ava:Ava_0497 2-phosphosulfolactate phosphatas"	"InterPro:IPR005238,NCBI_GP:ABG50562.1"
"Tery_3546"	258.396819646509	-0.486276578471624	0.249433107389676	-1.94952700369458	0.0512325211998233	0.258735632352199	218	372	317	208	334	220	186	"    59.79"	"    57.22"	"    58.08"	"    68.53"	"    60.66"	"    39.41"	"    52.43"	" 5.9020"	" 5.8388"	" 5.8603"	" 6.0989"	" 5.9230"	" 5.3009"	" 5.7126"	"Tery_3546"	"gene3577"	"CDS"	5465054	5466169	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_5041 hypothetical protein"	"NCBI_GP:ABG52633.1"
"Tery_4645"	716.276188977923	0.641725055832051	0.329585846417535	1.94706496898257	0.0515269461504587	0.259102270357844	541	978	788	517	479	1426	502	"   148.37"	"   150.44"	"   144.39"	"   170.33"	"    87.00"	"   255.45"	"   141.51"	" 7.2131"	" 7.2332"	" 7.1739"	" 7.4123"	" 6.4431"	" 7.9970"	" 7.1448"	"Tery_4645"	"gene4689"	"CDS"	7141761	7143971	"-"	"CP000393.1"	"Transketolase%2C central region"	"PFAM: Transketolase%2C central region~KEGG: ava:Ava_4264 transketolase%2C central region"	"InterPro:IPR005475,NCBI_GP:ABG53616.1"
"Tery_4127"	1253.36677081295	0.46945048036955	0.24145867785558	1.94422699792275	0.0518680834710708	0.260405638658867	964	1717	1761	711	1191	2026	908	"   264.38"	"   264.12"	"   322.67"	"   234.25"	"   216.32"	"   362.94"	"   255.95"	" 8.0465"	" 8.0451"	" 8.3340"	" 7.8720"	" 7.7571"	" 8.5036"	" 7.9998"	"Tery_4127"	"gene4167"	"CDS"	6366665	6368674	"-"	"CP000393.1"	"ATP-binding region%2C ATPase-like"	"PFAM: heat shock protein Hsp90 ATP-binding region%2C ATPase-like~KEGG: ava:Ava_0141 heat shock protein 90"	"InterPro:IPR001404,InterPro:IPR003594,NCBI_GP:ABG53135.1"
"Tery_1251"	794.3461519247	0.400995942024105	0.206534688235914	1.94154282483564	0.0521924702530711	0.26162093133164	640	1077	970	446	854	1165	665	"   175.52"	"   165.67"	"   177.74"	"   146.94"	"   155.11"	"   208.70"	"   187.45"	" 7.4556"	" 7.3723"	" 7.4737"	" 7.1992"	" 7.2772"	" 7.7054"	" 7.5505"	"Tery_1251"	"gene1258"	"CDS"	1935767	1937014	"+"	"CP000393.1"	"methyltransferase FkbM family"	"KEGG: pmn:PMN2A_1093 TPR repeat~TIGRFAM: methyltransferase FkbM family~PFAM: TPR repeat Tetratricopeptide TPR_3 Tetratricopeptide TPR_2~SMART: Tetratricopeptide region"	"InterPro:IPR000051,InterPro:IPR001440,InterPro:IPR006342,InterPro:IPR011595,InterPro:IPR011716,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG50596.1"
"Tery_1067"	136.741462421574	0.651167012797978	0.33598001548731	1.93811233639452	0.0526095187078513	0.263296142446537	77	211	163	71	143	277	96	"    21.12"	"    32.46"	"    29.87"	"    23.39"	"    25.97"	"    49.62"	"    27.06"	" 4.4010"	" 5.0209"	" 4.9010"	" 4.5486"	" 4.6995"	" 5.6332"	" 4.7587"	"Tery_1067"	"gene1073"	"CDS"	1671148	1671966	"-"	"CP000393.1"	"Methyltransferase type 11"	"PFAM: UbiE/COQ5 methyltransferase Methyltransferase type 11 Methyltransferase type 12~KEGG: reu:Reut_B3495 UbiE/COQ5 methyltransferase"	"InterPro:IPR000051,InterPro:IPR004033,InterPro:IPR013216,InterPro:IPR013217,NCBI_GP:ABG50436.1"
"Tery_5043"	238.607327568251	0.475888300557831	0.247111999707697	1.92580004662156	0.0541293456513458	0.270476510188643	187	381	346	115	235	309	200	"    51.28"	"    58.61"	"    63.40"	"    37.89"	"    42.68"	"    55.35"	"    56.38"	" 5.6807"	" 5.8733"	" 5.9866"	" 5.2441"	" 5.4159"	" 5.7909"	" 5.8173"	"Tery_5043"	"gene5088"	"CDS"	7704492	7705079	"-"	"CP000393.1"	"protein of unknown function DUF1001"	"PFAM: protein of unknown function DUF1001~KEGG: syf:Synpcc7942_0800 hypothetical protein"	"InterPro:IPR010404,NCBI_GP:ABG53952.1"
"Tery_0470"	742.209612894735	0.647661536150492	0.336925526991175	1.92226911963087	0.0545719035195279	0.27132533201993	524	902	1193	345	742	697	931	"   143.71"	"   138.75"	"   218.60"	"   113.67"	"   134.77"	"   124.86"	"   262.44"	" 7.1671"	" 7.1165"	" 7.7722"	" 6.8288"	" 7.0744"	" 6.9643"	" 8.0359"	"Tery_0470"	"gene474"	"CDS"	748560	749348	"-"	"CP000393.1"	"RNA-directed DNA polymerase"	"KEGG: ava:Ava_C0033 RNA-directed DNA polymerase"	"InterPro:IPR000477,NCBI_GP:ABG49926.1"
"Tery_2022"	1184.86661312464	-0.427019965686705	0.22203429691308	-1.9232162401193	0.0544528985374477	0.27132533201993	908	1841	1552	830	1658	1045	844	"   249.02"	"   283.20"	"   284.38"	"   273.46"	"   301.14"	"   187.20"	"   237.91"	" 7.9602"	" 8.1457"	" 8.1517"	" 8.0952"	" 8.2343"	" 7.5485"	" 7.8943"	"Tery_2022"	"gene2038"	"CDS"	3149682	3150275	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_3282 hypothetical protein"	"NCBI_GP:ABG51269.1"
"Tery_2397"	194.601686144462	-0.56940961572354	0.296209569161543	-1.92232012400991	0.0545654893352352	0.27132533201993	144	208	201	174	309	155	173	"    39.49"	"    32.00"	"    36.83"	"    57.33"	"    56.12"	"    27.77"	"    48.77"	" 5.3039"	" 5.0003"	" 5.2032"	" 5.8414"	" 5.8108"	" 4.7958"	" 5.6081"	"Tery_2397"	"gene2417"	"CDS"	3702494	3702724	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG51615.1"
"Tery_4276"	208.136390998363	0.552551736143463	0.287529453513974	1.92172220755328	0.0546407213633592	0.27132533201993	143	311	210	135	191	384	161	"    39.22"	"    47.84"	"    38.48"	"    44.48"	"    34.69"	"    68.79"	"    45.38"	" 5.2938"	" 5.5805"	" 5.2664"	" 5.4753"	" 5.1169"	" 6.1043"	" 5.5044"	"Tery_4276"	"gene4318"	"CDS"	6594822	6598238	"-"	"CP000393.1"	"helicase-like"	"PFAM: SNF2-related helicase-like type III restriction enzyme%2C res subunit~SMART: DEAD/DEAH box helicase-like~KEGG: ttj:TTHA1020 hypothetical protein"	"InterPro:IPR000330,InterPro:IPR001410,InterPro:IPR001650,InterPro:IPR006935,InterPro:IPR011545,NCBI_GP:ABG53273.1"
"Tery_4392"	311.910778552232	0.592157999681882	0.308505197582855	1.91944253880146	0.054928351765644	0.272328084104862	341	478	321	184	225	501	216	"    93.52"	"    73.53"	"    58.82"	"    60.62"	"    40.87"	"    89.75"	"    60.89"	" 6.5473"	" 6.2005"	" 5.8784"	" 5.9220"	" 5.3532"	" 6.4880"	" 5.9283"	"Tery_4392"	"gene4435"	"CDS"	6765304	6766785	"-"	"CP000393.1"	"alpha amylase%2C catalytic region"	"PFAM: alpha amylase%2C catalytic region~SMART: Alpha amylase%2C catalytic subdomain~KEGG: ava:Ava_2017 alpha amylase%2C catalytic region"	"InterPro:IPR006047,InterPro:IPR006589,NCBI_GP:ABG53380.1"
"Tery_0925"	208.835783236786	-0.515896612984891	0.269184874537563	-1.91651412016057	0.055299687653682	0.273742067544239	184	327	247	156	281	161	152	"    50.46"	"    50.30"	"    45.26"	"    51.40"	"    51.04"	"    28.84"	"    42.85"	" 5.6574"	" 5.6528"	" 5.5004"	" 5.6839"	" 5.6738"	" 4.8506"	" 5.4214"	"Tery_0925"	"gene931"	"CDS"	1458463	1458756	"+"	"CP000393.1"	"transposase"	"PFAM: transposase~KEGG: syn:sll0431 putative transposase gene of IS630 family insertion sequence ISY100h"	"InterPro:IPR002622,NCBI_GP:ABG50322.1"
"Tery_4163"	729.461269864291	-0.426128228504075	0.222513582023871	-1.91506614844913	0.0554840682349146	0.273801814985339	444	693	663	717	1134	1001	521	"   121.77"	"   106.60"	"   121.48"	"   236.23"	"   205.97"	"   179.32"	"   146.86"	" 6.9281"	" 6.7362"	" 6.9247"	" 7.8841"	" 7.6863"	" 7.4865"	" 7.1984"	"Tery_4163"	"gene4204"	"CDS"	6423763	6424380	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53169.1"
"Tery_4700"	164.212670641895	0.524209712406277	0.273677842832867	1.91542620688664	0.0554381716346544	0.273801814985339	150	199	193	90	165	263	134	"    41.14"	"    30.61"	"    35.36"	"    29.65"	"    29.97"	"    47.11"	"    37.77"	" 5.3627"	" 4.9365"	" 5.1446"	" 4.8905"	" 4.9059"	" 5.5584"	" 5.2397"	"Tery_4700"	"gene4744"	"CDS"	7222153	7223097	"-"	"CP000393.1"	"4-diphosphocytidyl-2-C-methyl-D-erythritol kinase"	"TIGRFAM: 4-diphosphocytidyl-2C-methyl-D-erythritol kinase~PFAM: GHMP kinase GHMP kinase%2C C terminal~KEGG: ava:Ava_4887 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase"	"InterPro:IPR000870,InterPro:IPR004424,InterPro:IPR006204,InterPro:IPR013750,NCBI_GP:ABG53663.1"
