""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_3372"	6686.15184138938	-0.74571273684984	0.279002589020752	-2.6727807059682	0.00752254082799848	0.0824366715564799	2800	5815	4812	6959	14024	10439	3540	"   767.90"	"   894.52"	"   881.71"	"  2292.76"	"  2547.15"	"  1870.05"	"   997.88"	" 9.5848"	" 9.8050"	" 9.7842"	"11.1629"	"11.3147"	"10.8689"	" 9.9627"	"Tery_3372"	"gene3401"	"CDS"	5170315	5170887	"-"	"CP000393.1"	"beta-Ig-H3/fasciclin"	"PFAM: beta-Ig-H3/fasciclin~KEGG: cya:CYA_0079 fasciclin domain protein"	"InterPro:IPR000782,NCBI_GP:ABG52474.1"
"Tery_3516"	197.640982822218	-0.661858799781943	0.249892852096837	-2.64857035416709	0.00808330225460447	0.0864940557748586	162	276	203	164	307	183	129	"    44.43"	"    42.46"	"    37.20"	"    54.03"	"    55.76"	"    32.78"	"    36.36"	" 5.4737"	" 5.4083"	" 5.2175"	" 5.7560"	" 5.8014"	" 5.0353"	" 5.1848"	"Tery_3516"	"gene3546"	"CDS"	5419868	5420236	"-"	"CP000393.1"	"protein of unknown function DUF156"	"PFAM: protein of unknown function DUF156~KEGG: syn:sll0176 hypothetical protein"	"InterPro:IPR003735,NCBI_GP:ABG52606.1"
"Tery_1194"	3292.11224272951	-0.722273472665407	0.273862638758055	-2.63735672722961	0.00835549130848337	0.0888085330379938	2375	4015	4018	2517	5887	2359	2557	"   651.34"	"   617.62"	"   736.23"	"   829.27"	"  1069.24"	"   422.59"	"   720.78"	" 9.3473"	" 9.2706"	" 9.5240"	" 9.6957"	"10.0624"	" 8.7232"	" 9.4934"	"Tery_1194"	"gene1200"	"CDS"	1867440	1868705	"-"	"CP000393.1"	"coproporphyrinogen III oxidase%2C anaerobic"	"KEGG: ana:all4956 coproporphyrinogen III oxidase~TIGRFAM: putative oxygen-independent coproporphyrinogen III oxidase~PFAM: Radical SAM  HemN-like~SMART: Elongator protein 3/MiaB/NifB"	"InterPro:IPR004559,InterPro:IPR006638,InterPro:IPR007197,InterPro:IPR010723,NCBI_GP:ABG50551.1"
"Tery_2369"	126.850540591075	-0.776468791179791	0.294700994678696	-2.63476813855465	0.00841947740553808	0.0888940172584718	81	184	99	117	226	129	82	"    22.21"	"    28.30"	"    18.14"	"    38.55"	"    41.05"	"    23.11"	"    23.11"	" 4.4741"	" 4.8235"	" 4.1819"	" 5.2689"	" 5.3596"	" 4.5310"	" 4.5314"	"Tery_2369"	"gene2389"	"CDS"	3659573	3659785	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:alr4259 unknown protein"	"NCBI_GP:ABG51589.1"
"Tery_3219"	79.7627046368839	-0.858225616241928	0.325958094435385	-2.63293236429217	0.00846512028074315	0.0890799743450389	68	93	89	72	128	59	55	"    18.65"	"    14.31"	"    16.31"	"    23.72"	"    23.25"	"    10.57"	"    15.50"	" 4.2218"	" 3.8396"	" 4.0284"	" 4.5687"	" 4.5397"	" 3.4032"	" 3.9555"	"Tery_3219"	"gene3247"	"CDS"	4925465	4926214	"+"	"CP000393.1"	"ABC transporter related"	"PFAM: ABC transporter related~SMART: ATPase~KEGG: ana:all3575 putative manganese transport system ATP-binding protein"	"InterPro:IPR001687,InterPro:IPR003439,InterPro:IPR003593,NCBI_GP:ABG52337.1"
"Tery_0930"	1832.72598199531	-0.526116639166418	0.200578339819474	-2.6229982740905	0.0087159714091462	0.0908034360034595	1435	2445	2199	1398	2797	1768	1248	"   393.55"	"   376.11"	"   402.93"	"   460.60"	"   508.01"	"   316.72"	"   351.79"	" 8.6204"	" 8.5551"	" 8.6544"	" 8.8474"	" 8.9888"	" 8.3071"	" 8.4586"	"Tery_0930"	"gene936"	"CDS"	1466317	1466853	"-"	"CP000393.1"	"bacterial translation initiation factor 3 (bIF-3)"	"TIGRFAM: translation initiation factor IF-3~PFAM: initiation factor 3~KEGG: ava:Ava_2038 translation initiation factor IF-3"	"InterPro:IPR001288,NCBI_GP:ABG50325.1"
"Tery_3318"	125.630074176009	-0.808179850085534	0.30823783964684	-2.62193587591808	0.00874318798522926	0.0908034360034595	91	163	162	96	220	89	90	"    24.96"	"    25.07"	"    29.68"	"    31.63"	"    39.96"	"    15.94"	"    25.37"	" 4.6419"	" 4.6487"	" 4.8921"	" 4.9836"	" 5.3208"	" 3.9958"	" 4.6656"	"Tery_3318"	"gene3346"	"CDS"	5092619	5093524	"+"	"CP000393.1"	"UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase"	"PFAM: UDP-3-0-acyl N-acetylglucosamine deacetylase~KEGG: ana:alr2270 UDP-3-O-acyl N-acetylglucosamine deacetylase"	"InterPro:IPR004463,NCBI_GP:ABG52421.1"
"Tery_0186"	433.689750280978	-0.577861652042216	0.22062664999204	-2.61918336729976	0.00881405549923858	0.0912412650702938	340	599	441	358	669	461	272	"    93.25"	"    92.14"	"    80.81"	"   117.95"	"   121.51"	"    82.58"	"    76.67"	" 6.5431"	" 6.5260"	" 6.3366"	" 6.8821"	" 6.9250"	" 6.3680"	" 6.2608"	"Tery_0186"	"gene186"	"CDS"	277765	279303	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_4865 hypothetical protein"	"NCBI_GP:ABG49677.1"
"Tery_0424"	228.090242469345	-0.986600451366795	0.377008864945317	-2.61691578926107	0.00887282280653988	0.0915513989583888	120	157	80	384	325	271	156	"    32.91"	"    24.15"	"    14.66"	"   126.52"	"    59.03"	"    48.55"	"    43.97"	" 5.0409"	" 4.5946"	" 3.8747"	" 6.9833"	" 5.8836"	" 5.6016"	" 5.4589"	"Tery_0424"	"gene428"	"CDS"	666287	669340	"-"	"CP000393.1"	"Hemolysin-type calcium-binding region"	"PFAM: Hemolysin-type calcium-binding region~SMART: CHRD~KEGG: ana:alr0791 outer membrane secretion protein"	"InterPro:IPR001343,InterPro:IPR003995,InterPro:IPR010895,NCBI_GP:ABG49884.1"
"Tery_4356"	227.761064200862	-0.985582434468022	0.377519936994863	-2.61067651767868	0.00903633239961262	0.0926369818257062	74	183	116	307	471	385	85	"    20.29"	"    28.15"	"    21.25"	"   101.15"	"    85.55"	"    68.97"	"    23.96"	" 4.3437"	" 4.8156"	" 4.4104"	" 6.6604"	" 6.4188"	" 6.1081"	" 4.5832"	"Tery_4356"	"gene4399"	"CDS"	6716014	6716829	"+"	"CP000393.1"	"FeS assembly ATPase SufC"	"KEGG: ava:Ava_0425 FeS assembly ATPase SufC~TIGRFAM: FeS assembly ATPase SufC~PFAM: ABC transporter related~SMART: ATPase"	"InterPro:IPR001687,InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR010230,NCBI_GP:ABG53348.1"
"Tery_1968"	87.5074571602721	-0.829195909733453	0.317972604994943	-2.60775896007343	0.00911371053185892	0.0931271473613178	60	110	121	83	127	71	55	"    16.46"	"    16.92"	"    22.17"	"    27.35"	"    23.07"	"    12.72"	"    15.50"	" 4.0413"	" 4.0816"	" 4.4713"	" 4.7738"	" 4.5284"	" 3.6700"	" 3.9555"	"Tery_1968"	"gene1980"	"CDS"	3052338	3052799	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_3385 hypothetical protein"	"NCBI_GP:ABG51220.1"
"Tery_3295"	89.7678857187833	-0.815128384581795	0.312708746772313	-2.60666960229066	0.00914275329664291	0.0931271473613178	71	111	80	74	170	97	49	"    19.47"	"    17.08"	"    14.66"	"    24.38"	"    30.88"	"    17.38"	"    13.81"	" 4.2841"	" 4.0947"	" 3.8747"	" 4.6083"	" 4.9489"	" 4.1199"	" 3.7889"	"Tery_3295"	"gene3323"	"CDS"	5053846	5054205	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG52403.1"
"Tery_2224"	80.6814453720141	-0.806519435836627	0.313279258404777	-2.57444249562974	0.010040177477287	0.0988971162460916	48	109	93	72	138	71	54	"    13.16"	"    16.77"	"    17.04"	"    23.72"	"    25.06"	"    12.72"	"    15.22"	" 3.7196"	" 4.0684"	" 4.0917"	" 4.5687"	" 4.6482"	" 3.6700"	" 3.9290"	"Tery_2224"	"gene2244"	"CDS"	3468868	3469581	"-"	"CP000393.1"	"peptidase M15D%2C vanX D-ala-D-ala dipeptidase"	"PFAM: peptidase M15D%2C vanX D-ala-D-ala dipeptidase~KEGG: ana:all4116 d-alanyl-d-alanine dipeptidase"	"InterPro:IPR000755,NCBI_GP:ABG51453.1"
"Tery_4419"	757.241699187108	-0.905871071037763	0.351766311042981	-2.57520701272351	0.0100180107606869	0.0988971162460916	646	661	683	1037	847	825	405	"   177.17"	"   101.68"	"   125.15"	"   341.66"	"   153.84"	"   147.79"	"   114.16"	" 7.4690"	" 6.6680"	" 6.9676"	" 8.4165"	" 7.2654"	" 7.2075"	" 6.8351"	"Tery_4419"	"gene4462"	"CDS"	6808958	6811726	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: cvi:CV0464 hypothetical protein"	"NCBI_GP:ABG53407.1"
"Tery_2763"	241.741997587729	-0.719715972489508	0.280843406594253	-2.56269492389869	0.0103863267349945	0.100941120378632	228	249	250	220	370	216	162	"    62.53"	"    38.30"	"    45.81"	"    72.48"	"    67.20"	"    38.69"	"    45.67"	" 5.9667"	" 5.2598"	" 5.5178"	" 6.1798"	" 6.0707"	" 5.2744"	" 5.5133"	"Tery_2763"	"gene2786"	"CDS"	4277465	4282600	"-"	"CP000393.1"	"TPR repeat containing protein"	"PFAM: TPR repeat Clp%2C N terminal~SMART: Tetratricopeptide region~KEGG: ava:Ava_0542 TPR repeat"	"InterPro:IPR001440,InterPro:IPR004176,InterPro:IPR013026,NCBI_GP:ABG51946.1"
"Tery_3515"	106.084799851314	-0.869645869557039	0.342078381107118	-2.54224153757533	0.0110144029244625	0.106072037860429	78	161	102	67	225	86	69	"    21.39"	"    24.77"	"    18.69"	"    22.07"	"    40.87"	"    15.41"	"    19.45"	" 4.4196"	" 4.6309"	" 4.2249"	" 4.4650"	" 5.3532"	" 3.9464"	" 4.2824"	"Tery_3515"	"gene3545"	"CDS"	5419224	5419640	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:alr4045 hypothetical protein"	"NCBI_GP:ABG52605.1"
"Tery_R0034"	217.088527031849	-0.822201130427673	0.324045594056326	-2.53730075492017	0.0111710937317741	0.106932939396319	207	205	269	184	353	150	155	"    56.77"	"    31.53"	"    49.29"	"    60.62"	"    64.11"	"    26.87"	"    43.69"	" 5.8273"	" 4.9793"	" 5.6235"	" 5.9220"	" 6.0028"	" 4.7485"	" 5.4496"	"Tery_R0034"	"gene3551"	"transcript"	5424986	5425170	"-"	"CP000393.1"	NA	"ydaO/yuaA element as predicted by Rfam (RF00379)%2C score 60.10"	NA
"Tery_3317"	102.026289437755	-0.728045359253148	0.288989344581681	-2.51928098008947	0.0117594774285839	0.11056692091136	86	137	111	81	167	93	63	"    23.59"	"    21.07"	"    20.34"	"    26.69"	"    30.33"	"    16.66"	"    17.76"	" 4.5604"	" 4.3981"	" 4.3469"	" 4.7386"	" 4.9232"	" 4.0592"	" 4.1513"	"Tery_3317"	"gene3345"	"CDS"	5091101	5092510	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG52420.1"
"Tery_3034"	468.683905170223	-0.838773040847281	0.335924475704161	-2.49690957793133	0.0125280897705832	0.116415992078694	115	255	276	475	1249	398	505	"    31.54"	"    39.23"	"    50.57"	"   156.50"	"   226.85"	"    71.30"	"   142.35"	" 4.9795"	" 5.2941"	" 5.6606"	" 7.2901"	" 7.8257"	" 6.1560"	" 7.1534"	"Tery_3034"	"gene3060"	"CDS"	4685403	4685561	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: ana:asl1657 transposase"	"NCBI_GP:ABG52185.1"
"Tery_5057"	157.621329484263	-0.670578986540328	0.268454837809845	-2.49792103584783	0.0124924017414643	0.116415992078694	143	221	203	120	226	124	101	"    39.22"	"    34.00"	"    37.20"	"    39.54"	"    41.05"	"    22.21"	"    28.47"	" 5.2938"	" 5.0877"	" 5.2175"	" 5.3055"	" 5.3596"	" 4.4740"	" 4.8319"	"Tery_5057"	"gene5102"	"CDS"	7716299	7716715	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: ttj:TTHB002 hypothetical protein"	"NCBI_GP:ABG53963.1"
"Tery_1587"	123.251418161299	-0.765859512672151	0.30712157384205	-2.49366888522793	0.0126430422870779	0.116950283444474	108	137	94	123	198	123	80	"    29.62"	"    21.07"	"    17.22"	"    40.52"	"    35.96"	"    22.03"	"    22.55"	" 4.8889"	" 4.3981"	" 4.1072"	" 5.3411"	" 5.1688"	" 4.4623"	" 4.4957"	"Tery_1587"	"gene1595"	"CDS"	2424735	2427869	"-"	"CP000393.1"	"NB-ARC"	"PFAM: TPR repeat NB-ARC  Tetratricopeptide TPR_3 Tetratricopeptide TPR_4  Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: ana:all2787 probable kinesin light chain"	"InterPro:IPR000767,InterPro:IPR001440,InterPro:IPR002151,InterPro:IPR002182,InterPro:IPR011716,InterPro:IPR011717,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG50866.1"
"Tery_4470"	689.154098716232	-0.510385957529039	0.205930074471803	-2.47844302896576	0.0131957182719634	0.11846325612514	513	850	690	589	1068	752	482	"   140.69"	"   130.75"	"   126.43"	"   194.06"	"   193.98"	"   134.71"	"   135.87"	" 7.1365"	" 7.0308"	" 6.9823"	" 7.6004"	" 7.5998"	" 7.0739"	" 7.0862"	"Tery_4470"	"gene4513"	"CDS"	6895590	6896672	"+"	"CP000393.1"	"extracellular solute-binding protein%2C family 3"	"PFAM: extracellular solute-binding protein%2C family 3  Ion transport protein Ion transport 2~SMART: Ionotropic glutamate receptor~KEGG: pmt:PMT0515 possible ligand gated channel (GIC family)"	"InterPro:IPR001311,InterPro:IPR001320,InterPro:IPR001622,InterPro:IPR001638,InterPro:IPR005821,InterPro:IPR013099,NCBI_GP:ABG53457.1"
"Tery_1988"	528.51593997315	-0.544200119220852	0.219994401089947	-2.47369986019939	0.0133721985736893	0.119373165919058	440	725	581	390	836	536	338	"   120.67"	"   111.53"	"   106.46"	"   128.49"	"   151.84"	"    96.02"	"    95.28"	" 6.9150"	" 6.8014"	" 6.7343"	" 7.0057"	" 7.2465"	" 6.5854"	" 6.5742"	"Tery_1988"	"gene2000"	"CDS"	3101583	3102569	"-"	"CP000393.1"	"Radical SAM"	"PFAM: Radical SAM~KEGG: ana:alr3097 hypothetical protein"	"InterPro:IPR007197,NCBI_GP:ABG51239.1"
"Tery_0572"	171.969885128036	-1.03996652298592	0.421423369028866	-2.46774763673508	0.0135966138802075	0.120027885864721	184	131	132	235	203	178	81	"    50.46"	"    20.15"	"    24.19"	"    77.42"	"    36.87"	"    31.89"	"    22.83"	" 5.6574"	" 4.3335"	" 4.5967"	" 6.2749"	" 5.2048"	" 4.9954"	" 4.5137"	"Tery_0572"	"gene577"	"CDS"	902632	912891	"+"	"CP000393.1"	"filamentous haemagglutinin family outer membrane protein"	"TIGRFAM: filamentous haemagglutinin family outer membrane protein~PFAM: Proprotein convertase%2C P  Haemagluttinin filamentous haemagglutinin-like~KEGG: syn:slr1753 hypothetical protein"	"InterPro:IPR002048,InterPro:IPR002884,InterPro:IPR008619,InterPro:IPR008638,InterPro:IPR011591,NCBI_GP:ABG50017.1"
"Tery_4157"	430.986322695047	-0.563509466324308	0.228193750649114	-2.46943426242552	0.0135326880318595	0.120027885864721	380	592	560	346	567	374	280	"   104.22"	"    91.07"	"   102.61"	"   114.00"	"   102.98"	"    67.00"	"    78.93"	" 6.7036"	" 6.5090"	" 6.6812"	" 6.8330"	" 6.6864"	" 6.0663"	" 6.3026"	"Tery_4157"	"gene4198"	"CDS"	6412451	6415675	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: ava:Ava_2136 hypothetical protein"	"NCBI_GP:ABG53164.1"
"Tery_2729"	216.490723175375	-0.635535667695124	0.258045377414839	-2.46288336594933	0.0137824742118243	0.120663093788368	189	286	217	200	298	220	131	"    51.83"	"    44.00"	"    39.76"	"    65.89"	"    54.13"	"    39.41"	"    36.93"	" 5.6961"	" 5.4596"	" 5.3137"	" 6.0423"	" 5.7585"	" 5.3009"	" 5.2070"	"Tery_2729"	"gene2752"	"CDS"	4228935	4232294	"-"	"CP000393.1"	"adenylate/guanylate cyclase"	"PFAM: adenylyl cyclase class-3/4/guanylyl cyclase response regulator receiveR ATP-binding region%2C ATPase-like histidine kinase%2C HAMP region histidine kinase A-like~KEGG: ava:Ava_2148 multi-sensor hybrid histidine kinase"	"InterPro:IPR001054,InterPro:IPR001789,InterPro:IPR003594,InterPro:IPR003660,InterPro:IPR003661,InterPro:IPR004358,InterPro:IPR005467,InterPro:IPR005829,NCBI_GP:ABG51913.1"
"Tery_0096"	286.162063158277	-0.674630876086551	0.274206913262172	-2.46029856818938	0.0138821474840582	0.120869766313252	207	391	227	243	511	346	161	"    56.77"	"    60.15"	"    41.59"	"    80.06"	"    92.81"	"    61.98"	"    45.38"	" 5.8273"	" 5.9107"	" 5.3786"	" 6.3232"	" 6.5364"	" 5.9540"	" 5.5044"	"Tery_0096"	"gene95"	"CDS"	131093	131992	"+"	"CP000393.1"	"Methyltransferase type 12"	"PFAM: Methyltransferase type 12~KEGG: bta:613413 histamine N-methyltransferase"	"InterPro:IPR000051,InterPro:IPR013217,NCBI_GP:ABG49600.1"
"Tery_2243"	774.930406606362	-0.555903954165117	0.226610488428053	-2.45312544013872	0.014162094292375	0.121970557347338	521	909	884	629	1299	742	593	"   142.88"	"   139.83"	"   161.98"	"   207.24"	"   235.93"	"   132.92"	"   167.16"	" 7.1588"	" 7.1276"	" 7.3397"	" 7.6952"	" 7.8823"	" 7.0546"	" 7.3852"	"Tery_2243"	"gene2263"	"CDS"	3489228	3489707	"+"	"CP000393.1"	"putative anti-sigma regulatory factor%2C serine/threonine protein kinase"	"KEGG: ava:Ava_3633 putative anti-sigma regulatory factor (Ser/Thr protein kinase)"	"NCBI_GP:ABG51472.1"
"Tery_2542"	101.603229603294	-0.774901750431713	0.316184302100192	-2.45079134316467	0.0142542555799864	0.122102491194601	95	140	121	81	151	68	70	"    26.05"	"    21.54"	"    22.17"	"    26.69"	"    27.43"	"    12.18"	"    19.73"	" 4.7040"	" 4.4294"	" 4.4713"	" 4.7386"	" 4.7780"	" 3.6078"	" 4.3032"	"Tery_2542"	"gene2563"	"CDS"	3918665	3919102	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: ana:alr7124 unknown protein"	"NCBI_GP:ABG51743.1"
"Tery_3174"	447.483041814949	-0.633232966755362	0.259877463156938	-2.43665979751756	0.0148236182098163	0.12529111348616	429	493	463	400	644	449	279	"   117.65"	"    75.84"	"    84.84"	"   131.79"	"   116.97"	"    80.43"	"    78.65"	" 6.8785"	" 6.2450"	" 6.4068"	" 7.0422"	" 6.8701"	" 6.3299"	" 6.2975"	"Tery_3174"	"gene3202"	"CDS"	4847767	4848852	"-"	"CP000393.1"	"L-alanine dehydrogenase"	"TIGRFAM: alanine dehydrogenase~PFAM: alanine dehydrogenase/PNT-like~KEGG: ava:Ava_0176 alanine dehydrogenase and pyridine nucleotide transhydrogenase"	"InterPro:IPR000205,InterPro:IPR007698,InterPro:IPR007886,InterPro:IPR008141,InterPro:IPR008143,NCBI_GP:ABG52301.1"
"Tery_1993"	418.600244860827	-0.598722857140191	0.246371612163969	-2.43016170524435	0.0150920877008379	0.127180084742563	337	529	379	367	661	499	242	"    92.42"	"    81.38"	"    69.44"	"   120.91"	"   120.06"	"    89.39"	"    68.22"	" 6.5303"	" 6.3467"	" 6.1180"	" 6.9180"	" 6.9077"	" 6.4822"	" 6.0923"	"Tery_1993"	"gene2005"	"CDS"	3108044	3108772	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:alr2207 hypothetical protein"	"NCBI_GP:ABG51244.1"
"Tery_4471"	115.134074365822	-0.798885244850865	0.329967393391632	-2.42110360250864	0.0154734666215531	0.129407044534989	96	112	89	135	166	131	66	"    26.33"	"    17.23"	"    16.31"	"    44.48"	"    30.15"	"    23.47"	"    18.60"	" 4.7191"	" 4.1076"	" 4.0284"	" 5.4753"	" 4.9146"	" 4.5532"	" 4.2184"	"Tery_4471"	"gene4514"	"CDS"	6897392	6900367	"-"	"CP000393.1"	"protein of unknown function DUF450"	"PFAM: type III restriction enzyme%2C res subunit protein of unknown function DUF450  DEAD/DEAH box helicase-like~KEGG: dde:Dde_1859 DEAD/DEAH box helicase-like"	"InterPro:IPR006935,InterPro:IPR007409,InterPro:IPR011545,NCBI_GP:ABG53458.1"
"Tery_2320"	81.7832171039593	-0.801202212097851	0.331613477026876	-2.41607252902124	0.0156889358921054	0.130864667362496	55	121	113	63	133	59	55	"    15.08"	"    18.61"	"    20.71"	"    20.76"	"    24.16"	"    10.57"	"    15.50"	" 3.9159"	" 4.2190"	" 4.3726"	" 4.3762"	" 4.5949"	" 3.4032"	" 3.9555"	"Tery_2320"	"gene2340"	"CDS"	3594845	3595114	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG51543.1"
"Tery_4423"	294.180471820978	-0.553111525813793	0.229969583593902	-2.40515079068248	0.0161657938654378	0.133788783605107	251	472	363	211	415	279	171	"    68.84"	"    72.61"	"    66.51"	"    69.52"	"    75.38"	"    49.98"	"    48.20"	" 6.1053"	" 6.1822"	" 6.0558"	" 6.1195"	" 6.2362"	" 5.6436"	" 5.5913"	"Tery_4423"	"gene4466"	"CDS"	6818479	6819270	"-"	"CP000393.1"	"3-methyl-2-oxobutanoate hydroxymethyltransferase"	"KEGG: ana:all1522 3-methyl-2-oxobutanoate hydroxymethyltransferase~TIGRFAM: 3-methyl-2-oxobutanoate hydroxymethyltransferase~PFAM: Ketopantoate hydroxymethyltransferase"	"InterPro:IPR003700,NCBI_GP:ABG53411.1"
"Tery_3262"	347.992217793124	-0.701930638905668	0.292374128971522	-2.40079599852023	0.0163594538600761	0.134690011314306	341	431	315	356	436	323	219	"    93.52"	"    66.30"	"    57.72"	"   117.29"	"    79.19"	"    57.86"	"    61.73"	" 6.5473"	" 6.0512"	" 5.8512"	" 6.8741"	" 6.3074"	" 5.8548"	" 5.9482"	"Tery_3262"	"gene3290"	"CDS"	5001755	5004514	"+"	"CP000393.1"	"Tetratricopeptide TPR_2"	"PFAM: TPR repeat Tetratricopeptide TPR_3 Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: gvi:glr1061 similar to kinesin light chain"	"InterPro:IPR001440,InterPro:IPR002151,InterPro:IPR011716,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG52374.1"
"Tery_3672"	77.836584272535	-0.937590597663661	0.391726139644122	-2.39348489359288	0.0166891685660626	0.136696334285946	75	73	61	99	99	78	42	"    20.57"	"    11.23"	"    11.18"	"    32.62"	"    17.98"	"    13.97"	"    11.84"	" 4.3631"	" 3.4905"	" 3.4838"	" 5.0280"	" 4.1692"	" 3.8056"	" 3.5667"	"Tery_3672"	"gene3705"	"CDS"	5633961	5635901	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: ana:alr2986 unknown protein"	"NCBI_GP:ABG52733.1"
"Tery_4774"	121.711145891819	-0.655454934262654	0.27374871509825	-2.39436716270032	0.0166490730300547	0.136696334285946	86	130	118	108	213	123	89	"    23.59"	"    20.00"	"    21.62"	"    35.58"	"    38.69"	"    22.03"	"    25.09"	" 4.5604"	" 4.3225"	" 4.4351"	" 5.1535"	" 5.2741"	" 4.4623"	" 4.6495"	"Tery_4774"	"gene4818"	"CDS"	7336544	7337947	"-"	"CP000393.1"	"tRNA modification GTPase trmE"	"TIGRFAM: tRNA modification GTPase TrmE small GTP-binding protein GTP-binding~PFAM: GTP-binding protein%2C HSR1-related~KEGG: ana:all4677 thiophen / furan oxidation protein"	"InterPro:IPR001806,InterPro:IPR002917,InterPro:IPR004520,InterPro:IPR005225,InterPro:IPR005289,NCBI_GP:ABG53727.1"
"Tery_2543"	429.5667628336	-0.558584847709192	0.233883696068238	-2.38830178032683	0.016926436404645	0.137575997171258	362	539	474	361	625	389	310	"    99.28"	"    82.91"	"    86.85"	"   118.94"	"   113.52"	"    69.69"	"    87.38"	" 6.6336"	" 6.3737"	" 6.4407"	" 6.8942"	" 6.8269"	" 6.1230"	" 6.4495"	"Tery_2543"	"gene2564"	"CDS"	3919312	3920388	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: ddi:DDB0217746 hypothetical protein"	"NCBI_GP:ABG51744.1"
"Tery_3802"	828.443457015393	-0.490594136234109	0.205345180393719	-2.38911931262992	0.0168888166178154	0.137575997171258	705	1185	1015	602	1192	791	539	"   193.35"	"   182.29"	"   185.98"	"   198.34"	"   216.50"	"   141.70"	"   151.94"	" 7.5951"	" 7.5101"	" 7.5391"	" 7.6319"	" 7.7583"	" 7.1468"	" 7.2474"	"Tery_3802"	"gene3838"	"CDS"	5844586	5847951	"-"	"CP000393.1"	"histidine kinase"	"PFAM: response regulator receiveR ATP-binding region%2C ATPase-like histidine kinase A-like~KEGG: ana:all2883 two-component sensor histidine kinase"	"InterPro:IPR001789,InterPro:IPR003594,InterPro:IPR003661,InterPro:IPR004358,InterPro:IPR005467,NCBI_GP:ABG52847.1"
"Tery_0184"	200.378731369888	-0.616192436656301	0.258687609888491	-2.38199439440457	0.0172191595643115	0.138386616317301	144	238	185	193	308	188	156	"    39.49"	"    36.61"	"    33.90"	"    63.59"	"    55.94"	"    33.68"	"    43.97"	" 5.3039"	" 5.1946"	" 5.0836"	" 5.9909"	" 5.8061"	" 5.0742"	" 5.4589"	"Tery_0184"	"gene184"	"CDS"	272764	274590	"-"	"CP000393.1"	"serine/threonine protein kinase with WD40 repeats"	"PFAM: protein kinase WD-40 repeat~SMART: Tyrosine protein kinase Serine/threonine protein kinase~KEGG: ana:alr3119 WD repeat protein with Ser/Thr protein kinase motif"	"InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR001680,InterPro:IPR002290,NCBI_GP:ABG49675.1"
"Tery_3828"	75.3873963420001	-0.755201102829618	0.317116091967293	-2.38146572173168	0.0172438955511804	0.138386616317301	35	85	74	80	130	79	54	"     9.60"	"    13.08"	"    13.56"	"    26.36"	"    23.61"	"    14.15"	"    15.22"	" 3.2643"	" 3.7099"	" 3.7623"	" 4.7207"	" 4.5620"	" 3.8240"	" 3.9290"	"Tery_3828"	"gene3865"	"CDS"	5900218	5901993	"-"	"CP000393.1"	"ABC-1"	"PFAM: ABC-1~KEGG: tte:TTE1840 predicted unusual protein kinase"	"InterPro:IPR000719,InterPro:IPR004147,NCBI_GP:ABG52871.1"
