#chromosome	start	end	log2FoldChange
CP000393.1	6037303	6038010	-0.19863903461895802
CP000393.1	5365210	5365992	0.16663236514017302
CP000393.1	354244	356607	0.161901745354372
CP000393.1	401698	402621	-0.149953125498677
CP000393.1	1034058	1035113	0.217792211559225
CP000393.1	3644581	3646008	0.224320263642346
CP000393.1	5252486	5253415	-0.131488163420789
CP000393.1	564791	565687	0.25132077691932997
CP000393.1	3320294	3320944	0.30801798610692
CP000393.1	4003106	4003387	-0.308974698422588
CP000393.1	5001755	5004514	-0.225229947067535
CP000393.1	5136706	5139645	-0.168740197097772
CP000393.1	7072002	7073312	0.183615169042404
CP000393.1	5068307	5070214	0.229280478442318
CP000393.1	6656389	6657726	-0.194477316428754
CP000393.1	2174746	2175996	-0.232546250004308
CP000393.1	6579712	6581169	0.27607754572911797
CP000393.1	5280817	5281719	-0.326556159830524
CP000393.1	1826159	1827190	0.125765795612199
CP000393.1	1568627	1569361	-0.17031208176895402
CP000393.1	1287239	1289170	-0.17845748074348997
CP000393.1	1435221	1435445	0.375525933528506
CP000393.1	6577622	6579505	0.230647749064976
CP000393.1	6053570	6053881	-0.15122003910349802
CP000393.1	6478320	6479099	0.14544615847739198
CP000393.1	3572228	3574060	0.20844338343031102
CP000393.1	7209995	7211125	-0.164317194323531
CP000393.1	298526	300574	0.162250478483425
CP000393.1	5818499	5819272	-0.17717249836841
CP000393.1	4035385	4036191	-0.19229249336526896
CP000393.1	6848691	6849113	-0.164809650233053
CP000393.1	6391780	6392094	0.676847666923556
CP000393.1	6111405	6113033	0.126556256536239
CP000393.1	7641590	7642537	0.493479783549176
CP000393.1	1723362	1724966	0.180554865445101
CP000393.1	3974696	3974914	-0.23542294739913397
CP000393.1	3873909	3874835	-0.18608737939913803
CP000393.1	3114067	3115233	0.148096386062646
CP000393.1	6805225	6808089	-0.178739159426245
CP000393.1	3614311	3615111	0.242892483312876
CP000393.1	783486	784217	0.17481481832877901
CP000393.1	6458807	6460912	0.21987457764674898
CP000393.1	1069580	1069819	0.212874637780534
CP000393.1	3258626	3259342	-0.220823755497143
CP000393.1	5045953	5046927	0.19582322965068302
CP000393.1	6779582	6780403	0.10613964003893599
CP000393.1	1955383	1955784	-0.33043064917549203
CP000393.1	7005578	7005775	0.16928613305113502
CP000393.1	652887	654566	-0.160554619073882
CP000393.1	1041012	1041449	0.15520467269659
CP000393.1	4788951	4789370	0.171674987218953
CP000393.1	5350976	5351644	-0.310490725060393
CP000393.1	6009686	6009883	-0.249504773981355
CP000393.1	7033113	7036100	0.16799140474869598
CP000393.1	6583705	6584580	-0.260412764496102
CP000393.1	620588	621844	0.20624596479208998
CP000393.1	2664454	2665182	0.126281791379661
CP000393.1	4392554	4393909	-0.290081643106322
CP000393.1	6435652	6436602	0.21789710206043802
CP000393.1	597558	598646	-0.22421207737604
CP000393.1	5474963	5475748	-0.24007738351396601
CP000393.1	4533422	4533955	0.22612210556713602
CP000393.1	4830526	4831443	0.153406198552805
CP000393.1	1238060	1239115	0.300360965387243
CP000393.1	2578065	2578424	-0.462633095763661
CP000393.1	3885105	3885875	-0.172776294546605
CP000393.1	443535	444284	0.2197045086795
CP000393.1	2327021	2328724	-0.13770913519154998
CP000393.1	7344438	7346654	-0.132963638141061
CP000393.1	7357523	7359022	0.21308523009169103
CP000393.1	6008576	6009457	-0.127517493662664
CP000393.1	6858460	6859245	-0.138092768120712
CP000393.1	1536955	1538265	0.34477278563669006
CP000393.1	834224	838024	-0.284641154574454
CP000393.1	1793933	1795171	-0.131532779289364
CP000393.1	5418121	5419038	-0.216354037275059
CP000393.1	1126451	1126627	0.23056256701472896
CP000393.1	3568160	3568531	-0.303545387125095
CP000393.1	1206998	1207636	-0.22867231367236898
CP000393.1	2923192	2926284	-0.201634720646632
CP000393.1	497092	497943	-0.227124099371198
CP000393.1	5707847	5709430	0.20098507289571899
CP000393.1	6931402	6932475	0.16798855120953501
CP000393.1	3333958	3334386	-0.39320159547877104
CP000393.1	1997564	1998322	-0.229669118166207
CP000393.1	3447874	3449256	-0.18023016192434
CP000393.1	7217034	7218083	0.240104555702691
CP000393.1	6874976	6878719	-0.36178256523953495
CP000393.1	6076051	6078795	-0.18235403014298301
CP000393.1	3988466	3988867	-0.208733437121089
CP000393.1	4004575	4008168	-0.236732654245802
CP000393.1	222270	224264	0.18681273933644396
CP000393.1	7329873	7332980	-0.24106164421650197
CP000393.1	3735023	3736231	0.149171955182518
CP000393.1	3253560	3253838	-0.267804308520431
CP000393.1	5450918	5451994	0.176124698791278
CP000393.1	5145169	5145780	-0.140226612670116
CP000393.1	4517947	4518867	-0.171218088987232
CP000393.1	7592455	7593471	0.269623704020032
CP000393.1	2133018	2133284	0.29560622568601896
CP000393.1	6990560	6991048	0.36927335443663
CP000393.1	7550127	7551692	0.12608204596239803
CP000393.1	459720	460340	0.18965601428438
CP000393.1	4873372	4874109	-0.145099338998097
CP000393.1	5404712	5404837	0.19458533256567198
CP000393.1	7135900	7136181	-0.218619992992595
CP000393.1	6495672	6496643	-0.352331638353291
CP000393.1	1261083	1261331	-0.227527319158867
CP000393.1	1771236	1772108	-0.277302053026502
CP000393.1	6299635	6300399	0.14955602638173002
CP000393.1	460361	460780	-0.18241078921086698
CP000393.1	3214273	3216798	0.18184586802093103
CP000393.1	1055790	1058525	0.146194382978116
CP000393.1	5193904	5195148	-0.10057772527043199
CP000393.1	6141901	6142839	-0.152278358448167
CP000393.1	7230136	7230768	0.143615305990074
CP000393.1	4882297	4883631	0.12429862471606402
CP000393.1	3008623	3010032	-0.19284208957002
CP000393.1	2182028	2182204	-0.24240928146565602
CP000393.1	4704795	4706996	-0.184817869123081
CP000393.1	7048898	7049746	0.186439536255318
CP000393.1	5503569	5503916	-0.32216038790253804
CP000393.1	4102592	4103863	0.169555613186459
CP000393.1	5251339	5252268	-0.14666641369458402
CP000393.1	6661038	6661244	-0.23959196966662102
CP000393.1	5848354	5849331	-0.139928476466884
CP000393.1	3442819	3445560	0.20684237948949102
CP000393.1	5617272	5617796	0.27244452912829
CP000393.1	6625846	6625968	-0.35696174045178997
CP000393.1	7082009	7082875	0.13602661857529902
CP000393.1	2624876	2625889	-0.0949170152220987
CP000393.1	786994	787938	0.111211153008739
CP000393.1	6555370	6556761	0.14756389102688097
CP000393.1	2434413	2436308	0.241383021873259
CP000393.1	1690505	1691377	-0.15506727567717402
CP000393.1	2970430	2970837	0.199684153334001
CP000393.1	1454098	1454445	0.0826937916544068
CP000393.1	5717512	5719536	0.117316749261414
CP000393.1	495589	496197	-0.18311351833053696
CP000393.1	6046275	6046613	0.149522302141558
CP000393.1	2430333	2432159	-0.2298762719576
CP000393.1	2773777	2774766	0.0845104613890261
CP000393.1	3744874	3745344	-0.136250323124534
CP000393.1	4920861	4922648	0.291323284249609
CP000393.1	3605134	3605445	0.181968746415712
CP000393.1	1763965	1764252	-0.26019096635815
CP000393.1	3523142	3524452	0.134526347759944
CP000393.1	4239074	4239337	-0.17207874514444998
CP000393.1	1406490	1407422	0.128717524840453
CP000393.1	2448737	2449576	0.183059682435183
CP000393.1	5458122	5458682	-0.11434457003449
CP000393.1	2830241	2830828	0.172487509112906
CP000393.1	4203102	4204340	-0.205920785315537
CP000393.1	5771232	5771591	-0.30112792161520396
CP000393.1	3514663	3515331	0.15784884742021899
CP000393.1	4519092	4519349	-0.303578066282456
CP000393.1	2360072	2361457	-0.197474814221872
CP000393.1	4122022	4123299	0.16637441632106
CP000393.1	5595812	5597071	0.16558700612069802
CP000393.1	4427650	4427907	-0.198027115543981
CP000393.1	7339881	7340444	-0.136868202801218
CP000393.1	1183022	1183411	-0.12813844811803898
CP000393.1	7485702	7486523	0.159880440134883
CP000393.1	5669363	5670295	0.24789536411413896
CP000393.1	5363121	5364986	-0.18260584885049
CP000393.1	2461565	2463970	0.11627251592171199
CP000393.1	2429001	2430038	-0.198804361220603
CP000393.1	6307537	6308007	0.15848909414683401
CP000393.1	1209008	1209706	0.24150858933894698
CP000393.1	6581856	6582941	0.23683791943458804
CP000393.1	5259071	5260216	-0.120509028401413
CP000393.1	2469851	2470195	-0.118187151651835
CP000393.1	7290402	7300685	0.259650304141659
CP000393.1	7347148	7349388	-0.0895915503660837
CP000393.1	7574767	7575161	-0.24846488627770302
CP000393.1	1002049	1004481	-0.15972534578707098
CP000393.1	3788235	3788861	-0.126518589305504
CP000393.1	6519947	6520402	-0.227058656827925
CP000393.1	33065	35353	-0.123929634762934
CP000393.1	202233	202853	-0.160106139271898
CP000393.1	1624555	1625238	-0.137843176971129
CP000393.1	1314887	1316677	-0.12665574514831698
CP000393.1	3419070	3420668	-0.0889570751960603
CP000393.1	4498810	4500057	0.16641460429807997
CP000393.1	4239511	4239789	-0.15361542447979298
CP000393.1	4126186	4127463	0.11407679979646301
CP000393.1	3660872	3662839	-0.17003642465578
CP000393.1	2405021	2405527	-0.175943001880538
CP000393.1	2721858	2724755	-0.18083563023173
CP000393.1	3280402	3281733	-0.18416827513717302
CP000393.1	3771486	3772319	0.156664026170022
CP000393.1	3876821	3878002	-0.129233760313816
CP000393.1	6408063	6409385	-0.164755244799702
CP000393.1	3128345	3128986	0.17677450465590697
CP000393.1	5752994	5753275	0.133109674623116
CP000393.1	6421393	6422166	0.121504744604252
CP000393.1	884921	886705	0.229770135144092
CP000393.1	6275782	6276228	0.169926334622779
CP000393.1	4994117	4994503	-0.16433759285434196
CP000393.1	984446	985642	0.12897173561510303
CP000393.1	2870936	2872063	0.14624105659080802
CP000393.1	3273185	3273610	0.13672632274108198
CP000393.1	3345065	3345178	-0.222802756827111
CP000393.1	5555019	5556713	-0.124576839793176
CP000393.1	2688586	2689356	-0.116218818608931
CP000393.1	5706775	5707839	0.24901133692468103
CP000393.1	4204510	4205010	0.19999073480999202
CP000393.1	5628467	5630566	-0.137593155493215
CP000393.1	2436827	2439940	-0.16334474439468
CP000393.1	5484593	5487043	0.106954603490874
CP000393.1	4099547	4100023	0.18832926390333202
CP000393.1	4524097	4525353	0.19362166287784302
CP000393.1	2353054	2353818	-0.17596225732564497
CP000393.1	4043562	4045433	-0.161854857824006
CP000393.1	1797129	1797368	0.183521207439198
CP000393.1	5099412	5099816	0.305070603967415
CP000393.1	6781672	6783426	0.10388891908502901
CP000393.1	4691229	4692008	-0.110758877965662
CP000393.1	877194	878096	-0.157210077566386
CP000393.1	4361784	4363232	0.16052238076182598
CP000393.1	2846024	2847016	-0.10295448643869301
CP000393.1	902632	912891	-0.280802016365776
CP000393.1	1251949	1252959	-0.189979389790704
CP000393.1	3899425	3900138	0.15332505209122
CP000393.1	7691880	7692713	-0.198846030700054
CP000393.1	4581356	4582321	-0.185515138801789
CP000393.1	1652249	1653973	-0.11555367030812799
CP000393.1	423919	424896	-0.152563284661875
CP000393.1	5057858	5058589	0.140285097228203
CP000393.1	5614484	5614663	-0.273664710795896
CP000393.1	6328589	6328903	-0.0867712150330803
CP000393.1	5209139	5209786	0.12535111247180097
CP000393.1	2680177	2680371	0.28167949091288297
CP000393.1	7522339	7522803	0.12564976897355598
CP000393.1	6832027	6832482	-0.210646124431198
CP000393.1	6166755	6166874	-0.19135477722261302
CP000393.1	4093142	4093627	-0.123537264366336
CP000393.1	4660869	4661345	0.0903924374240909
CP000393.1	3447381	3447902	-0.260449073509517
CP000393.1	5465054	5466169	-0.12111578673413399
CP000393.1	7147493	7148251	0.139675947639305
CP000393.1	5554346	5554651	-0.23591234694160101
CP000393.1	1730625	1730951	-0.16447720103421698
CP000393.1	882334	882663	0.280825089867508
CP000393.1	2386434	2388755	0.226272961005635
CP000393.1	1142186	1143223	0.213230994006934
CP000393.1	3209480	3210550	-0.156789296096655
CP000393.1	6335523	6335828	0.108212862614715
CP000393.1	6455375	6457474	0.0966350026901202
CP000393.1	631426	633651	-0.12070667203066901
CP000393.1	3000891	3001781	-0.12185368742527401
CP000393.1	5697711	5698598	-0.0930276592303832
CP000393.1	1355925	1357523	0.194068204398951
CP000393.1	7042100	7043542	0.207190686866992
CP000393.1	1284895	1285095	0.14714945636203602
CP000393.1	6926796	6927317	-0.115663766640046
CP000393.1	1190971	1191594	-0.086914044479752
CP000393.1	6946280	6947062	-0.14439518103063698
CP000393.1	3112190	3113221	-0.0744514532814789
CP000393.1	3672572	3675706	0.15432651301119
CP000393.1	397560	398477	-0.13683087071539402
CP000393.1	6935042	6935125	-0.399551111298841
CP000393.1	1501447	1501731	-0.17973192560553197
CP000393.1	4989560	4991563	-0.10905755374775099
CP000393.1	5420313	5421527	0.124805254759345
CP000393.1	2028123	2028449	-0.16473664592870002
CP000393.1	4169525	4170607	0.20686095452650302
CP000393.1	3646593	3646931	0.20481088922649598
CP000393.1	3676730	3678637	0.150263092450207
CP000393.1	750262	750672	0.103708162488292
CP000393.1	4679318	4679872	-0.129753896295426
CP000393.1	6222730	6223422	0.13543532970833302
CP000393.1	6333692	6334213	0.0758682838586842
CP000393.1	6658354	6659658	0.155308801532601
CP000393.1	1409261	1410328	-0.108895761274944
CP000393.1	2748048	2748356	-0.159497028290059
CP000393.1	5214026	5214313	-0.24898031826193304
CP000393.1	7276607	7276858	0.136873588791996
CP000393.1	3966897	3967622	-0.147697460856572
CP000393.1	6496894	6497961	-0.21219761880800103
CP000393.1	849080	850216	0.0910299228257015
CP000393.1	3191151	3191852	-0.14626280581059803
CP000393.1	6674749	6675789	0.0956937415268159
CP000393.1	2235212	2236372	0.23454247337061
CP000393.1	4201888	4202796	-0.157047936423736
CP000393.1	1054463	1054726	-0.243356446742323
CP000393.1	5573494	5573567	-0.584985537424298
CP000393.1	3142381	3142728	0.105901157781851
CP000393.1	949911	952352	0.23516389001532398
CP000393.1	3048340	3050928	-0.10678638561575599
CP000393.1	3224428	3226050	0.0624195367160864
CP000393.1	1527065	1528504	0.10447299098430199
CP000393.1	1844523	1847486	0.2097335612723
CP000393.1	356894	357769	-0.127607498635676
CP000393.1	417849	420950	-0.20638666676216502
CP000393.1	1601167	1601847	0.0992885518647869
CP000393.1	3137164	3138645	-0.35672792170740797
CP000393.1	3676131	3676451	-0.267493542751112
CP000393.1	3778206	3779021	0.157951665509571
CP000393.1	5590250	5590597	0.13054596441242802
CP000393.1	585492	588713	0.145931369668431
CP000393.1	3352625	3352966	-0.0887279047422572
CP000393.1	603834	605684	0.221802579175432
CP000393.1	2878439	2880205	0.113300476735444
CP000393.1	7005014	7005349	0.14429149909986
CP000393.1	4667958	4668866	0.11353774079589801
CP000393.1	5515788	5519246	0.13246105395236601
CP000393.1	3425074	3425418	-0.161387320054719
CP000393.1	5016574	5017668	-0.0877868440585353
CP000393.1	6323891	6324538	-0.132042714420025
CP000393.1	3062275	3063909	-0.111157701234139
CP000393.1	1569547	1570164	0.108301034011496
CP000393.1	2510404	2511453	-0.201472218566378
CP000393.1	3912586	3914037	0.0768646256718945
CP000393.1	4105693	4107018	0.181020786154713
CP000393.1	5360690	5361685	0.162819396780178
CP000393.1	2472377	2472628	0.151916405047743
CP000393.1	2852833	2853090	-0.22215683033121697
CP000393.1	6670078	6671712	0.14870645135725102
CP000393.1	2288744	2289148	-0.111750509136433
CP000393.1	6787016	6787294	0.173007718739013
CP000393.1	5406523	5408379	-0.16541805644795599
CP000393.1	566682	567677	0.10350007629603801
CP000393.1	3026642	3027607	-0.0667764069344504
CP000393.1	5823462	5825531	-0.0793896783088933
CP000393.1	6436612	6437067	0.0895856047736957
CP000393.1	781534	783267	0.0696934734458697
CP000393.1	1394263	1395375	0.12216092987239599
CP000393.1	5387910	5388992	0.122496918606929
CP000393.1	4243094	4243852	-0.0921878808192053
CP000393.1	4860319	4862109	-0.12546812038355698
CP000393.1	600305	603121	-0.251467623731286
CP000393.1	4222509	4223261	-0.15475100554747598
CP000393.1	4259401	4260618	0.148604514777647
CP000393.1	4496681	4496827	-0.16990003143752097
CP000393.1	3274392	3275078	0.18127883036656897
CP000393.1	7079991	7080179	0.114673308148009
CP000393.1	5437935	5440724	0.13460218104485902
CP000393.1	196262	197389	0.13847926576984698
CP000393.1	887761	889149	-0.120505888683916
CP000393.1	2470555	2472012	0.0929575086975946
CP000393.1	2655837	2657066	-0.12392656056695901
CP000393.1	4573381	4574745	0.100204168555086
CP000393.1	4868630	4869316	0.184241829324297
CP000393.1	5267766	5267839	-0.4225981533527379
CP000393.1	5850161	5851720	-0.07971074097027
CP000393.1	6859545	6860168	-0.0976327412124937
CP000393.1	6040954	6041544	-0.09234085438668
CP000393.1	6784360	6785442	0.11107531514323801
CP000393.1	3363039	3363776	-0.0639476861927378
CP000393.1	1810140	1810895	-0.0727964331296979
CP000393.1	478266	479129	-0.13060212028962198
CP000393.1	6703129	6704442	-0.146354686803328
CP000393.1	4901297	4903483	0.0930563589195895
CP000393.1	1414773	1416365	-0.15825202391756601
CP000393.1	3544888	3545535	-0.148738278968257
CP000393.1	802278	802730	-0.135624801078424
CP000393.1	3744329	3744562	0.0658771247849352
CP000393.1	4009524	4010216	-0.19556871809512
CP000393.1	2209262	2209720	0.106834257631358
CP000393.1	1222758	1223264	-0.11186336093644698
CP000393.1	3881068	3882018	-0.0723293710851902
CP000393.1	4495869	4496225	0.0830645526735895
CP000393.1	5096954	5098195	-0.127476297425476
CP000393.1	7644229	7645377	0.19980321103885998
CP000393.1	5218020	5219663	-0.111640492094142
CP000393.1	7635217	7636134	-0.08991595870624902
CP000393.1	808988	809668	-0.11056786788180802
CP000393.1	2167779	2168330	-0.11536817865609199
CP000393.1	2689465	2689677	0.09086144022452099
CP000393.1	5836695	5839820	-0.129738439582441
CP000393.1	6079121	6080560	0.15315262897949802
CP000393.1	6300673	6301437	0.0743869921136454
CP000393.1	961521	963302	0.0952046705887037
CP000393.1	818923	820263	-0.123751857496176
CP000393.1	1004527	1006728	-0.0869613503835626
CP000393.1	1239818	1240066	-0.215816416819393
CP000393.1	2227883	2228242	-0.0937988166586778
CP000393.1	2297560	2298819	-0.0661699897125043
CP000393.1	2329093	2329341	-0.118970979048464
CP000393.1	3866500	3868455	0.0858800217918463
CP000393.1	3984008	3984250	-0.118400380771584
CP000393.1	4913653	4917567	-0.0612209805069633
CP000393.1	5408697	5409788	-0.121312772679612
CP000393.1	5702511	5702855	0.108995885948999
CP000393.1	6927382	6927819	-0.0944539459084527
CP000393.1	7231455	7231844	0.0862474665385302
CP000393.1	1210324	1212036	0.131969533074452
CP000393.1	5186300	5187079	0.115002575651841
CP000393.1	1615167	1615469	-0.203675208029304
CP000393.1	791975	793528	-0.0799105173836964
CP000393.1	3773152	3774237	0.1366788622455
CP000393.1	5030998	5032506	0.0754343793125075
CP000393.1	5631749	5632354	0.0983276954681011
CP000393.1	6027159	6028307	0.0890742005372178
CP000393.1	6410653	6411390	0.0831405933476691
CP000393.1	7395799	7396938	0.11694055997366301
CP000393.1	3016554	3017336	0.119671018967304
CP000393.1	2453967	2454782	-0.0948286711937694
CP000393.1	3498006	3498710	-0.107214089073545
CP000393.1	1458463	1458756	-0.108321607252617
CP000393.1	2502921	2502994	-0.448555464689508
CP000393.1	3520677	3522032	0.118487722237786
CP000393.1	4832651	4833178	-0.0854552179683437
CP000393.1	2285467	2285946	0.0996422467083207
CP000393.1	100518	101846	-0.0753174738725253
CP000393.1	3779129	3779332	-0.19630004667947698
CP000393.1	3213305	3214297	-0.11157289960719198
CP000393.1	1091046	1093646	-0.0649721586594524
CP000393.1	4661640	4662857	0.0949042756054938
CP000393.1	5833654	5834811	-0.142914185883437
CP000393.1	3042694	3043569	0.0889292152089549
CP000393.1	6727533	6728279	0.108267780967
CP000393.1	4801313	4801606	-0.141589445918835
CP000393.1	5105557	5108871	-0.110250517964494
CP000393.1	990764	992905	0.0615387898778358
CP000393.1	2317317	2317547	0.140402661293751
CP000393.1	3409177	3410082	0.118691019453754
CP000393.1	980268	980867	-0.128833352037186
CP000393.1	3319524	3320183	-0.11314877851796999
CP000393.1	3583508	3583900	-0.12056765808166399
CP000393.1	583692	585479	-0.0969353601865087
CP000393.1	5701248	5701946	-0.0594549736243321
CP000393.1	1594657	1595790	0.0638883919345343
CP000393.1	1721596	1723065	-0.12159754611620899
CP000393.1	4768222	4771032	0.153746033836169
CP000393.1	5442199	5443665	-0.0883820798414441
CP000393.1	4951721	4953925	-0.0729975605706531
CP000393.1	198506	199444	0.128875357117359
CP000393.1	1811022	1811618	0.0712521507531038
CP000393.1	913780	923676	-0.168379121751435
CP000393.1	7146058	7146837	-0.0842833580772857
CP000393.1	3116621	3117832	-0.0873928518226369
CP000393.1	1190194	1190901	-0.0755141267014942
CP000393.1	1296180	1296470	-0.198134873862754
CP000393.1	71135	71347	0.127890960906217
CP000393.1	623997	626591	-0.093253408632411
CP000393.1	1828262	1828981	0.0557200924077005
CP000393.1	1627718	1628632	0.12065730862540198
CP000393.1	1696856	1697746	0.0948508935184972
CP000393.1	4789405	4790532	0.07252999257542199
CP000393.1	7428607	7429086	-0.20306818460176101
CP000393.1	6816642	6817727	-0.0934273072071432
CP000393.1	280981	281054	-0.49403505465174896
CP000393.1	5733996	5734433	-0.12979189134427302
CP000393.1	1051875	1053653	0.0723232834978432
CP000393.1	6030966	6033395	0.0858043082514716
CP000393.1	2466637	2468106	-0.0690179775603601
CP000393.1	3378982	3380412	0.115727399292123
CP000393.1	3755804	3758281	0.131913814264527
CP000393.1	5550523	5551482	-0.0784691071020906
CP000393.1	5668144	5669160	-0.14328098687295301
CP000393.1	2473654	2474316	0.118463155035535
CP000393.1	1875929	1876612	-0.14547387527906303
CP000393.1	6582942	6583523	-0.19295890585816602
CP000393.1	2454785	2455579	0.0788793021224848
CP000393.1	3666894	3668879	-0.197993697135345
CP000393.1	5203295	5204236	0.0996204755712113
CP000393.1	7719995	7721242	-0.0690266432289321
CP000393.1	3747165	3747437	0.08444408718984
CP000393.1	5690362	5691576	0.0811655533293086
CP000393.1	1221650	1222027	0.112968524113532
CP000393.1	1371920	1375666	-0.131565903282818
CP000393.1	2271384	2272046	0.0631447337602686
CP000393.1	1583042	1583944	-0.0824794236762314
CP000393.1	2447092	2447358	0.10978441596730498
CP000393.1	2335843	2336226	0.12738428964338
CP000393.1	2263346	2263981	-0.0737478553159555
CP000393.1	2336377	2337459	-0.0851262934589338
CP000393.1	4738906	4739259	0.193110473322162
CP000393.1	5266852	5267217	0.087841932607086
CP000393.1	6167268	6167498	0.0886257664251148
CP000393.1	1058584	1058949	0.0755435125359706
CP000393.1	4107150	4107743	0.15131770659986402
CP000393.1	5600692	5601420	-0.0952771545215138
CP000393.1	810760	811599	-0.104942030629212
CP000393.1	7118189	7119121	0.0910596440485767
CP000393.1	4834389	4834616	0.0817326814686131
CP000393.1	5653497	5654852	-0.101275170076452
CP000393.1	320516	321466	-0.0762522508598907
CP000393.1	6912651	6913448	-0.10068648151654198
CP000393.1	5191387	5191800	0.11584527751636099
CP000393.1	76285	76875	0.11883513728675399
CP000393.1	2130195	2130680	0.0769624811445112
CP000393.1	2979022	2980677	0.0483127167111868
CP000393.1	5453262	5454149	-0.0588395118188222
CP000393.1	1525249	1525980	0.0625287987153173
CP000393.1	2394705	2397167	0.0941684339548964
CP000393.1	4471576	4471779	0.08956273275944698
CP000393.1	6804305	6804664	0.115758063351756
CP000393.1	6869160	6870812	0.098423595062747
CP000393.1	7721750	7722283	0.071829905782943
CP000393.1	4129512	4130651	-0.0764985816166085
CP000393.1	6090836	6093529	-0.11761195883390499
CP000393.1	1127118	1127594	-0.0951044988961087
CP000393.1	7133643	7134593	-0.0621424595765365
CP000393.1	5968655	5974453	-0.0801193531647459
CP000393.1	4365954	4366712	0.118228936837447
CP000393.1	3229985	3230479	-0.0594108896159582
CP000393.1	3210893	3211867	-0.162253408211167
CP000393.1	5404991	5405113	-0.107912206318468
CP000393.1	6212390	6214834	-0.147973972382039
CP000393.1	1629979	1630473	0.0761043140674474
CP000393.1	3305146	3306342	0.16882993192665
CP000393.1	5936030	5937514	0.0630537637433914
CP000393.1	2772337	2773359	0.0581849197031261
CP000393.1	1114288	1115352	-0.0781612588400434
CP000393.1	5175033	5176229	0.109566363953323
CP000393.1	7686020	7686208	-0.0732763567648172
CP000393.1	6143635	6144861	-0.0935943972545357
CP000393.1	6298181	6298846	0.0685693720202383
CP000393.1	7411295	7411717	0.0931496284230585
CP000393.1	1258410	1260767	0.22156028146623197
CP000393.1	2389695	2390372	-0.104337786532108
CP000393.1	3746220	3746495	0.103825634102698
CP000393.1	5223199	5226822	-0.0722029326003747
CP000393.1	6740979	6741560	-0.0668050363442895
CP000393.1	7638584	7639378	-0.15854437095010002
CP000393.1	2921966	2923147	-0.126034592033835
CP000393.1	6636392	6637150	0.0942749590322175
CP000393.1	7238015	7239160	0.12689407346539802
CP000393.1	2333973	2335067	0.0735435729746921
CP000393.1	2348274	2349449	0.0686963914056513
CP000393.1	2670584	2670853	0.0655734423006786
CP000393.1	3944848	3946692	0.12579578024302498
CP000393.1	4034054	4034458	-0.07815216693090599
CP000393.1	5133312	5133779	-0.0808874322937226
CP000393.1	6928469	6929314	-0.06065224591435299
CP000393.1	2019402	2021213	-0.0888396309776272
CP000393.1	413407	415158	0.051083365721307
CP000393.1	5095641	5096858	0.0743150649350706
CP000393.1	6120621	6121061	0.0808606063219086
CP000393.1	5804180	5804863	0.0824573350623268
CP000393.1	6652210	6652848	0.0673337364826558
CP000393.1	3194858	3195511	0.0726050780501509
CP000393.1	2870485	2870898	0.12142221912745699
CP000393.1	5115330	5116049	-0.126646358966125
CP000393.1	995266	996087	0.0710259230739391
CP000393.1	1403156	1404088	-0.0577815836539021
CP000393.1	6481410	6482798	-0.0895989758914614
CP000393.1	94683	96173	0.0447642347909307
CP000393.1	2299624	2300118	0.06236302903935599
CP000393.1	6218684	6218929	0.0911436125257255
CP000393.1	6826231	6827475	0.0984345750202974
CP000393.1	1126763	1126903	0.0979933959876514
CP000393.1	4558552	4558815	0.165390547548133
CP000393.1	7114738	7115364	-0.125359286679746
CP000393.1	4358134	4361091	-0.13688266566319698
CP000393.1	5988706	5989332	-0.149371620447604
CP000393.1	3785863	3785935	0.49260573848330796
CP000393.1	4268906	4269508	-0.0909777376410498
CP000393.1	2170544	2171125	0.0543028558405172
CP000393.1	2379271	2381265	-0.0726382875301549
CP000393.1	2675710	2676027	-0.0524600373315073
CP000393.1	2726086	2727363	0.06474121169738299
CP000393.1	5067364	5067738	0.0634045944565588
CP000393.1	7252839	7253396	-0.0736400320921812
CP000393.1	5741588	5741659	-0.284908453675102
CP000393.1	6913662	6914867	0.0587566351135941
CP000393.1	4523134	4523571	-0.07409832725620098
CP000393.1	4588813	4590948	0.0801709314101396
CP000393.1	7192118	7192819	0.0846473341261149
CP000393.1	41475	41900	0.120862823982045
CP000393.1	4113226	4113612	0.055900868725260004
CP000393.1	4829515	4830492	-0.0295965145460822
CP000393.1	7647156	7647725	-0.0854386365528853
CP000393.1	7463513	7463848	0.0549565066063991
CP000393.1	3772422	3772862	0.09673380742160902
CP000393.1	6777124	6777501	-0.08209092425759301
CP000393.1	3131900	3132613	0.0589573021401045
CP000393.1	5102936	5103706	-0.113581379712914
CP000393.1	2669092	2670216	0.0342480660181752
CP000393.1	3961845	3962267	0.0710408488112359
CP000393.1	3271270	3271686	-0.0607213226835994
CP000393.1	5954948	5955229	-0.10265764931022699
CP000393.1	3732458	3733939	-0.0748005948289931
CP000393.1	5113872	5115197	0.0628563830405476
CP000393.1	384785	385255	-0.0900265696187834
CP000393.1	2093317	2094477	-0.0478594386968723
CP000393.1	3592521	3593426	-0.0642651257030044
CP000393.1	4261308	4262180	-0.0467229020783545
CP000393.1	3127156	3128292	0.0864126183182547
CP000393.1	3028348	3028611	-0.0768966102547219
CP000393.1	7199627	7200982	0.0549254147642096
CP000393.1	1208481	1209008	0.122731029937677
CP000393.1	5265502	5265750	-0.0611848647743489
