#chromosome	start	end	baseMean_HFe
CP000393.1	2174746	2175996	69.2990354821594
CP000393.1	6579712	6581169	152.762323865951
CP000393.1	5280817	5281719	52.10162292522679
CP000393.1	1826159	1827190	2568.0517236749697
CP000393.1	1568627	1569361	287.137460139216
CP000393.1	1287239	1289170	311.670770005336
CP000393.1	1435221	1435445	15.2909734637061
CP000393.1	6577622	6579505	94.09881960715599
CP000393.1	6053570	6053881	715.31750679571
CP000393.1	6478320	6479099	326.091010577955
CP000393.1	3572228	3574060	324.75892222061196
CP000393.1	7209995	7211125	397.994772632419
CP000393.1	298526	300574	211.572873239415
CP000393.1	5818499	5819272	620.512792637503
CP000393.1	4035385	4036191	327.456088794817
CP000393.1	6848691	6849113	287.508062423423
CP000393.1	6391780	6392094	11734.805007676101
CP000393.1	6111405	6113033	1080.9105328728099
CP000393.1	7641590	7642537	14.307730674969001
CP000393.1	1723362	1724966	285.06900348509
CP000393.1	3974696	3974914	526.780942751277
CP000393.1	3873909	3874835	148.15871819851802
CP000393.1	3114067	3115233	299.800374458885
CP000393.1	6805225	6808089	120.441031115082
CP000393.1	3614311	3615111	1423.1953146629
CP000393.1	783486	784217	2693.52301101239
CP000393.1	6458807	6460912	208.131291660088
CP000393.1	1069580	1069819	49.1693896103659
CP000393.1	3258626	3259342	312.889340718781
CP000393.1	5045953	5046927	185.628977973382
CP000393.1	6779582	6780403	1421.65049314836
CP000393.1	1955383	1955784	16.9173240113693
CP000393.1	7005578	7005775	1703.97231527721
CP000393.1	652887	654566	1316.0966931267599
CP000393.1	1041012	1041449	122.1294958726
CP000393.1	4788951	4789370	151.89508433627
CP000393.1	5350976	5351644	23.067409781206496
CP000393.1	6009686	6009883	106.29201184373301
CP000393.1	7033113	7036100	158.564780758205
CP000393.1	6583705	6584580	59.3410797523157
CP000393.1	620588	621844	4951.82736347583
CP000393.1	2664454	2665182	2311.2289004190197
CP000393.1	4392554	4393909	22.089175218916
CP000393.1	6435652	6436602	2480.3587185850697
CP000393.1	597558	598646	110.26822875449601
CP000393.1	5474963	5475748	60.5234806619991
CP000393.1	4533422	4533955	913.648241717975
CP000393.1	4830526	4831443	2572.48733280494
CP000393.1	1238060	1239115	802.107483445593
CP000393.1	2578065	2578424	9.870680666054119
CP000393.1	3885105	3885875	143.31968013398998
CP000393.1	443535	444284	70.72928813141759
CP000393.1	2327021	2328724	1052.47924195444
CP000393.1	7344438	7346654	228.03416343430402
CP000393.1	7357523	7359022	168.615563887039
CP000393.1	6008576	6009457	619.455695376203
CP000393.1	6858460	6859245	330.164466772292
CP000393.1	1536955	1538265	16.854844145073802
CP000393.1	834224	838024	73.5904877528523
CP000393.1	1793933	1795171	1089.4825656958599
CP000393.1	5418121	5419038	40.8035256383659
CP000393.1	1126451	1126627	49.530304108158504
CP000393.1	3568160	3568531	25.985349729609105
CP000393.1	1206998	1207636	48.246783156407005
CP000393.1	2923192	2926284	69.511307268503
CP000393.1	497092	497943	33.1206262920885
CP000393.1	5707847	5709430	86.88087356092991
CP000393.1	6931402	6932475	1929.90047885093
CP000393.1	3333958	3334386	11.0798617670997
CP000393.1	1997564	1998322	78.5402074328275
CP000393.1	3447874	3449256	91.4563256343108
CP000393.1	7217034	7218083	280.284951439086
CP000393.1	6874976	6878719	401.48110833510003
CP000393.1	6076051	6078795	271.920184436407
CP000393.1	3988466	3988867	65.5345679896336
CP000393.1	4004575	4008168	446.41742707981695
CP000393.1	222270	224264	1180.65515920904
CP000393.1	7329873	7332980	130.12735414544
CP000393.1	3735023	3736231	120.395053803203
CP000393.1	3253560	3253838	23.272934281974003
CP000393.1	5450918	5451994	1376.3503803960998
CP000393.1	5145169	5145780	804.250021039186
CP000393.1	4517947	4518867	79.140868231244
CP000393.1	7592455	7593471	27.678561529520803
CP000393.1	2133018	2133284	21.764691708938
CP000393.1	6990560	6991048	16.8909094764477
CP000393.1	7550127	7551692	819.163703663719
CP000393.1	459720	460340	196.394492405098
CP000393.1	4873372	4874109	617.866037000407
CP000393.1	5404712	5404837	2744.70278280383
CP000393.1	7135900	7136181	151.23657099225
CP000393.1	6495672	6496643	11.7118408544966
CP000393.1	1261083	1261331	35.0978748846513
CP000393.1	1771236	1772108	19.5017195038719
CP000393.1	6299635	6300399	1076.89129666696
CP000393.1	460361	460780	1629.1309155325303
CP000393.1	3214273	3216798	66.84645148021171
CP000393.1	1055790	1058525	688.014936682598
CP000393.1	5193904	5195148	2278.23897762971
CP000393.1	6141901	6142839	761.774198033739
CP000393.1	7230136	7230768	920.604998171306
CP000393.1	4882297	4883631	1286.0673379591499
CP000393.1	3008623	3010032	90.4970639984474
CP000393.1	2182028	2182204	32.718011395981996
CP000393.1	4704795	4706996	212.55976610122397
CP000393.1	7048898	7049746	75.0666959733413
CP000393.1	5503569	5503916	14.0270152889123
CP000393.1	4102592	4103863	105.041861657254
CP000393.1	5251339	5252268	902.6651033576759
CP000393.1	6661038	6661244	44.348436447718896
CP000393.1	5848354	5849331	517.410845311136
CP000393.1	3442819	3445560	6164.2159026277695
CP000393.1	5617272	5617796	1282.9505010800199
CP000393.1	6625846	6625968	3474.12862268549
CP000393.1	7082009	7082875	363.585073053379
CP000393.1	2624876	2625889	948.2203397636699
CP000393.1	786994	787938	700.2069122281509
CP000393.1	6555370	6556761	220.335612568194
CP000393.1	2434413	2436308	45.696870647813796
CP000393.1	1690505	1691377	163.451049815599
CP000393.1	2970430	2970837	47.7205666810841
CP000393.1	1454098	1454445	1039.35912286904
CP000393.1	5717512	5719536	2102.37604516592
CP000393.1	495589	496197	61.058392426803294
CP000393.1	6046275	6046613	5167.78474054818
CP000393.1	2430333	2432159	113.989084834766
CP000393.1	2773777	2774766	471.66227306142997
CP000393.1	3744874	3745344	704.413202902438
CP000393.1	4920861	4922648	23.3446992882813
CP000393.1	3605134	3605445	1152.0707789651499
CP000393.1	1763965	1764252	1070.31654110524
CP000393.1	3523142	3524452	1350.97709430316
CP000393.1	4239074	4239337	246.42632226347303
CP000393.1	1406490	1407422	494.938006381892
CP000393.1	2448737	2449576	359.684382185716
CP000393.1	5458122	5458682	1821.83048750547
CP000393.1	2830241	2830828	214.474325882716
CP000393.1	4203102	4204340	640.663128748037
CP000393.1	5771232	5771591	87.47984753949422
CP000393.1	3514663	3515331	119.561117556371
CP000393.1	4519092	4519349	17.3913382573425
CP000393.1	2360072	2361457	209.08580625355802
CP000393.1	4122022	4123299	2911.6552689394202
CP000393.1	5595812	5597071	58.6785289381341
CP000393.1	4427650	4427907	36.765298990134895
CP000393.1	7339881	7340444	353.496089385139
CP000393.1	1183022	1183411	2319.5873227887
CP000393.1	7485702	7486523	166.876860153391
CP000393.1	5669363	5670295	29.415317259263897
CP000393.1	5363121	5364986	93.5346942689417
CP000393.1	2461565	2463970	2156.723019038
CP000393.1	2429001	2430038	1055.52446631424
CP000393.1	6307537	6308007	564.766579745969
CP000393.1	1209008	1209706	23.5349379256564
CP000393.1	6581856	6582941	37.2527555679831
CP000393.1	5259071	5260216	347.37394825841005
CP000393.1	2469851	2470195	427.614375960778
CP000393.1	7290402	7300685	1132.6651385116302
CP000393.1	7347148	7349388	292.743453476624
CP000393.1	7574767	7575161	393575.521179669
CP000393.1	1002049	1004481	522.7683078353659
CP000393.1	3788235	3788861	624.25433246518
CP000393.1	6519947	6520402	30.153544336877605
CP000393.1	33065	35353	2587.67656361077
CP000393.1	202233	202853	951.02676880269
CP000393.1	1624555	1625238	1313.24618903182
CP000393.1	1314887	1316677	458.19538263053397
CP000393.1	3419070	3420668	627.815893782634
CP000393.1	4498810	4500057	182.60699922272
CP000393.1	4239511	4239789	497.769798734456
CP000393.1	4126186	4127463	319.007712050736
CP000393.1	3660872	3662839	943.644909430937
CP000393.1	2405021	2405527	535.695861634208
CP000393.1	2721858	2724755	316.407649789086
CP000393.1	3280402	3281733	299.336078491789
CP000393.1	3771486	3772319	104.59547863722601
CP000393.1	3876821	3878002	574.160431878247
CP000393.1	6408063	6409385	297.36097160476004
CP000393.1	3128345	3128986	54.153211368495505
CP000393.1	5752994	5753275	88.3683366659843
CP000393.1	6421393	6422166	181.247294888745
CP000393.1	884921	886705	33.200825403824304
CP000393.1	6275782	6276228	231.67751496893902
CP000393.1	4994117	4994503	97.6443202670395
CP000393.1	984446	985642	292.182769266707
CP000393.1	2870936	2872063	71.8610691592159
CP000393.1	3273185	3273610	252.520675452591
CP000393.1	3345065	3345178	2267.1170150845396
CP000393.1	5555019	5556713	298.586916444275
CP000393.1	2688586	2689356	372.275927654148
CP000393.1	5706775	5707839	21.6707890812744
CP000393.1	4204510	4205010	34.223193746476696
CP000393.1	5628467	5630566	140.989204586868
CP000393.1	2436827	2439940	49.9486902458001
CP000393.1	5484593	5487043	257.954290860416
CP000393.1	4099547	4100023	39.5594958969703
CP000393.1	4524097	4525353	50.660868444932795
CP000393.1	2353054	2353818	62.0904115659081
CP000393.1	4043562	4045433	1440.2054138278102
CP000393.1	1797129	1797368	108.63321990731501
CP000393.1	5099412	5099816	22.779357259043103
CP000393.1	6781672	6783426	318.148802154096
CP000393.1	4691229	4692008	565.585617526497
CP000393.1	877194	878096	597.046119859246
CP000393.1	4361784	4363232	84.9664704911033
CP000393.1	2846024	2847016	233.31812189309798
CP000393.1	902632	912891	154.877317183857
CP000393.1	1251949	1252959	405.909961421512
CP000393.1	3899425	3900138	571.360891587153
CP000393.1	7691880	7692713	332.313681890054
CP000393.1	4581356	4582321	36.1165561642688
CP000393.1	1652249	1653973	853.082895194184
CP000393.1	423919	424896	80.1528544645629
CP000393.1	5057858	5058589	437.022140553759
CP000393.1	5614484	5614663	15.6698683909918
CP000393.1	6328589	6328903	848.511099685208
CP000393.1	5209139	5209786	900.609529683524
CP000393.1	2680177	2680371	13.3164194372441
CP000393.1	7522339	7522803	197.17894272932998
CP000393.1	6832027	6832482	26.773084470471698
CP000393.1	6166755	6166874	52.47660659538771
CP000393.1	4093142	4093627	147.08256527905198
CP000393.1	4660869	4661345	1323.65724457481
CP000393.1	3447381	3447902	19.2210041178152
CP000393.1	5465054	5466169	286.510959407093
CP000393.1	7147493	7148251	139.402240777173
CP000393.1	5554346	5554651	17.794804188032398
CP000393.1	1730625	1730951	204.346493087761
CP000393.1	882334	882663	12.5731841331839
CP000393.1	2386434	2388755	178.979216476179
CP000393.1	1142186	1143223	316.57004825573995
CP000393.1	3209480	3210550	65.5272308535269
CP000393.1	6335523	6335828	186.03781778695802
CP000393.1	6455375	6457474	320.003367684451
CP000393.1	631426	633651	111.69347317730801
CP000393.1	3000891	3001781	149.170099331992
CP000393.1	5697711	5698598	1383.70562051901
CP000393.1	1355925	1357523	30.3552773022226
CP000393.1	7042100	7043542	50.6359317850881
CP000393.1	1284895	1285095	337.614576048296
CP000393.1	6926796	6927317	183.534248246685
CP000393.1	1190971	1191594	414.740428286437
CP000393.1	6946280	6947062	605.345614454641
CP000393.1	3112190	3113221	2717.61222750537
CP000393.1	3672572	3675706	69.94534492597761
CP000393.1	397560	398477	64.40473496574039
CP000393.1	6935042	6935125	522.807605337927
CP000393.1	1501447	1501731	40.3537167393562
CP000393.1	4989560	4991563	961.1843375329939
CP000393.1	5420313	5421527	371.005849034271
CP000393.1	2028123	2028449	53.23476210639971
CP000393.1	4169525	4170607	503.705925898097
CP000393.1	3646593	3646931	41.8750359878266
CP000393.1	3676730	3678637	145.448511938841
CP000393.1	750262	750672	845.276820916221
CP000393.1	4679318	4679872	290.975536169566
CP000393.1	6222730	6223422	1029.1757816874601
CP000393.1	6333692	6334213	886.3873262614011
CP000393.1	6658354	6659658	405.499793953189
CP000393.1	1409261	1410328	555.199661852522
CP000393.1	2748048	2748356	209.956680606995
CP000393.1	5214026	5214313	45.5792480513294
CP000393.1	7276607	7276858	106.178426717409
CP000393.1	3966897	3967622	86.91645351416109
CP000393.1	6496894	6497961	18.1430076668312
CP000393.1	849080	850216	753.96958412106
CP000393.1	3191151	3191852	43.829295924449795
CP000393.1	6674749	6675789	139.97137434183398
CP000393.1	2235212	2236372	316.341491611569
CP000393.1	4201888	4202796	89.1461594263416
CP000393.1	1054463	1054726	16.068691751675697
CP000393.1	5573494	5573567	1288.3591230246
CP000393.1	3142381	3142728	1350.64785725329
CP000393.1	949911	952352	17.9014178346897
CP000393.1	3048340	3050928	794.782723565915
CP000393.1	3224428	3226050	712.804151487967
CP000393.1	1527065	1528504	264.54990861569803
CP000393.1	1844523	1847486	2883.70017971434
CP000393.1	356894	357769	102.871314204775
CP000393.1	417849	420950	56.325445640827
CP000393.1	1601167	1601847	741.156288030811
CP000393.1	3137164	3138645	13.8264990145913
CP000393.1	3676131	3676451	12.102595766192698
CP000393.1	3778206	3779021	210.18054470236302
CP000393.1	5590250	5590597	191.238934807193
CP000393.1	585492	588713	137.522910541786
CP000393.1	3352625	3352966	362.144684229525
CP000393.1	603834	605684	17.906426061136198
CP000393.1	2878439	2880205	140.677066439443
CP000393.1	7005014	7005349	687.687752115186
CP000393.1	4667958	4668866	251.178853567056
CP000393.1	5515788	5519246	1335.56421257143
CP000393.1	3425074	3425418	53.452631969720294
CP000393.1	5016574	5017668	1606.7132193273098
CP000393.1	6323891	6324538	229.133894860241
CP000393.1	3062275	3063909	2170.2257593826603
CP000393.1	1569547	1570164	685.639402346772
CP000393.1	2510404	2511453	23.5268694766686
CP000393.1	3912586	3914037	4154.4409989737
CP000393.1	4105693	4107018	25.6126797197938
CP000393.1	5360690	5361685	493.50243208902396
CP000393.1	2472377	2472628	123.240027303589
CP000393.1	2852833	2853090	19.109382244711302
CP000393.1	6670078	6671712	12147.5675280959
CP000393.1	2288744	2289148	366.348130123547
CP000393.1	6787016	6787294	518.72647685584
CP000393.1	5406523	5408379	932.6369453745151
CP000393.1	566682	567677	155.30575027302
CP000393.1	3026642	3027607	486.51282723852603
CP000393.1	5823462	5825531	2021.2249320035999
CP000393.1	6436612	6437067	1026.38882394184
CP000393.1	781534	783267	917.323126983867
CP000393.1	1394263	1395375	73.2679674960939
CP000393.1	5387910	5388992	69.7276992567468
CP000393.1	4243094	4243852	150.595792142984
CP000393.1	4860319	4862109	218.947671908429
CP000393.1	600305	603121	31.9801499748089
CP000393.1	4222509	4223261	65.22231012050649
CP000393.1	4259401	4260618	522.82480871893
CP000393.1	4496681	4496827	62.971683277993705
CP000393.1	3274392	3275078	21.1917666088546
CP000393.1	7079991	7080179	1896.89595154464
CP000393.1	5437935	5440724	218.970294907928
CP000393.1	196262	197389	125.314813347572
CP000393.1	887761	889149	125.72160068485701
CP000393.1	2470555	2472012	983.9644413604
CP000393.1	2655837	2657066	217.875430246087
CP000393.1	4573381	4574745	1646.41190083474
CP000393.1	4868630	4869316	27.5324566725076
CP000393.1	5267766	5267839	1207.48593496165
CP000393.1	5850161	5851720	1551.9884909785699
CP000393.1	6859545	6860168	420.775570776576
CP000393.1	6040954	6041544	1601.82514146788
CP000393.1	6784360	6785442	888.306297921308
CP000393.1	3363039	3363776	455.573287219915
CP000393.1	1810140	1810895	304.218712725426
CP000393.1	478266	479129	353.919729683965
CP000393.1	6703129	6704442	2474.8742980492702
CP000393.1	4901297	4903483	213.91888058466802
CP000393.1	1414773	1416365	47.391925979243005
CP000393.1	3544888	3545535	347.68107817938795
CP000393.1	802278	802730	92.4291863137143
CP000393.1	3744329	3744562	885.6573090889591
CP000393.1	4009524	4010216	28.840548627663196
CP000393.1	2209262	2209720	3885.5721768828002
CP000393.1	1222758	1223264	465.03526953474295
CP000393.1	3881068	3882018	827.146530759718
CP000393.1	4495869	4496225	213.45267360363
CP000393.1	5096954	5098195	336.603545321949
CP000393.1	7644229	7645377	23.364262065239
CP000393.1	5218020	5219663	925.555409907553
CP000393.1	7635217	7636134	188.339221223022
CP000393.1	808988	809668	58.10011023346151
CP000393.1	2167779	2168330	103.084071369261
CP000393.1	2689465	2689677	185.15838960639
CP000393.1	5836695	5839820	106.677377623227
CP000393.1	6079121	6080560	123.259089453089
CP000393.1	6300673	6301437	945.220701087806
CP000393.1	961521	963302	658.120670924673
CP000393.1	818923	820263	372.26041759666606
CP000393.1	1004527	1006728	609.192124584253
CP000393.1	1239818	1240066	159.54042522678301
CP000393.1	2227883	2228242	92.21975055582209
CP000393.1	2297560	2298819	862.915188110537
CP000393.1	2329093	2329341	105.565749222917
CP000393.1	3866500	3868455	679.670276559465
CP000393.1	3984008	3984250	87.20292368886
CP000393.1	4913653	4917567	279.368345708507
CP000393.1	5408697	5409788	1048.4371475303801
CP000393.1	5702511	5702855	78.2707251906877
CP000393.1	6927382	6927819	226.155475288725
CP000393.1	7231455	7231844	598.672783830239
CP000393.1	1210324	1212036	103.936965293206
CP000393.1	5186300	5187079	324.429654678277
CP000393.1	1615167	1615469	11.8740826094856
CP000393.1	791975	793528	458.870352781027
CP000393.1	3773152	3774237	46.1444703588655
CP000393.1	5030998	5032506	708.4640490799429
CP000393.1	5631749	5632354	155.68574216962799
CP000393.1	6027159	6028307	731.9216326802949
CP000393.1	6410653	6411390	912.161374960952
CP000393.1	7395799	7396938	143.400244902167
CP000393.1	3016554	3017336	325.937061466044
CP000393.1	2453967	2454782	303.972099417524
CP000393.1	3498006	3498710	143.43984058491
CP000393.1	1458463	1458756	238.94213264996299
CP000393.1	2502921	2502994	844.521237970627
CP000393.1	3520677	3522032	66.25053772418879
CP000393.1	4832651	4833178	671.553004397901
CP000393.1	2285467	2285946	969.0720170844901
CP000393.1	100518	101846	388.203820949273
CP000393.1	3779129	3779332	34.1176923184556
CP000393.1	3213305	3214297	54.4584977579564
CP000393.1	1091046	1093646	654.126578056804
CP000393.1	4661640	4662857	2217.17567722416
CP000393.1	5833654	5834811	746.380334970206
CP000393.1	3042694	3043569	3656.46758706719
CP000393.1	6727533	6728279	175.60831818315202
CP000393.1	4801313	4801606	38.0201962190068
CP000393.1	5105557	5108871	272.727989073019
CP000393.1	990764	992905	1526.35482284602
CP000393.1	2317317	2317547	43.6356314080927
CP000393.1	3409177	3410082	225.942472189501
CP000393.1	980268	980867	169.90569066201599
CP000393.1	3319524	3320183	81.7219945564299
CP000393.1	3583508	3583900	650.960592673366
CP000393.1	583692	585479	145.515148997
CP000393.1	5701248	5701946	496.182014382639
CP000393.1	1594657	1595790	1163.11380483139
CP000393.1	1721596	1723065	372.949972796299
CP000393.1	4768222	4771032	78.27023981254492
CP000393.1	5442199	5443665	303.386970417238
CP000393.1	4951721	4953925	613.83471434325
CP000393.1	198506	199444	47.2741836610564
CP000393.1	1811022	1811618	384.24113559345705
CP000393.1	913780	923676	631.85799243138
CP000393.1	7146058	7146837	388.103395230123
CP000393.1	3116621	3117832	144.500483446895
CP000393.1	1190194	1190901	706.7943787965379
CP000393.1	1296180	1296470	9.977294312711491
CP000393.1	71135	71347	49.61540697395311
CP000393.1	623997	626591	1979.1739964804601
CP000393.1	1828262	1828981	2244.24472369364
CP000393.1	1627718	1628632	295.191238196901
CP000393.1	1696856	1697746	960.953369259758
CP000393.1	4789405	4790532	391.61759285034
CP000393.1	7428607	7429086	10.5073023234569
CP000393.1	6816642	6817727	156.411482422338
CP000393.1	280981	281054	6151.59006121304
CP000393.1	5733996	5734433	27.843012472467798
CP000393.1	1051875	1053653	143.881215378492
CP000393.1	6030966	6033395	110.890191389
CP000393.1	2466637	2468106	678.856664901101
CP000393.1	3378982	3380412	70.5652028449112
CP000393.1	3755804	3758281	2804.98418144944
CP000393.1	5550523	5551482	146.565775406091
CP000393.1	5668144	5669160	27.117130757407303
CP000393.1	2473654	2474316	57.9110882871103
CP000393.1	1875929	1876612	21.9859874512405
CP000393.1	6582942	6583523	12.1501554255364
CP000393.1	2454785	2455579	197.24815463188702
CP000393.1	3666894	3668879	12.8573253982226
CP000393.1	5203295	5204236	158.711878112152
CP000393.1	7719995	7721242	404.20803259147004
CP000393.1	3747165	3747437	569.4755453790709
CP000393.1	5690362	5691576	224.638313232118
CP000393.1	1221650	1222027	345.51188238894997
CP000393.1	1371920	1375666	183.835623379021
CP000393.1	2271384	2272046	177.73506052174702
CP000393.1	1583042	1583944	929.8707846005079
CP000393.1	2447092	2447358	536.857944452925
CP000393.1	2335843	2336226	43.27323903522329
CP000393.1	2263346	2263981	334.57597502151697
CP000393.1	2336377	2337459	72.82622704607209
CP000393.1	4738906	4739259	12.5026358179005
CP000393.1	5266852	5267217	88.98038731998301
CP000393.1	6167268	6167498	67.9309340327191
CP000393.1	1058584	1058949	124.46618108787901
CP000393.1	4107150	4107743	105.34382664012101
CP000393.1	5600692	5601420	192.930183353885
CP000393.1	810760	811599	52.83520743283461
CP000393.1	7118189	7119121	409.185540209056
CP000393.1	4834389	4834616	92.8523194937496
CP000393.1	5653497	5654852	121.113128253328
CP000393.1	320516	321466	145.075617734936
CP000393.1	6912651	6913448	2306.2252394629
CP000393.1	5191387	5191800	5882.68422458371
CP000393.1	76285	76875	33.018655215437
CP000393.1	2130195	2130680	761.9944250387019
CP000393.1	2979022	2980677	696.099950297525
CP000393.1	5453262	5454149	1432.68963176477
CP000393.1	1525249	1525980	1073.73725173303
CP000393.1	2394705	2397167	111.80704305431699
CP000393.1	4471576	4471779	4500.41638533438
CP000393.1	6804305	6804664	44.6966399265176
CP000393.1	6869160	6870812	138.78175601774598
CP000393.1	7721750	7722283	240.41369830044601
CP000393.1	4129512	4130651	427.00109336644095
CP000393.1	6090836	6093529	56.163203885838
CP000393.1	1127118	1127594	335.498037366721
CP000393.1	7133643	7134593	1352.7539463431099
CP000393.1	5968655	5974453	291.069565010266
CP000393.1	4365954	4366712	68.39552167632979
CP000393.1	3229985	3230479	478.36290037525595
CP000393.1	3210893	3211867	17.2061078464139
CP000393.1	5404991	5405113	9969.56006215194
CP000393.1	6212390	6214834	255.04739685180303
CP000393.1	1629979	1630473	1055.03554484398
CP000393.1	3305146	3306342	62.1884713854348
CP000393.1	5936030	5937514	1004.0177253976599
CP000393.1	2772337	2773359	922.66015394974
CP000393.1	1114288	1115352	377.36903588438696
CP000393.1	5175033	5176229	3227.9057504219104
CP000393.1	7686020	7686208	262.90178610311904
CP000393.1	6143635	6144861	1415.2713501069
CP000393.1	6298181	6298846	201.93376595260898
CP000393.1	7411295	7411717	567.3556178084771
CP000393.1	1258410	1260767	2378.61389452238
CP000393.1	2389695	2390372	32.5676296254034
CP000393.1	3746220	3746495	85.9194027371085
CP000393.1	5223199	5226822	174.68508488869998
CP000393.1	6740979	6741560	666.716279993719
CP000393.1	7638584	7639378	11.565735997483301
CP000393.1	2921966	2923147	23.217306173642303
CP000393.1	6636392	6637150	90.7737266650288
CP000393.1	7238015	7239160	27.4933311185922
CP000393.1	2333973	2335067	550.079161839742
CP000393.1	2348274	2349449	193.45789944493302
CP000393.1	2670584	2670853	152.914899575173
CP000393.1	3944848	3946692	78.4474017744856
CP000393.1	4034054	4034458	128.415289140803
CP000393.1	5133312	5133779	311.529098773553
CP000393.1	6928469	6929314	359.135938865963
CP000393.1	2019402	2021213	131.461249044338
CP000393.1	413407	415158	762.3712522403811
CP000393.1	5095641	5096858	331.798609335575
CP000393.1	6120621	6121061	2962.84597571927
CP000393.1	5804180	5804863	66.854154272759
CP000393.1	6652210	6652848	410.930244666085
CP000393.1	3194858	3195511	241.420624068041
CP000393.1	2870485	2870898	51.1804943463447
CP000393.1	5115330	5116049	26.098553950177497
CP000393.1	995266	996087	134.212633334223
CP000393.1	1403156	1404088	180.239622558955
CP000393.1	6481410	6482798	135.78763268712
CP000393.1	94683	96173	2096.10518087499
CP000393.1	2299624	2300118	502.27736006869105
CP000393.1	6218684	6218929	61.1382258820985
CP000393.1	6826231	6827475	185.482043822433
CP000393.1	1126763	1126903	133.795725071658
CP000393.1	4558552	4558815	13.477444501209199
CP000393.1	7114738	7115364	31.799457661498497
CP000393.1	4358134	4361091	30.944704956722198
CP000393.1	5988706	5989332	14.8824993065698
CP000393.1	3785863	3785935	1803.0399053374301
CP000393.1	4268906	4269508	50.666503511872705
CP000393.1	2170544	2171125	889.99123881879
CP000393.1	2379271	2381265	156.56016212375
CP000393.1	2675710	2676027	355.60730641693704
CP000393.1	2726086	2727363	235.316291415993
CP000393.1	5067364	5067738	1012.16994418062
CP000393.1	7252839	7253396	140.165158579893
CP000393.1	5741588	5741659	1066.4200508984
CP000393.1	6913662	6914867	2381.62852909006
CP000393.1	4523134	4523571	81.4071618429043
CP000393.1	4588813	4590948	137.12629636906001
CP000393.1	7192118	7192819	65.18587913269201
CP000393.1	41475	41900	18.2561074150118
CP000393.1	4113226	4113612	245.10969173050202
CP000393.1	4829515	4830492	1613.98664326154
CP000393.1	7647156	7647725	166.568372079038
CP000393.1	7463513	7463848	523.290001462386
CP000393.1	3772422	3772862	39.2949174088893
CP000393.1	6777124	6777501	112.712415640978
CP000393.1	3131900	3132613	221.770836453936
CP000393.1	5102936	5103706	26.670747737379603
CP000393.1	2669092	2670216	1743.5163598349698
CP000393.1	3961845	3962267	373.335092641055
CP000393.1	3271270	3271686	713.7875444908681
CP000393.1	5954948	5955229	40.02116478039039
CP000393.1	3732458	3733939	106.331122148333
CP000393.1	5113872	5115197	120.997088004309
CP000393.1	384785	385255	43.453826876146
CP000393.1	2093317	2094477	405.825829312003
CP000393.1	3592521	3593426	1121.09220910087
CP000393.1	4261308	4262180	208.146697245183
CP000393.1	3127156	3128292	107.764539492521
CP000393.1	3028348	3028611	353.72134861767603
CP000393.1	7199627	7200982	155.299002987444
CP000393.1	1208481	1209008	20.612355407248
CP000393.1	5265502	5265750	2167.01205760971
CP000393.1	6276393	6276809	151.805010233992
CP000393.1	382366	383226	603.599776032161
CP000393.1	2926396	2927916	102.29094749619699
CP000393.1	5926433	5927119	178.54444750582297
CP000393.1	6918044	6920203	1566.6197104060998
CP000393.1	5405705	5406397	1600.29795646705
CP000393.1	1632117	1632995	276.074309871308
CP000393.1	4764454	4767726	541.3986523583429
CP000393.1	2447382	2447483	23836.6918345163
CP000393.1	7236158	7236601	168.224077662462
CP000393.1	1698259	1698630	331.278267370597
CP000393.1	2919566	2921767	103.41551110959101
CP000393.1	6399951	6400035	5702.26192310671
CP000393.1	6829501	6831891	121.19284198692101
CP000393.1	4236269	4236781	1538.07895909044
CP000393.1	7104047	7107124	155.767419156441
CP000393.1	4151287	4151547	45.0898282202616
CP000393.1	1143474	1144046	217.866317067055
CP000393.1	3719938	3720738	156.716910274149
CP000393.1	697751	698074	947.6214180243829
CP000393.1	2605416	2605961	82.6911529234841
CP000393.1	5111276	5112709	41.996935497876294
CP000393.1	6850348	6851202	168.411987390177
CP000393.1	7103138	7103908	174.67381475481997
CP000393.1	1596127	1597305	1323.90313532164
CP000393.1	2932409	2932807	260.01579128418996
CP000393.1	78349	81126	63.626651021330204
CP000393.1	1453015	1453713	545.997922381599
CP000393.1	2505939	2506844	1678.54863350264
CP000393.1	7182383	7183666	863.582031087599
CP000393.1	7215225	7215605	49.57749811106171
CP000393.1	119376	121190	501.157282313638
CP000393.1	340839	341948	18.604310893810602
CP000393.1	1899852	1900091	195.86181156890098
CP000393.1	3601653	3603533	5134.363498680949
CP000393.1	4727503	4728078	324.647121895194
CP000393.1	5018088	5018741	196.522288166141
CP000393.1	7489262	7489942	939.065367648118
CP000393.1	3606014	3606475	995.300619464965
CP000393.1	5110069	5111208	15.6027459546903
CP000393.1	6167670	6168110	79.5219723464877
CP000393.1	3155435	3156076	410.043046204377
CP000393.1	5491398	5497982	84.2251831909482
CP000393.1	2377529	2379259	1166.15565102436
CP000393.1	3198350	3199639	46.6153046605951
CP000393.1	687517	688122	418.534572989867
CP000393.1	1758520	1759998	410.517687290844
CP000393.1	2483205	2484062	64.0438204679479
CP000393.1	3542138	3543433	337.82960988316603
CP000393.1	5070385	5071044	5199.0597990351
CP000393.1	3570546	3570677	2796.851159824
CP000393.1	5113305	5113694	43.280941827770604
