#chromosome	start	end	baseMean_LFe
CP000393.1	1275919	1277823	1630.96537030045
CP000393.1	5597273	5598328	77.4529902767909
CP000393.1	5181207	5183684	3998.28509347965
CP000393.1	1308378	1312364	189.030667402396
CP000393.1	3797171	3798571	312.623091881949
CP000393.1	6929873	6930574	114.689940244664
CP000393.1	4925465	4926214	100.78649115343
CP000393.1	7475278	7475700	2811.59688139169
CP000393.1	4239993	4241480	1102.39708981246
CP000393.1	3767797	3769512	36.637695752835704
CP000393.1	2978472	2978999	317.903700982616
CP000393.1	2608439	2609413	1727.34355372789
CP000393.1	1036276	1038555	266.223368818645
CP000393.1	2495998	2496975	693.304776405848
CP000393.1	1018348	1020558	62.8275996295323
CP000393.1	2954960	2955835	802.9434239741271
CP000393.1	6673177	6673482	196.379645092311
CP000393.1	5488977	5491328	58.2148032858713
CP000393.1	534200	535810	60.5398346184194
CP000393.1	5782720	5783757	24.458928993280697
CP000393.1	2133698	2135026	100.967819711094
CP000393.1	163385	163648	33.100018278646495
CP000393.1	2000615	2001211	151.824249169842
CP000393.1	2465278	2466384	5798.7145466824095
CP000393.1	2776526	2776834	115.398840728466
CP000393.1	3184954	3185778	548.952325818547
CP000393.1	4529052	4531796	544.045002624228
CP000393.1	7247433	7248218	64.6571194356822
CP000393.1	3576309	3576746	155.37861675269198
CP000393.1	2763776	2764633	301.049364919741
CP000393.1	2131087	2131248	147.844842886507
CP000393.1	7622202	7623740	334.92840848432
CP000393.1	798757	800184	635.946261887548
CP000393.1	838332	839417	42.1623253651038
CP000393.1	4127918	4128370	1453.6372443590699
CP000393.1	6308307	6308738	264.197408046946
CP000393.1	5610777	5611019	58.271030084810896
CP000393.1	5560800	5561702	759.1489223139889
CP000393.1	5784151	5784537	324.625525047622
CP000393.1	6169488	6170168	422.833206310245
CP000393.1	4503596	4503877	516.544459163877
CP000393.1	2270596	2270847	32.1206864502094
CP000393.1	3506525	3507313	279.02108458276797
CP000393.1	4771165	4774362	9.36134227438704
CP000393.1	3774249	3775649	80.1383421512129
CP000393.1	1256445	1257632	143.147791610345
CP000393.1	7148647	7150752	945.2736913904421
CP000393.1	3364965	3365945	173.539346971174
CP000393.1	3497028	3497783	1062.68915582538
CP000393.1	4266020	4266961	469.229752479821
CP000393.1	6348239	6348964	1165.7535808996902
CP000393.1	6524284	6525108	307.726282072725
CP000393.1	7443310	7443462	36.2320417892148
CP000393.1	6477506	6478018	493.00155504655896
CP000393.1	456754	457272	35.229780159996295
CP000393.1	1381500	1382981	74.99023504395831
CP000393.1	3923071	3925230	310.176666431076
CP000393.1	5811234	5812115	111.676035764821
CP000393.1	719131	720036	722.290266155784
CP000393.1	4301468	4303120	210.952097054798
CP000393.1	6207070	6208071	317.407980752379
CP000393.1	4145947	4146816	25.50174837875
CP000393.1	3377752	3378537	275.500661681475
CP000393.1	3438446	3438727	28.116922720246603
CP000393.1	6379583	6380458	3928.3043222834294
CP000393.1	1035817	1036140	78.9308014433835
CP000393.1	3002740	3003018	16.3751364774907
CP000393.1	3651037	3653145	833.618021469505
CP000393.1	135778	138564	431.195283894159
CP000393.1	307162	308481	985.376518239082
CP000393.1	778406	778600	458.081653877755
CP000393.1	1133346	1134239	207.39458652426003
CP000393.1	2648914	2649309	1951.5855565426602
CP000393.1	6843590	6844792	47.9779533173948
CP000393.1	7494227	7495207	140.273610292811
CP000393.1	622277	623410	615.984619610084
CP000393.1	1030880	1031239	1507.6729511003
CP000393.1	2284654	2284980	267.149834514095
CP000393.1	6057969	6059126	89.9917423810372
CP000393.1	1827259	1827642	2408.72190189567
CP000393.1	6751330	6751620	8.70350885938228
CP000393.1	116114	116977	56.353533355880394
CP000393.1	4995185	4996342	183.364162703322
CP000393.1	1117041	1118570	1186.43624293247
CP000393.1	4428760	4429377	48.84228615292599
CP000393.1	4154413	4154598	232.66146200012298
CP000393.1	1207636	1208475	49.590025532588704
CP000393.1	3470115	3470741	24.184851484705803
CP000393.1	2827951	2828604	85.1575902563828
CP000393.1	2149880	2150767	44.860651044726495
CP000393.1	240062	241228	988.363215001962
CP000393.1	3153509	3154303	610.063167461939
CP000393.1	2309270	2309782	3382.15140592026
CP000393.1	2888237	2896291	483.12775927841204
CP000393.1	5134666	5136087	107.13725612485399
CP000393.1	870049	871497	90.9396390524548
CP000393.1	2361896	2362381	13.9827561386827
CP000393.1	3989526	3990599	707.615151583049
CP000393.1	4396697	4398478	52.5313666656861
CP000393.1	7728422	7730791	4784.88576088281
CP000393.1	4101233	4101694	49.1818459052676
CP000393.1	1883036	1883473	12.5174178791241
CP000393.1	679909	680187	20.980301546057802
CP000393.1	3226722	3228179	2376.7926186471
CP000393.1	7657453	7659282	440.697163828703
CP000393.1	2353916	2359255	335.28591265450297
CP000393.1	4313520	4314593	123.607574945889
CP000393.1	2670850	2671974	343.472174632511
CP000393.1	1079303	1082704	153.72472386992598
CP000393.1	2621232	2622833	400.39928890886597
CP000393.1	2728673	2730601	266.009108186587
CP000393.1	5937958	5938557	164.274533653091
CP000393.1	4118496	4119104	954.0829884213699
CP000393.1	6982398	6983411	262.463122131631
CP000393.1	5272323	5272484	66.953322013553
CP000393.1	5672396	5674945	1061.97311070284
CP000393.1	6011216	6011569	738.3001439288071
CP000393.1	825705	825887	10.835777424727098
CP000393.1	2826622	2827839	159.21467926917802
CP000393.1	3962267	3963112	551.987949572596
CP000393.1	881101	882081	82.29902368886171
CP000393.1	6910533	6911999	2025.0773771731199
CP000393.1	500956	501675	35.757438149882795
CP000393.1	4029617	4030210	141.380668085391
CP000393.1	1404361	1404582	99.889030136437
CP000393.1	1930019	1930708	1341.7543968845
CP000393.1	5093799	5094323	669.113404282752
CP000393.1	197814	198488	68.7224130542704
CP000393.1	5307429	5308349	105.250151306132
CP000393.1	6815319	6816425	224.15171796799703
CP000393.1	525128	532096	561.262028754325
CP000393.1	3043880	3046588	6712.45657985427
CP000393.1	4545212	4546975	320.24644885772597
CP000393.1	5108871	5109995	111.59360160573
CP000393.1	5426489	5426722	432.84591045393097
CP000393.1	4153087	4154067	885.279774480257
CP000393.1	4479979	4483209	244.576154455016
CP000393.1	4694429	4696336	959.565380111443
CP000393.1	6016372	6016554	151.539749809759
CP000393.1	3920671	3921306	54.0740505958928
CP000393.1	3195835	3196662	56.2720668873157
CP000393.1	7211884	7212291	398.615639240428
CP000393.1	1124315	1124830	317.804882902181
CP000393.1	4609991	4610869	128.238905201928
CP000393.1	7630504	7631664	366.32890221052
CP000393.1	7676243	7680283	2124.89611123026
CP000393.1	1039586	1040161	393.121519394608
CP000393.1	71367	72836	105.66386881205901
CP000393.1	7492398	7493225	388.089111728329
CP000393.1	1430592	1431749	468.71850151903703
CP000393.1	889556	890587	161.88420910655398
CP000393.1	4130682	4133192	353.854943923565
CP000393.1	7724989	7725564	490.15731295487603
CP000393.1	5421774	5422025	33.172395740629895
CP000393.1	6513286	6513720	130.851296475574
CP000393.1	125895	127244	409.704999747683
CP000393.1	3028864	3029559	388.307468633796
CP000393.1	3624340	3625269	82.28531067175079
CP000393.1	4489709	4490083	88.248229927773
CP000393.1	492550	493929	121.874003707451
CP000393.1	5257225	5257983	188.186278765358
CP000393.1	5148724	5149209	640.592262973356
CP000393.1	6040280	6040519	285.87419485997003
CP000393.1	3324038	3324283	54.8298023130206
CP000393.1	3581233	3581475	2794.87778270455
CP000393.1	325107	326174	266.22632741977503
CP000393.1	3577180	3578250	239.264541876365
CP000393.1	3665247	3666287	520.487884387415
CP000393.1	4584744	4585874	158.56979867696998
CP000393.1	606874	607626	134.71357409330798
CP000393.1	5655409	5658126	64.4300974558939
CP000393.1	6669633	6669944	1122.43752392493
CP000393.1	4363322	4365670	57.8152989062956
CP000393.1	1213870	1214370	169.188384829568
CP000393.1	3260681	3262474	119.718431304305
CP000393.1	3685282	3686040	135.058567850466
CP000393.1	4522120	4523082	162.156790345471
CP000393.1	1833837	1834673	294.871252095398
CP000393.1	810031	810729	139.693542907543
CP000393.1	930908	931135	102.632434416786
CP000393.1	5214314	5215996	630.4856374278679
CP000393.1	4123627	4124745	286.18339927437097
CP000393.1	721508	723409	181.846613107906
CP000393.1	1410906	1411763	460.368793747134
CP000393.1	1676566	1678770	213.28103113706
CP000393.1	1914921	1915883	561.104151190158
CP000393.1	2792815	2794788	786.4828288746679
CP000393.1	6695990	6697543	55.802094787220895
CP000393.1	197382	197672	39.1641953336704
CP000393.1	2405638	2406150	582.334987274312
CP000393.1	4267522	4268625	223.483605928294
CP000393.1	7387430	7387711	21.8209781872688
CP000393.1	5402954	5403967	1398.48150351332
CP000393.1	4224522	4225331	61.347930919389896
CP000393.1	6653983	6655119	370.245359665648
CP000393.1	6304293	6304394	11.6517888116381
CP000393.1	5591170	5591316	89.1363877692322
CP000393.1	7537610	7538287	150.632678013232
CP000393.1	581688	583043	194.28038391070203
CP000393.1	788524	789246	264.068351125769
CP000393.1	127898	128116	16.0063244993573
CP000393.1	7543284	7544237	95.72594123414909
CP000393.1	1441709	1442476	27.9880190683389
CP000393.1	5409861	5410586	403.146398176522
CP000393.1	3522037	3522942	46.920401452518604
CP000393.1	415937	417622	2433.6892331394197
CP000393.1	4698377	4698835	89.60760401617421
CP000393.1	5662843	5664108	492.17855238081705
CP000393.1	281404	284049	1131.2478940082801
CP000393.1	1838475	1839092	74.5463942566706
CP000393.1	5586330	5587103	663.591864956711
CP000393.1	4321194	4321547	340.067339349448
CP000393.1	2262896	2263339	217.63639690185002
CP000393.1	494912	495502	46.531701458482296
CP000393.1	3348503	3349204	135.479215480227
CP000393.1	2724804	2725916	56.261939403807794
CP000393.1	6983421	6984437	259.933970332794
CP000393.1	2442907	2445636	243.313685043472
CP000393.1	1808387	1809424	650.86433392983
CP000393.1	4713252	4713545	4790.69380861323
CP000393.1	4883740	4883856	2755.9827067655297
CP000393.1	2452863	2453960	379.723355356739
CP000393.1	7417678	7418049	60.5184857612083
CP000393.1	4471893	4472156	885.7969554555051
CP000393.1	515297	516334	19.415538285761897
CP000393.1	1688760	1690061	43.6873420712522
CP000393.1	5611032	5611151	39.969232982638005
CP000393.1	993008	994957	189.35685894767502
CP000393.1	5269160	5272141	1800.24223897904
CP000393.1	324132	325088	473.976968424056
CP000393.1	1930923	1931513	2031.5671354998801
CP000393.1	5038438	5039751	2259.844866076
CP000393.1	5372195	5374717	374.220982693653
CP000393.1	7633432	7634532	63.266124587178496
CP000393.1	975384	975956	21.5219446218925
CP000393.1	2566422	2567252	954.95805640876
CP000393.1	4831666	4832373	1502.7397487609398
CP000393.1	4151936	4152757	257.534158018902
CP000393.1	1432961	1434688	167.973037217708
CP000393.1	2775870	2776505	68.8723204965849
CP000393.1	3584216	3585082	398.252093008526
CP000393.1	724335	725195	393.597275735099
CP000393.1	6752481	6753428	542.982733296527
CP000393.1	7132648	7133148	530.713663725134
CP000393.1	833050	833985	16.6907277558098
CP000393.1	4548636	4549673	389.30418771360604
CP000393.1	3865117	3866100	304.178771556306
CP000393.1	3357736	3358503	70.2155083169893
CP000393.1	5367357	5372069	1070.6213935595
CP000393.1	6574337	6575470	21.1473741684447
CP000393.1	1408255	1408719	161.908249703356
CP000393.1	6390182	6391003	1382.6637545027697
CP000393.1	7683000	7683551	863.545802222147
CP000393.1	5641369	5645715	40.346667038026204
CP000393.1	39907	40488	42.820203451763504
CP000393.1	1355187	1355828	16.7224558236169
CP000393.1	6673602	6673958	895.8536641786699
CP000393.1	927461	929014	173.74496424772
CP000393.1	1412227	1412706	9066.28669809263
CP000393.1	5118461	5120449	39.1381311903763
CP000393.1	5238089	5239618	653.281336558713
CP000393.1	3381769	3382164	111.371627602106
CP000393.1	6426812	6426883	503.81133145794007
CP000393.1	4575288	4575863	1101.5705932849
CP000393.1	1214728	1215552	448.624828729412
CP000393.1	3464417	3465613	127.78018197674601
CP000393.1	4474215	4475930	1154.6327726285099
CP000393.1	2507251	2507844	281.701106118628
CP000393.1	5842271	5844271	137.088948142926
CP000393.1	5415475	5415924	191.634797056349
CP000393.1	284158	284673	139.627723633435
CP000393.1	4226413	4227732	1606.5802490746898
CP000393.1	1216100	1217077	466.561685439288
CP000393.1	3579255	3580409	638.356396185859
CP000393.1	4865769	4866434	309.682602176245
CP000393.1	5825984	5826412	12047.7954277304
CP000393.1	4749656	4750912	3578.4582042232105
CP000393.1	6125183	6126112	121.516747674321
CP000393.1	4178362	4179213	677.608895709541
CP000393.1	4917942	4919216	63.338368004813795
CP000393.1	1749582	1749935	51.239898655461595
CP000393.1	6452079	6453833	512.999482171042
CP000393.1	6405667	6407919	126.21705321711201
CP000393.1	1925413	1926099	40.3366207593676
CP000393.1	2420398	2421585	40.808269165721605
CP000393.1	315196	317253	217.992906591546
CP000393.1	1147651	1148427	109.644464106096
CP000393.1	1789134	1789367	15.6552337701001
CP000393.1	677883	678125	13.693632030195301
CP000393.1	2306692	2308485	930.9535630471511
CP000393.1	4679856	4681199	1059.49576360936
CP000393.1	1747476	1748141	66.35619280940821
CP000393.1	5154768	5158232	30.1521503813333
CP000393.1	6145073	6145336	361.219043905374
CP000393.1	4905458	4906150	158.536426855081
CP000393.1	5764286	5766127	7969.22625285265
CP000393.1	5210555	5213176	5753.42498053491
CP000393.1	3317630	3318853	80.18336876291521
CP000393.1	1096877	1097611	142.28742492920298
CP000393.1	3385930	3391242	1021.2440729233
CP000393.1	7420788	7421825	124.192656812349
CP000393.1	1498060	1499565	254.536709907254
CP000393.1	5103723	5104544	70.6972080790635
CP000393.1	5715997	5716530	926.722627398247
CP000393.1	1482519	1483148	247.520060698683
CP000393.1	1584567	1584785	815.2377169203661
CP000393.1	7488488	7488775	470.30240097373803
CP000393.1	2966151	2966789	30.4280978446421
CP000393.1	5404565	5404699	1195.38253198551
CP000393.1	3025997	3026461	725.480556000573
CP000393.1	279451	280641	159.620157197476
CP000393.1	5791529	5791933	23.0836033926157
CP000393.1	383619	384155	64.7707390659523
CP000393.1	7338710	7339261	468.45644327670504
CP000393.1	1271553	1272392	96.16411231696199
CP000393.1	7626517	7630248	182.08380469039102
CP000393.1	1448619	1448921	930.7232420232029
CP000393.1	1922203	1922877	216.77603322338402
CP000393.1	3327935	3328837	141.120207348987
CP000393.1	3994920	3995174	15.898794341196101
CP000393.1	647650	648378	77.33133253605891
CP000393.1	7397424	7397681	34.514742519341695
CP000393.1	7031877	7032635	808.493324519599
CP000393.1	7547130	7548305	263.26256122999297
CP000393.1	4782899	4783945	473.976524111754
CP000393.1	4214709	4216178	245.92729972729802
CP000393.1	238306	239277	859.644341629856
CP000393.1	1728100	1729266	140.556220000178
CP000393.1	4245973	4247271	2486.31135894287
CP000393.1	3251479	3251907	76.6135961604722
CP000393.1	6318151	6318486	500.085012761027
CP000393.1	4792607	4793767	457.457433986291
CP000393.1	4367779	4374783	912.9594573410781
CP000393.1	5352107	5352814	38.1766774930609
CP000393.1	6883492	6885699	574.432145599354
CP000393.1	520009	522129	1499.28024037513
CP000393.1	1218825	1219193	24.152947197262396
CP000393.1	5568997	5569824	628.245378370873
CP000393.1	4888424	4888987	82.40345069550071
CP000393.1	7062580	7063164	527.947796051728
CP000393.1	3196755	3198029	42.696522110564295
CP000393.1	2936256	2937893	75.8317523215765
CP000393.1	4399306	4401162	110.078501630544
CP000393.1	4787592	4788803	980.49306389514
CP000393.1	6142870	6143571	3830.6947786753203
CP000393.1	6947456	6947698	154.065957243845
CP000393.1	4356606	4358057	33.0176515419952
CP000393.1	696402	696863	112.54069008403201
CP000393.1	3703342	3704421	239.89733278274898
CP000393.1	4702432	4703958	38.5134151686211
CP000393.1	7037993	7039072	26.8657984748599
CP000393.1	2551876	2552943	206.332369834203
CP000393.1	6861868	6862968	114.16126601631001
CP000393.1	55816	56544	1441.1837264735598
CP000393.1	4114448	4116106	876.0471163869111
CP000393.1	5614688	5614786	12.7784339881461
CP000393.1	816445	817824	23859.1014891974
CP000393.1	1184631	1185065	739.1118011374131
CP000393.1	10371	10973	488.404977022323
CP000393.1	784902	785930	1682.9944151614002
CP000393.1	6441892	6443136	786.354300237008
CP000393.1	4010534	4012861	147.600818608234
CP000393.1	2960960	2961700	212.967031249115
CP000393.1	3982914	3983996	309.919736585269
CP000393.1	1203288	1204619	87.01757776767441
CP000393.1	2856595	2857356	41.166517872993296
CP000393.1	6536914	6539223	140.060509999345
CP000393.1	7607098	7609413	168.472902200285
CP000393.1	700843	702060	481.49153081936
CP000393.1	3212172	3213308	54.5509137699859
CP000393.1	1667703	1670750	327.693815743394
CP000393.1	6231721	6232740	5471.60903002248
CP000393.1	2071942	2072889	439.67647577264506
CP000393.1	2676199	2676519	65.0724598666596
CP000393.1	5301467	5304766	225.39027606579498
CP000393.1	1655922	1656212	24.118722118331103
CP000393.1	4519407	4520444	69.8599132821918
CP000393.1	373560	375467	1350.00838225182
CP000393.1	976490	977383	71.5160553192915
CP000393.1	1911568	1913487	10177.280684119
CP000393.1	2727396	2728643	150.075155695902
CP000393.1	6412451	6415675	556.212558534201
CP000393.1	934521	935816	352.494628745185
CP000393.1	1511514	1513337	226.07989840145402
CP000393.1	2286427	2286921	144.734207543168
CP000393.1	4366860	4366979	9.800168346022119
CP000393.1	4557925	4558137	70.7769958798937
CP000393.1	7230886	7231026	79.249285668946
CP000393.1	5716569	5716757	908.2424873652451
CP000393.1	5483724	5484596	175.55784952685502
CP000393.1	4791695	4792447	1939.8378247138396
CP000393.1	1869679	1870758	593.212269467497
CP000393.1	5991252	5991998	883.226626637278
CP000393.1	6204670	6206682	1549.66924051038
CP000393.1	6247182	6248372	312.576886273704
CP000393.1	7362415	7364067	194.11357381425202
CP000393.1	4494784	4495314	273.099281111072
CP000393.1	891343	901950	830.5883150311279
CP000393.1	702713	703441	625.6021449398401
CP000393.1	6220253	6220510	35.5614034710665
CP000393.1	1602686	1603732	1621.24728443095
CP000393.1	1701534	1703168	529.159356797185
CP000393.1	6037303	6038010	162.391605524878
CP000393.1	5365210	5365992	310.667506621203
CP000393.1	354244	356607	170.859767360972
CP000393.1	401698	402621	1047.7161145672
CP000393.1	1034058	1035113	549.264006518776
CP000393.1	3644581	3646008	541.343130754127
CP000393.1	5252486	5253415	751.782666675572
CP000393.1	564791	565687	390.84504421340205
CP000393.1	3320294	3320944	1220.7836613495099
CP000393.1	4003106	4003387	151.5750082278
CP000393.1	5001755	5004514	415.50690423429
CP000393.1	5136706	5139645	332.259428944792
CP000393.1	7072002	7073312	306.141495116907
CP000393.1	5068307	5070214	1282.80478313286
CP000393.1	6656389	6657726	1117.79622932901
CP000393.1	2174746	2175996	81.6999736131109
CP000393.1	6579712	6581169	126.19200478789499
CP000393.1	5280817	5281719	65.7327431621935
CP000393.1	1826159	1827190	2354.03814544457
CP000393.1	1568627	1569361	322.951291709453
CP000393.1	1287239	1289170	353.29481022287695
CP000393.1	1435221	1435445	11.1838882876989
CP000393.1	6577622	6579505	80.00521072693058
CP000393.1	6053570	6053881	795.3655419123199
CP000393.1	6478320	6479099	293.240699391712
CP000393.1	3572228	3574060	281.28275885753897
CP000393.1	7209995	7211125	445.588865006445
CP000393.1	298526	300574	189.142013380499
CP000393.1	5818499	5819272	701.3093513640581
CP000393.1	4035385	4036191	372.913648812309
CP000393.1	6848691	6849113	322.611835117467
CP000393.1	6391780	6392094	7340.401322363829
CP000393.1	6111405	6113033	989.9600300212351
CP000393.1	7641590	7642537	10.3267260425465
CP000393.1	1723362	1724966	252.346541673133
CP000393.1	3974696	3974914	621.512809487739
CP000393.1	3873909	3874835	169.05321994086
CP000393.1	3114067	3115233	269.802699604374
CP000393.1	6805225	6808089	136.959510442342
CP000393.1	3614311	3615111	1202.56059194789
CP000393.1	783486	784217	2387.39519335148
CP000393.1	6458807	6460912	178.465270389362
CP000393.1	1069580	1069819	41.9928389128126
CP000393.1	3258626	3259342	364.202810335123
CP000393.1	5045953	5046927	161.74301303884198
CP000393.1	6779582	6780403	1323.12806804792
CP000393.1	1955383	1955784	21.37808440247
CP000393.1	7005578	7005775	1515.9307760581198
CP000393.1	652887	654566	1471.2152174509301
CP000393.1	1041012	1041449	110.59236541358801
CP000393.1	4788951	4789370	134.140856451021
CP000393.1	5350976	5351644	29.0656330583355
CP000393.1	6009686	6009883	127.090296648565
CP000393.1	7033113	7036100	142.195910399568
CP000393.1	6583705	6584580	70.8647726906678
CP000393.1	620588	621844	4292.54868587556
CP000393.1	2664454	2665182	2118.26346682413
CP000393.1	4392554	4393909	27.6145410894925
CP000393.1	6435652	6436602	2133.45388074038
CP000393.1	597558	598646	129.650193578516
CP000393.1	5474963	5475748	72.33368564471171
CP000393.1	4533422	4533955	782.1097838517709
CP000393.1	4830526	4831443	2314.59807189052
CP000393.1	1238060	1239115	650.547786924993
CP000393.1	2578065	2578424	14.349021122032301
CP000393.1	3885105	3885875	163.370458707405
CP000393.1	443535	444284	59.480124716599704
CP000393.1	2327021	2328724	1157.40784972878
CP000393.1	7344438	7346654	250.079692189154
CP000393.1	7357523	7359022	146.131457333978
CP000393.1	6008576	6009457	677.125833064735
CP000393.1	6858460	6859245	363.35127397556397
CP000393.1	1536955	1538265	13.0858977811358
CP000393.1	834224	838024	88.3816580453956
CP000393.1	1793933	1795171	1194.89027494083
CP000393.1	5418121	5419038	47.579621041665604
CP000393.1	1126451	1126627	42.658854356402394
CP000393.1	3568160	3568531	32.503011862830704
CP000393.1	1206998	1207636	55.8257777706254
CP000393.1	2923192	2926284	80.9985830371139
CP000393.1	497092	497943	38.0100325476456
CP000393.1	5707847	5709430	77.02072968054149
CP000393.1	6931402	6932475	1718.68705284555
CP000393.1	3333958	3334386	14.572811342977
CP000393.1	1997564	1998322	92.6249824154997
CP000393.1	3447874	3449256	103.515631737132
CP000393.1	7217034	7218083	237.432317095661
CP000393.1	6874976	6878719	516.07333737688
CP000393.1	6076051	6078795	307.674566853997
CP000393.1	3988466	3988867	76.5582036833283
CP000393.1	4004575	4008168	526.140869429907
CP000393.1	222270	224264	1037.45066336291
CP000393.1	7329873	7332980	152.921469982128
CP000393.1	3735023	3736231	109.161307582694
CP000393.1	3253560	3253838	27.491480847592896
CP000393.1	5450918	5451994	1218.72576462094
CP000393.1	5145169	5145780	887.6608310580659
CP000393.1	4517947	4518867	87.88229598303049
CP000393.1	7592455	7593471	23.378621093125602
CP000393.1	2133018	2133284	17.765650793881303
CP000393.1	6990560	6991048	12.7854339615417
CP000393.1	7550127	7551692	750.033869812199
CP000393.1	459720	460340	172.40655002889702
CP000393.1	4873372	4874109	683.297078093332
CP000393.1	5404712	5404837	2399.08081010449
CP000393.1	7135900	7136181	175.578970686062
CP000393.1	6495672	6496643	14.7181719231711
CP000393.1	1261083	1261331	41.1918719444443
CP000393.1	1771236	1772108	23.6381352702106
CP000393.1	6299635	6300399	971.4847499180889
CP000393.1	460361	460780	1849.25346321947
CP000393.1	3214273	3216798	59.467806964664604
CP000393.1	1055790	1058525	621.458159317003
CP000393.1	5193904	5195148	2442.23389292493
CP000393.1	6141901	6142839	847.012932116497
CP000393.1	7230136	7230768	834.206236489539
CP000393.1	4882297	4883631	1178.9726094845098
CP000393.1	3008623	3010032	103.24960087342699
CP000393.1	2182028	2182204	39.334669077970204
CP000393.1	4704795	4706996	241.830573399233
CP000393.1	7048898	7049746	66.73462771880921
CP000393.1	5503569	5503916	17.7172981982517
CP000393.1	4102592	4103863	93.76620394781858
CP000393.1	5251339	5252268	999.695737417497
CP000393.1	6661038	6661244	52.7600951804976
CP000393.1	5848354	5849331	569.86898094822
CP000393.1	3442819	3445560	5341.5721425429
CP000393.1	5617272	5617796	1062.29303913643
CP000393.1	6625846	6625968	4449.94130882583
CP000393.1	7082009	7082875	331.78272514866103
CP000393.1	2624876	2625889	1012.71685353179
CP000393.1	786994	787938	648.964606596303
CP000393.1	6555370	6556761	198.21886593006198
CP000393.1	2434413	2436308	39.2034528089395
CP000393.1	1690505	1691377	181.29841960092702
CP000393.1	2970430	2970837	41.02783348776261
CP000393.1	1454098	1454445	982.20370946396
CP000393.1	5717512	5719536	1937.67129766901
CP000393.1	495589	496197	70.0034472541397
CP000393.1	6046275	6046613	4659.87504815986
CP000393.1	2430333	2432159	133.249529015451
CP000393.1	2773777	2774766	444.559066037301
CP000393.1	3744874	3745344	775.0689954217
CP000393.1	4920861	4922648	19.4193356477011
CP000393.1	3605134	3605445	1015.90999278925
CP000393.1	1763965	1764252	1282.55365664422
CP000393.1	3523142	3524452	1231.0941581453
CP000393.1	4239074	4239337	278.156584820592
CP000393.1	1406490	1407422	453.266470039657
CP000393.1	2448737	2449576	316.854309132192
CP000393.1	5458122	5458682	1973.09888240855
CP000393.1	2830241	2830828	190.51056538144903
CP000393.1	4203102	4204340	739.5675487508851
CP000393.1	5771232	5771591	108.653893518393
CP000393.1	3514663	3515331	106.992904439081
CP000393.1	4519092	4519349	21.318032790879
CP000393.1	2360072	2361457	239.604990918259
CP000393.1	4122022	4123299	2595.3661256483897
CP000393.1	5595812	5597071	52.962552571401304
CP000393.1	4427650	4427907	42.6790635118801
CP000393.1	7339881	7340444	389.30590902471
CP000393.1	1183022	1183411	2536.7237746865
CP000393.1	7485702	7486523	149.739457348654
CP000393.1	5669363	5670295	25.049214601029803
CP000393.1	5363121	5364986	105.26054376700199
CP000393.1	2461565	2463970	1990.4391418870102
CP000393.1	2429001	2430038	1212.6125581005301
CP000393.1	6307537	6308007	506.738627155949
CP000393.1	1209008	1209706	20.209626749745397
CP000393.1	6581856	6582941	30.7590857017867
CP000393.1	5259071	5260216	377.48090306585897
CP000393.1	2469851	2470195	464.125427939594
CP000393.1	7290402	7300685	946.347525701216
CP000393.1	7347148	7349388	310.70201655147997
CP000393.1	7574767	7575161	467544.82871692703
CP000393.1	1002049	1004481	584.049120391123
CP000393.1	3788235	3788861	681.864617918235
CP000393.1	6519947	6520402	35.650692016734
CP000393.1	33065	35353	2820.1507287721997
CP000393.1	202233	202853	1062.98915757334
CP000393.1	1624555	1625238	1443.92615058156
CP000393.1	1314887	1316677	501.133303702005
CP000393.1	3419070	3420668	666.059948178667
CP000393.1	4498810	4500057	161.677384117548
CP000393.1	4239511	4239789	555.0599475312271
CP000393.1	4126186	4127463	293.790578935833
CP000393.1	3660872	3662839	1062.3813208979302
CP000393.1	2405021	2405527	605.177771245631
CP000393.1	2721858	2724755	358.511801099368
CP000393.1	3280402	3281733	339.652202691794
CP000393.1	3771486	3772319	94.4028829938592
CP000393.1	3876821	3878002	628.0335465059941
CP000393.1	6408063	6409385	333.241985783102
CP000393.1	3128345	3128986	48.0992056833358
CP000393.1	5752994	5753275	80.427803015851
CP000393.1	6421393	6422166	166.44988982085502
CP000393.1	884921	886705	28.286659234569303
CP000393.1	6275782	6276228	204.92657003056198
CP000393.1	4994117	4994503	108.880683503992
CP000393.1	984446	985642	267.454434854392
CP000393.1	2870936	2872063	64.2053405472459
CP000393.1	3273185	3273610	229.881462499646
CP000393.1	3345065	3345178	2646.16226635101
CP000393.1	5555019	5556713	324.418885959215
CP000393.1	2688586	2689356	404.34544118806804
CP000393.1	5706775	5707839	17.7500677012541
CP000393.1	4204510	4205010	29.4996231876444
CP000393.1	5628467	5630566	155.407677067834
CP000393.1	2436827	2439940	56.0047669061014
CP000393.1	5484593	5487043	238.41291460564602
CP000393.1	4099547	4100023	34.3788311207138
CP000393.1	4524097	4525353	43.2324647483265
CP000393.1	2353054	2353818	70.5743066613743
CP000393.1	4043562	4045433	1611.69212358816
CP000393.1	1797129	1797368	96.01397878445879
CP000393.1	5099412	5099816	18.3839890614567
CP000393.1	6781672	6783426	295.311222653298
CP000393.1	4691229	4692008	610.49736697847
CP000393.1	877194	878096	666.070684319719
CP000393.1	4361784	4363232	76.5842587450774
CP000393.1	2846024	2847016	251.929009693414
CP000393.1	902632	912891	187.99714564056998
CP000393.1	1251949	1252959	462.953611862294
